;QV2M;RH2M;PS;T2M;T2M_MIN;T2M_MAX;WS10M;WS50M;WS10M_MAX;WS50M_MAX;WS10M_MIN;WS50M_MIN;T2M_MIN_MINIMO;T2M_MAX_MAXIMO;WS10M_MAX_MAXIMO;WS50M_MAX_MAXIMO;WS10M_MIN_MINIMO;WS50M_MIN_MINIMO;center_point;envelope
20150731;14.158342541436465;64.47983425414365;98.75596685082874;27.57342541436464;21.794917127071823;35.11629834254144;4.909337016574586;6.623370165745856;6.754088397790055;8.618453038674033;2.916685082872928;4.801491712707183;18.45;38.87;10.39;12.84;0.34;0.38;POINT (-37 -6);POLYGON ((-37.125 -6.125, -36.875 -6.125, -36.875 -5.875, -37.125 -5.875, -37.125 -6.125))
20160131;12.88179347826087;57.12222826086956;98.73989130434782;28.390652173913043;21.95016304347826;36.66195652173913;6.2414130434782615;7.831358695652174;8.327554347826087;10.357282608695652;4.074130434782608;5.642989130434782;17.77;40.49;10.69;13.13;1.04;2.17;POINT (-37 -6);POLYGON ((-37.125 -6.125, -36.875 -6.125, -36.875 -5.875, -37.125 -5.875, -37.125 -6.125))
20160731;14.51467032967033;65.80428571428571;98.78554945054944;27.53071428571429;21.79642857142857;34.99054945054945;4.998076923076923;6.795054945054945;6.938131868131868;8.910714285714286;3.18010989010989;4.987362637362637;18.17;38.45;9.58;11.73;0.8;1.16;POINT (-37 -6);POLYGON ((-37.125 -6.125, -36.875 -6.125, -36.875 -5.875, -37.125 -5.875, -37.125 -6.125))
20170131;12.359728260869565;53.50967391304348;98.6698913043478;28.871032608695653;22.12336956521739;37.478804347826085;6.591902173913044;8.222663043478262;8.656739130434783;10.898804347826088;4.421521739130434;5.9769565217391305;19.25;39.47;10.71;13.46;2.19;2.49;POINT (-37 -6);POLYGON ((-37.125 -6.125, -36.875 -6.125, -36.875 -5.875, -37.125 -5.875, -37.125 -6.125))
20170731;14.832596685082873;68.80977900552486;98.72944751381216;27.02088397790055;21.789447513812156;34.11563535911603;4.738784530386741;6.582375690607735;6.716022099447513;8.605911602209945;2.973259668508287;4.853425414364641;18.23;39.82;10.07;12.54;0.12;0.2;POINT (-37 -6);POLYGON ((-37.125 -6.125, -36.875 -6.125, -36.875 -5.875, -37.125 -5.875, -37.125 -6.125))
20180131;12.655760869565215;55.878913043478256;98.69353260869566;28.38755434782609;21.946739130434786;36.73451086956521;6.630271739130435;8.24054347826087;8.612554347826087;10.723152173913045;4.370652173913044;6.016304347826087;18.43;39.15;10.87;13.76;2.17;3.47;POINT (-37 -6);POLYGON ((-37.125 -6.125, -36.875 -6.125, -36.875 -5.875, -37.125 -5.875, -37.125 -6.125))
20180731;15.080773480662982;73.43707182320442;98.75187845303869;26.01729281767956;21.052486187845304;32.490110497237566;4.491049723756906;6.364806629834254;6.319337016574585;8.113259668508288;2.897237569060773;4.76049723756906;17.5;40.06;9.06;11.19;0.13;0.08;POINT (-37 -6);POLYGON ((-37.125 -6.125, -36.875 -6.125, -36.875 -5.875, -37.125 -5.875, -37.125 -6.125))
20190131;12.861467391304348;55.85815217391304;98.69554347826087;28.6775;22.160706521739133;37.00847826086956;6.169945652173913;7.786576086956522;8.167065217391304;10.281413043478262;4.059076086956522;5.612608695652174;19.01;39.94;10.61;13.19;0.89;1.14;POINT (-37 -6);POLYGON ((-37.125 -6.125, -36.875 -6.125, -36.875 -5.875, -37.125 -5.875, -37.125 -6.125))
20190731;15.2392817679558;70.26486187845305;98.74900552486189;27.0685635359116;21.91342541436464;34.033977900552486;4.447403314917128;6.145303867403315;6.266243093922652;7.953922651933702;2.6638121546961324;4.459779005524862;17.81;38.11;9.25;11.36;0.21;0.38;POINT (-37 -6);POLYGON ((-37.125 -6.125, -36.875 -6.125, -36.875 -5.875, -37.125 -5.875, -37.125 -6.125))
20200131;12.70554347826087;55.093369565217394;98.69353260869566;28.839891304347827;22.19663043478261;37.3475;6.281413043478261;7.809565217391304;8.490597826086956;10.626630434782609;4.0875;5.503152173913044;17.3;40.14;10.88;13.46;0.57;0.56;POINT (-37 -6);POLYGON ((-37.125 -6.125, -36.875 -6.125, -36.875 -5.875, -37.125 -5.875, -37.125 -6.125))
20200731;16.034725274725275;75.45335164835166;98.73598901098902;26.48038461538462;21.83598901098901;32.71065934065934;4.081703296703297;5.931593406593406;5.896868131868132;7.76478021978022;2.519835164835165;4.369945054945055;17.33;39.48;9.59;12.07;0.11;0.13;POINT (-37 -6);POLYGON ((-37.125 -6.125, -36.875 -6.125, -36.875 -5.875, -37.125 -5.875, -37.125 -6.125))
20210131;12.86641304347826;56.36554347826087;98.65364130434784;28.58271739130435;22.001739130434785;36.94260869565217;6.157934782608695;7.680054347826087;8.347717391304348;10.433532608695652;3.748804347826087;5.298423913043478;18.3;39.61;10.09;12.65;0.76;0.98;POINT (-37 -6);POLYGON ((-37.125 -6.125, -36.875 -6.125, -36.875 -5.875, -37.125 -5.875, -37.125 -6.125))
20210731;14.66011049723757;67.90138121546961;98.69983425414364;27.17828729281768;21.540165745856356;34.39254143646409;4.334806629834255;6.087790055248619;6.142596685082872;8.06243093922652;2.6004972375690607;4.34585635359116;19.01;38.7;8.73;10.71;0.52;0.8;POINT (-37 -6);POLYGON ((-37.125 -6.125, -36.875 -6.125, -36.875 -5.875, -37.125 -5.875, -37.125 -6.125))
20220131;13.40141304347826;57.5429347826087;98.65440217391304;28.847717391304347;22.49407608695652;36.90445652173913;5.874673913043479;7.425815217391304;7.885326086956522;9.958695652173914;3.7083152173913048;5.26304347826087;19.41;39.55;10.0;12.42;0.98;1.73;POINT (-37 -6);POLYGON ((-37.125 -6.125, -36.875 -6.125, -36.875 -5.875, -37.125 -5.875, -37.125 -6.125))
20220731;15.950883977900553;77.88375690607734;98.6935359116022;25.784972375690607;21.244530386740333;31.681878453038674;4.033204419889502;5.993535911602209;5.911325966850829;7.794419889502762;2.5048618784530388;4.4339779005524855;17.69;37.76;9.47;11.8;0.1;0.19;POINT (-37 -6);POLYGON ((-37.125 -6.125, -36.875 -6.125, -36.875 -5.875, -37.125 -5.875, -37.125 -6.125))
20230131;13.205271739130437;60.23315217391304;98.69440217391303;27.75538043478261;21.50086956521739;35.75173913043478;5.66108695652174;7.192771739130435;7.646032608695651;9.635054347826086;3.617010869565217;5.195652173913044;16.62;38.98;9.75;12.3;0.19;0.28;POINT (-37 -6);POLYGON ((-37.125 -6.125, -36.875 -6.125, -36.875 -5.875, -37.125 -5.875, -37.125 -6.125))
20230731;15.765714285714289;71.79453781512605;98.63142857142856;27.27109243697479;22.351764705882356;33.84117647058824;3.8114285714285714;5.532605042016806;5.500252100840336;7.396722689075631;2.2852941176470587;3.901848739495798;19.33;38.9;8.33;10.28;0.17;0.33;POINT (-37 -6);POLYGON ((-37.125 -6.125, -36.875 -6.125, -36.875 -5.875, -37.125 -5.875, -37.125 -6.125))
20000131;15.234516129032258;66.36193548387097;99.90129032258064;28.241935483870968;23.136774193548387;34.83709677419355;4.819354838709677;6.3993548387096775;6.541612903225806;8.253870967741936;2.9664516129032257;4.885483870967741;21.95;38.05;8.49;10.13;1.98;3.14;POINT (-37 -5.75);POLYGON ((-37.125 -5.875, -36.875 -5.875, -36.875 -5.625, -37.125 -5.625, -37.125 -5.875))
