center_point;envelope
POINT (-36.8268875396346 -6.773942461001741);POLYGON ((-36.86498999999782 -6.740004342405225, -36.83468999999786 -6.730669999999009, -36.7887899999987 -6.772059999999328, -36.77238999999827 -6.786659999997937, -36.77138847552555 -6.802539999998777, -36.86498999999782 -6.802539999998777, -36.86498999999782 -6.740004342405225))
POINT (-36.64838053623113 -8.057322820846414);POLYGON ((-36.62771934224651 -8.002539999998772, -36.62785999999869 -8.013659999998708, -36.62750999999844 -8.055339999998978, -36.63386999999784 -8.058899999998175, -36.65344999999797 -8.069969999998648, -36.65723999999864 -8.075149999998757, -36.65748999999778 -8.07571999999891, -36.65693999999894 -8.08165999999801, -36.64829999999893 -8.082319999997708, -36.64689999999791 -8.092079999998532, -36.63664999999855 -8.092829999997775, -36.62751999999819 -8.102449999998498, -36.62826999999925 -8.110639999998966, -36.6399799999981 -8.11949999999888, -36.66498999999782 -8.123451816198488, -36.66498999999782 -8.002539999998772, -36.62771934224651 -8.002539999998772))
POINT (-36.57777016381169 -7.876337590790229);POLYGON ((-36.46498999999782 -7.915661589773802, -36.47979999999916 -7.924349999999322, -36.48777999999766 -7.914969999997993, -36.49904999999853 -7.919899999998961, -36.5125199999984 -7.914459999998144, -36.53612999999859 -7.901199999998425, -36.55167999999867 -7.898299999998926, -36.56836999999905 -7.902739999997721, -36.57446999999775 -7.907089999998789, -36.57785999999942 -7.914839999997639, -36.57224999999926 -7.935559999998077, -36.57963999999811 -7.948229999998148, -36.57384999999886 -7.951259999998001, -36.57286999999815 -7.955539999999019, -36.57643999999891 -7.95922999999857, -36.58651999999893 -7.958239999998113, -36.61153999999806 -7.947489999998652, -36.61312999999791 -7.956109999999171, -36.62230999999883 -7.969099999998434, -36.62282999999843 -7.981669999999212, -36.62750999999844 -7.985989999999219, -36.62771934224651 -8.002539999998772, -36.66498999999782 -8.002539999998772, -36.66498999999782 -7.802539999998773, -36.46498999999782 -7.802539999998773, -36.46498999999782 -7.915661589773802))
POINT (-36.56498999999781 -7.702539999998772);POLYGON ((-36.66498999999782 -7.802539999998773, -36.66498999999782 -7.602539999998774, -36.46498999999782 -7.602539999998774, -36.46498999999782 -7.802539999998773, -36.66498999999782 -7.802539999998773))
POINT (-36.56498999999781 -7.502539999998775);POLYGON ((-36.66498999999782 -7.602539999998774, -36.66498999999782 -7.402539999998774, -36.46498999999782 -7.402539999998774, -36.46498999999782 -7.602539999998774, -36.66498999999782 -7.602539999998774))
POINT (-36.56498999999781 -7.302539999998776);POLYGON ((-36.66498999999782 -7.402539999998774, -36.66498999999782 -7.202539999998775, -36.46498999999782 -7.202539999998775, -36.46498999999782 -7.402539999998774, -36.66498999999782 -7.402539999998774))
POINT (-36.56498999999781 -7.102539999998775);POLYGON ((-36.66498999999782 -7.202539999998775, -36.66498999999782 -7.002539999998776, -36.46498999999782 -7.002539999998776, -36.46498999999782 -7.202539999998775, -36.66498999999782 -7.202539999998775))
POINT (-36.54313543501706 -6.925131942856632);POLYGON ((-36.66498999999782 -6.927096496597111, -36.65453999999772 -6.927829999998721, -36.63710999999785 -6.933399999998073, -36.61619999999857 -6.933609999998225, -36.60945999999785 -6.936429999997927, -36.56759999999849 -6.874389999999039, -36.56645999999819 -6.866189999998824, -36.573739999998 -6.857049999998708, -36.5694599999988 -6.847609999998895, -36.55981999999858 -6.840369999998074, -36.5433299999986 -6.841699999999037, -36.52882999999929 -6.824999999998909, -36.50962999999865 -6.817549999997937, -36.5051599999988 -6.808419999999387, -36.50437160959878 -6.802539999998777, -36.46498999999782 -6.802539999998777, -36.46498999999782 -7.002539999998776, -36.66498999999782 -7.002539999998776, -36.66498999999782 -6.927096496597111))
POINT (-36.49982352818029 -6.696376421514552);POLYGON ((-36.50437160959878 -6.802539999998777, -36.50096999999914 -6.777169999999387, -36.50442 -6.753539999997884, -36.52022999999826 -6.745279999999184, -36.52488 -6.736319999998159, -36.53317999999854 -6.733079999998154, -36.5438699999977 -6.730799999999363, -36.55854999999792 -6.708709999998973, -36.55700999999863 -6.705699999998615, -36.54707999999846 -6.694749999998749, -36.541409999998 -6.665659999998752, -36.52040999999917 -6.610199999999168, -36.52293597618881 -6.602539999998777, -36.49836980664914 -6.602539999998777, -36.47314999999799 -6.614009999999325, -36.46498999999782 -6.626580300693164, -36.46498999999782 -6.802539999998777, -36.50437160959878 -6.802539999998777))
POINT (-36.49303708350743 -6.466699421610659);MULTIPOLYGON (((-36.46498999999782 -6.549385747303258, -36.46886 -6.548699999999371, -36.47892999999931 -6.539469999997891, -36.48229999999785 -6.519139999998515, -36.51893999999811 -6.502149999998437, -36.52550999999767 -6.500759999998991, -36.52787999999782 -6.478879999998753, -36.53049 -6.471429999997781, -36.53063999999904 -6.451669999998558, -36.50843456400277 -6.402539999998778, -36.46498999999782 -6.402539999998778, -36.46498999999782 -6.549385747303258)), ((-36.52293597618881 -6.602539999998777, -36.52317999999832 -6.601799999998548, -36.52157999999872 -6.596689999998489, -36.5134799999978 -6.593989999999394, -36.50762999999824 -6.595049999998082, -36.50157999999828 -6.601079999998547, -36.49836980664914 -6.602539999998777, -36.52293597618881 -6.602539999998777)))
POINT (-36.4844344194099 -6.381544315995059);POLYGON ((-36.50843456400277 -6.402539999998778, -36.5071599999992 -6.399719999999434, -36.50403999999799 -6.386049999999159, -36.49950999999783 -6.357769999998709, -36.46498999999782 -6.360325534663209, -36.46498999999782 -6.402539999998778, -36.50843456400277 -6.402539999998778))
POINT (-36.41525352572611 -7.841536044282534);POLYGON ((-36.26498999999782 -7.831050183968017, -36.27077999999892 -7.830159999997704, -36.29402999999911 -7.81148999999823, -36.30879999999888 -7.806279999998878, -36.33654999999817 -7.809009999999034, -36.36037999999826 -7.805309999997917, -36.37311999999838 -7.812209999998231, -36.39608999999837 -7.808289999999033, -36.40708999999879 -7.813659999997981, -36.42370999999912 -7.815369999998438, -36.42962999999872 -7.8267, -36.42871999999807 -7.866629999998622, -36.44004999999925 -7.877839999999196, -36.43238999999812 -7.879569999999148, -36.42951999999786 -7.884659999997893, -36.43403999999828 -7.895909999999276, -36.44541999999819 -7.907759999998234, -36.4433599999993 -7.913919999999052, -36.4459599999991 -7.915969999998197, -36.46375999999873 -7.914939999998751, -36.46498999999782 -7.915661589773802, -36.46498999999782 -7.802539999998773, -36.26498999999782 -7.802539999998773, -36.26498999999782 -7.831050183968017))
POINT (-36.36498999999782 -7.702539999998772);POLYGON ((-36.46498999999782 -7.802539999998773, -36.46498999999782 -7.602539999998774, -36.26498999999782 -7.602539999998774, -36.26498999999782 -7.802539999998773, -36.46498999999782 -7.802539999998773))
POINT (-36.36498999999782 -7.502539999998775);POLYGON ((-36.46498999999782 -7.602539999998774, -36.46498999999782 -7.402539999998774, -36.26498999999782 -7.402539999998774, -36.26498999999782 -7.602539999998774, -36.46498999999782 -7.602539999998774))
POINT (-36.36498999999782 -7.302539999998776);POLYGON ((-36.46498999999782 -7.402539999998774, -36.46498999999782 -7.202539999998775, -36.26498999999782 -7.202539999998775, -36.26498999999782 -7.402539999998774, -36.46498999999782 -7.402539999998774))
POINT (-36.36498999999782 -7.102539999998775);POLYGON ((-36.46498999999782 -7.202539999998775, -36.46498999999782 -7.002539999998776, -36.26498999999782 -7.002539999998776, -36.26498999999782 -7.202539999998775, -36.46498999999782 -7.202539999998775))
POINT (-36.36498999999782 -6.902539999998775);POLYGON ((-36.46498999999782 -7.002539999998776, -36.46498999999782 -6.802539999998777, -36.26498999999782 -6.802539999998777, -36.26498999999782 -7.002539999998776, -36.46498999999782 -7.002539999998776))
POINT (-36.3634485768632 -6.704080069439291);POLYGON ((-36.46498999999782 -6.626580300693164, -36.46017999999822 -6.633989999998448, -36.44900999999845 -6.623799999999392, -36.43788999999924 -6.628879999998389, -36.43551999999909 -6.625479999998788, -36.44013576399343 -6.602539999998777, -36.26498999999782 -6.602539999998777, -36.26498999999782 -6.802539999998777, -36.46498999999782 -6.802539999998777, -36.46498999999782 -6.626580300693164))
POINT (-36.36240467756821 -6.500343842716578);POLYGON ((-36.44013576399343 -6.602539999998777, -36.4408399999993 -6.59904, -36.44405999999799 -6.557919999999285, -36.44883999999911 -6.553509999997914, -36.46191999999792 -6.549929999999222, -36.46236999999928 -6.549849999999424, -36.46498999999782 -6.549385747303258, -36.46498999999782 -6.402539999998778, -36.26498999999782 -6.402539999998778, -36.26498999999782 -6.602539999998777, -36.44013576399343 -6.602539999998777))
POINT (-36.36023669063952 -6.353754606547642);POLYGON ((-36.46498999999782 -6.360325534663209, -36.44844999999805 -6.361549999997806, -36.44444999999905 -6.361779999999271, -36.42997 -6.361859999999069, -36.39422999999806 -6.293579999997746, -36.36226999999781 -6.309579999999187, -36.34364999999889 -6.302139999997962, -36.34312999999929 -6.301829999998517, -36.30725999999777 -6.281099999998332, -36.294649999998 -6.291709999997693, -36.28670999999849 -6.300669999998718, -36.27953999999772 -6.308459999998377, -36.27879999999823 -6.317229999998744, -36.27814999999828 -6.348959999999352, -36.2960099999982 -6.370009999998729, -36.2989099999977 -6.381659999999101, -36.29488999999921 -6.39415999999801, -36.28258999999889 -6.39701999999852, -36.26876 -6.401489999998375, -36.26498999999782 -6.401704642334828, -36.26498999999782 -6.402539999998778, -36.46498999999782 -6.402539999998778, -36.46498999999782 -6.360325534663209))
POINT (-36.25440387177198 -7.815922058234072);POLYGON ((-36.2520411764685 -7.802539999998773, -36.23919999999816 -7.8108, -36.23967999999877 -7.817269999997734, -36.25295999999798 -7.829539999998815, -36.26316999999835 -7.83133, -36.26498999999782 -7.831050183968017, -36.26498999999782 -7.802539999998773, -36.2520411764685 -7.802539999998773))
POINT (-36.16534649319407 -7.692327057243593);POLYGON ((-36.06498999999781 -7.785509160053665, -36.068659999999 -7.780559999999241, -36.10303999999815 -7.779019999998127, -36.11693999999807 -7.785369999997783, -36.12648999999874 -7.78378999999768, -36.14303999999902 -7.781149999998888, -36.18193999999858 -7.783429999997679, -36.2006199999978 -7.789489999999205, -36.20614999999816 -7.769969999999375, -36.21629999999823 -7.763689999997951, -36.24596999999812 -7.784899999998743, -36.25385999999889 -7.795979999998963, -36.253999999999 -7.80127999999786, -36.2520411764685 -7.802539999998773, -36.26498999999782 -7.802539999998773, -36.26498999999782 -7.602539999998774, -36.06498999999781 -7.602539999998774, -36.06498999999781 -7.785509160053665))
POINT (-36.16498999999781 -7.502539999998775);POLYGON ((-36.26498999999782 -7.602539999998774, -36.26498999999782 -7.402539999998774, -36.06498999999781 -7.402539999998774, -36.06498999999781 -7.602539999998774, -36.26498999999782 -7.602539999998774))
POINT (-36.16498999999781 -7.302539999998776);POLYGON ((-36.26498999999782 -7.402539999998774, -36.26498999999782 -7.202539999998775, -36.06498999999781 -7.202539999998775, -36.06498999999781 -7.402539999998774, -36.26498999999782 -7.402539999998774))
POINT (-36.16498999999781 -7.102539999998775);POLYGON ((-36.26498999999782 -7.202539999998775, -36.26498999999782 -7.002539999998776, -36.06498999999781 -7.002539999998776, -36.06498999999781 -7.202539999998775, -36.26498999999782 -7.202539999998775))
POINT (-36.16498999999781 -6.902539999998775);POLYGON ((-36.26498999999782 -7.002539999998776, -36.26498999999782 -6.802539999998777, -36.06498999999781 -6.802539999998777, -36.06498999999781 -7.002539999998776, -36.26498999999782 -7.002539999998776))
POINT (-36.16498999999781 -6.702539999998777);POLYGON ((-36.26498999999782 -6.802539999998777, -36.26498999999782 -6.602539999998777, -36.06498999999781 -6.602539999998777, -36.06498999999781 -6.802539999998777, -36.26498999999782 -6.802539999998777))
POINT (-36.16406764777554 -6.513543374374908);POLYGON ((-36.25849280373883 -6.402539999998778, -36.25082999999904 -6.404019999998127, -36.24943999999778 -6.43696, -36.22619999999915 -6.43362999999772, -36.2038599999978 -6.43181999999797, -36.17412999999942 -6.430359999998473, -36.14341999999851 -6.424919999997655, -36.10985999999866 -6.428779999998369, -36.10713999999825 -6.42587999999887, -36.10277999999926 -6.421149999998306, -36.09824 -6.419519999997647, -36.0961499999994 -6.419859999998152, -36.09576999999808 -6.419799999997849, -36.08640999999807 -6.415439999998853, -36.07967999999892 -6.404789999998684, -36.07237999999779 -6.410019999999349, -36.07342999999855 -6.414469999997891, -36.06688999999824 -6.41468999999779, -36.06498999999781 -6.413011897807712, -36.06498999999781 -6.602539999998777, -36.26498999999782 -6.602539999998777, -36.26498999999782 -6.402539999998778, -36.25849280373883 -6.402539999998778))
POINT (-36.26260975312297 -6.402215579989467);POLYGON ((-36.26498999999782 -6.401704642334828, -36.26190999999926 -6.401879999999437, -36.25849280373883 -6.402539999998778, -36.26498999999782 -6.402539999998778, -36.26498999999782 -6.401704642334828))
POINT (-36.00917287884972 -7.806779411705913);POLYGON ((-35.99344408270573 -7.802539999998773, -35.99788999999873 -7.813349999998536, -36.00295999999798 -7.812419999998383, -36.02125999999771 -7.809829999998328, -36.02843066191916 -7.802539999998773, -35.99344408270573 -7.802539999998773))
POINT (-35.96807934094057 -7.696532866765093);POLYGON ((-35.86498999999781 -7.750159674795616, -35.87178999999924 -7.749129999998331, -35.88136999999915 -7.755719999999201, -35.88070999999945 -7.765929999997752, -35.88256999999794 -7.771569999998974, -35.89316999999937 -7.783259999998336, -35.90283999999883 -7.791159999998854, -35.90526999999929 -7.792019999998956, -35.91445999999814 -7.789669999998296, -35.93254999999772 -7.784009999999398, -35.9430199999988 -7.78957999999875, -35.95868999999766 -7.786849999998594, -35.96962999999778 -7.789049999999406, -35.97895999999855 -7.801579999999376, -35.99241999999867 -7.800049999998009, -35.99344408270573 -7.802539999998773, -36.02843066191916 -7.802539999998773, -36.03507999999783 -7.795779999998558, -36.04291999999805 -7.793249999998807, -36.05353999999897 -7.80094999999892, -36.06498999999781 -7.785509160053665, -36.06498999999781 -7.602539999998774, -35.86498999999781 -7.602539999998774, -35.86498999999781 -7.750159674795616))
POINT (-35.96498999999781 -7.502539999998775);POLYGON ((-36.06498999999781 -7.602539999998774, -36.06498999999781 -7.402539999998774, -35.86498999999781 -7.402539999998774, -35.86498999999781 -7.602539999998774, -36.06498999999781 -7.602539999998774))
POINT (-35.96498999999781 -7.302539999998776);POLYGON ((-36.06498999999781 -7.402539999998774, -36.06498999999781 -7.202539999998775, -35.86498999999781 -7.202539999998775, -35.86498999999781 -7.402539999998774, -36.06498999999781 -7.402539999998774))
POINT (-35.96498999999781 -7.102539999998775);POLYGON ((-36.06498999999781 -7.202539999998775, -36.06498999999781 -7.002539999998776, -35.86498999999781 -7.002539999998776, -35.86498999999781 -7.202539999998775, -36.06498999999781 -7.202539999998775))
POINT (-35.96498999999781 -6.902539999998775);POLYGON ((-36.06498999999781 -7.002539999998776, -36.06498999999781 -6.802539999998777, -35.86498999999781 -6.802539999998777, -35.86498999999781 -7.002539999998776, -36.06498999999781 -7.002539999998776))
POINT (-35.96498999999781 -6.702539999998777);POLYGON ((-36.06498999999781 -6.802539999998777, -36.06498999999781 -6.602539999998777, -35.86498999999781 -6.602539999998777, -35.86498999999781 -6.802539999998777, -36.06498999999781 -6.802539999998777))
POINT (-35.97367997150072 -6.536381987937544);POLYGON ((-36.06498999999781 -6.413011897807712, -36.06140999999843 -6.409849999998187, -36.05091999999786 -6.431799999998475, -36.03637999999773 -6.443869999999151, -36.01294999999845 -6.454639999998108, -36.00800999999774 -6.464719999998124, -36.0118799999982 -6.47353, -36.00702999999885 -6.474119999998948, -36.00501999999869 -6.480649999997695, -35.97731999999814 -6.488509999999224, -35.97190999999839 -6.487139999999272, -35.96490999999878 -6.483959999997751, -35.94384999999784 -6.492609999999331, -35.87002999999822 -6.488239999998768, -35.86498999999781 -6.487939409379338, -35.86498999999781 -6.602539999998777, -36.06498999999781 -6.602539999998777, -36.06498999999781 -6.413011897807712))
POINT (-35.77426455574923 -7.665627946589575);POLYGON ((-35.66498999999781 -7.697984760146811, -35.67482999999811 -7.699769999999262, -35.67485999999917 -7.699779999999009, -35.68056999999862 -7.699929999998858, -35.69338999999854 -7.699369999998453, -35.69502999999895 -7.693559999997888, -35.69974999999795 -7.69144999999844, -35.70785999999862 -7.696939999997994, -35.71127999999771 -7.704799999997704, -35.72106999999778 -7.70904999999766, -35.73621999999887 -7.709189999997761, -35.74276999999893 -7.71335999999792, -35.74587999999858 -7.720439999999144, -35.74612999999772 -7.720979999998235, -35.75147999999899 -7.723249999999098, -35.76451999999881 -7.724489999998696, -35.78024999999798 -7.737939999999071, -35.78959999999825 -7.740029999999024, -35.79153999999835 -7.74000999999771, -35.79715999999826 -7.740419999998267, -35.80576999999903 -7.746269999997821, -35.81552999999803 -7.746269999997821, -35.81998999999814 -7.748369999999341, -35.82945999999902 -7.751339999998891, -35.83279999999831 -7.749489999998332, -35.84141999999883 -7.746569999999338, -35.86194999999861 -7.750619999998889, -35.86498999999781 -7.750159674795616, -35.86498999999781 -7.602539999998774, -35.66498999999781 -7.602539999998774, -35.66498999999781 -7.697984760146811))
POINT (-35.76498999999782 -7.502539999998775);POLYGON ((-35.86498999999781 -7.602539999998774, -35.86498999999781 -7.402539999998774, -35.66498999999781 -7.402539999998774, -35.66498999999781 -7.602539999998774, -35.86498999999781 -7.602539999998774))
POINT (-35.76498999999782 -7.302539999998776);POLYGON ((-35.86498999999781 -7.402539999998774, -35.86498999999781 -7.202539999998775, -35.66498999999781 -7.202539999998775, -35.66498999999781 -7.402539999998774, -35.86498999999781 -7.402539999998774))
POINT (-35.76498999999782 -7.102539999998775);POLYGON ((-35.86498999999781 -7.202539999998775, -35.86498999999781 -7.002539999998776, -35.66498999999781 -7.002539999998776, -35.66498999999781 -7.202539999998775, -35.86498999999781 -7.202539999998775))
POINT (-35.76498999999782 -6.902539999998775);POLYGON ((-35.86498999999781 -7.002539999998776, -35.86498999999781 -6.802539999998777, -35.66498999999781 -6.802539999998777, -35.66498999999781 -7.002539999998776, -35.86498999999781 -7.002539999998776))
POINT (-35.76498999999782 -6.702539999998777);POLYGON ((-35.86498999999781 -6.802539999998777, -35.86498999999781 -6.602539999998777, -35.66498999999781 -6.602539999998777, -35.66498999999781 -6.802539999998777, -35.86498999999781 -6.802539999998777))
POINT (-35.75994095311948 -6.538479418734366);POLYGON ((-35.86498999999781 -6.487939409379338, -35.85275999999794 -6.487209999999322, -35.81699 -6.485089999998308, -35.78229999999894 -6.483039999999164, -35.77959999999803 -6.482879999997749, -35.77299999999923 -6.482439999997951, -35.74989999999889 -6.478089999998701, -35.74322999999822 -6.473479999998744, -35.74082999999882 -6.475899999997637, -35.72585999999865 -6.469209999999293, -35.72152999999889 -6.471269999998185, -35.71093 -6.470689999998285, -35.69784999999865 -6.46248999999807, -35.68164999999863 -6.447529999997641, -35.67101999999795 -6.451319999998304, -35.66498999999781 -6.45014127624996, -35.66498999999781 -6.602539999998777, -35.86498999999781 -6.602539999998777, -35.86498999999781 -6.487939409379338))
POINT (-35.60330776720458 -7.636039189594191);POLYGON ((-35.51883275448925 -7.602539999998774, -35.51776999999856 -7.606019999999262, -35.52547999999842 -7.607149999998001, -35.53136 -7.621259999998074, -35.51473999999871 -7.642839999998614, -35.52661999999873 -7.644709999998668, -35.53247999999803 -7.654409999999189, -35.54756999999881 -7.656929999999193, -35.55308999999943 -7.658239999998841, -35.56045999999878 -7.659459999998944, -35.56546999999773 -7.656249999998181, -35.57308999999805 -7.654689999999391, -35.58873999999923 -7.650389999998879, -35.59715999999935 -7.653929999998581, -35.60932999999932 -7.653369999998176, -35.61549999999806 -7.658539999998538, -35.61917999999787 -7.663669999998092, -35.62216999999873 -7.66957999999795, -35.62651999999798 -7.675129999997807, -35.64493999999831 -7.691999999999098, -35.65522999999848 -7.696639999998297, -35.65723999999864 -7.696779999998398, -35.65856999999778 -7.696819999999207, -35.66498999999781 -7.697984760146811, -35.66498999999781 -7.602539999998774, -35.51883275448925 -7.602539999998774))
POINT (-35.58234921832887 -7.49527043761764);POLYGON ((-35.4649899999978 -7.447958755363159, -35.47502999999779 -7.444489999998041, -35.48895999999877 -7.449749999997948, -35.50296999999773 -7.455669999999373, -35.50727999999799 -7.486089999998512, -35.50594 -7.496939999999086, -35.50368999999773 -7.49934999999823, -35.50159999999778 -7.5121, -35.5044999999991 -7.513629999997647, -35.50884999999835 -7.517079999997804, -35.5104199999987 -7.527839999998832, -35.51937999999791 -7.535039999998844, -35.51958999999806 -7.549969999998211, -35.52382999999827 -7.558399999998073, -35.52687999999944 -7.569549999998344, -35.53693999999814 -7.580229999997755, -35.53694999999789 -7.580309999999372, -35.53697999999895 -7.580309999999372, -35.53750999999829 -7.586229999998977, -35.53063999999904 -7.589599999999336, -35.51485999999932 -7.584609999998065, -35.51758999999765 -7.58929999999782, -35.52082999999766 -7.59599999999773, -35.51883275448925 -7.602539999998774, -35.66498999999781 -7.602539999998774, -35.66498999999781 -7.402539999998774, -35.4649899999978 -7.402539999998774, -35.4649899999978 -7.447958755363159))
POINT (-35.56498999999781 -7.302539999998776);POLYGON ((-35.66498999999781 -7.402539999998774, -35.66498999999781 -7.202539999998775, -35.4649899999978 -7.202539999998775, -35.4649899999978 -7.402539999998774, -35.66498999999781 -7.402539999998774))
POINT (-35.56498999999781 -7.102539999998775);POLYGON ((-35.66498999999781 -7.202539999998775, -35.66498999999781 -7.002539999998776, -35.4649899999978 -7.002539999998776, -35.4649899999978 -7.202539999998775, -35.66498999999781 -7.202539999998775))
POINT (-35.56498999999781 -6.902539999998775);POLYGON ((-35.66498999999781 -7.002539999998776, -35.66498999999781 -6.802539999998777, -35.4649899999978 -6.802539999998777, -35.4649899999978 -7.002539999998776, -35.66498999999781 -7.002539999998776))
POINT (-35.56498999999781 -6.702539999998777);POLYGON ((-35.66498999999781 -6.802539999998777, -35.66498999999781 -6.602539999998777, -35.4649899999978 -6.602539999998777, -35.4649899999978 -6.802539999998777, -35.66498999999781 -6.802539999998777))
POINT (-35.57001583364818 -6.536891666463029);POLYGON ((-35.66498999999781 -6.45014127624996, -35.66482999999789 -6.450109999997949, -35.66327999999885 -6.446429999998145, -35.65693999999894 -6.445379999999204, -35.63646999999764 -6.453989999998157, -35.62004999999772 -6.456919999998718, -35.61654999999882 -6.462229999999181, -35.59985999999844 -6.460209999999279, -35.59183999999914 -6.471229999999196, -35.59138999999777 -6.476759999997739, -35.58105999999862 -6.485399999997753, -35.56385999999839 -6.487069999999221, -35.56446999999935 -6.491379999997662, -35.55818999999792 -6.492479999998977, -35.55176999999821 -6.490419999998267, -35.54636999999821 -6.481469999998808, -35.54043999999885 -6.482569999998304, -35.5376299999989 -6.479499999997643, -35.53330999999889 -6.482629999998608, -35.52676999999858 -6.478869999999006, -35.52555999999822 -6.475829999999405, -35.51362999999765 -6.477759999997943, -35.50107999999818 -6.477399999997942, -35.49546999999802 -6.482859999998254, -35.49165999999786 -6.479679999998552, -35.47898999999779 -6.48638999999821, -35.4649899999978 -6.482604711728694, -35.4649899999978 -6.602539999998777, -35.66498999999781 -6.602539999998777, -35.66498999999781 -6.45014127624996))
POINT (-35.405363249926 -7.428494237518622);POLYGON ((-35.29972850937728 -7.402539999998774, -35.30618999999933 -7.407509999999093, -35.31582999999773 -7.405279999999038, -35.32376999999906 -7.410909999998694, -35.33468999999786 -7.40639999999803, -35.33255999999892 -7.414919999999256, -35.33318999999938 -7.422349999998914, -35.34229999999843 -7.421619999999166, -35.3435 -7.422069999998712, -35.34782999999879 -7.421849999998813, -35.35202999999819 -7.421989999998914, -35.34826999999859 -7.434529999998631, -35.35077999999885 -7.439849999998842, -35.36258 -7.44238999999834, -35.36863 -7.440389999997933, -35.37562999999864 -7.448479999999108, -35.38036 -7.448409999999058, -35.38230999999905 -7.448719999998502, -35.40790999999808 -7.460719999999128, -35.41540999999779 -7.471749999998792, -35.4220299999979 -7.474769999998898, -35.43407999999908 -7.470379999998841, -35.44123999999829 -7.456569999998464, -35.45172999999886 -7.452539999998407, -35.4649899999978 -7.447958755363159, -35.4649899999978 -7.402539999998774, -35.29972850937728 -7.402539999998774))
POINT (-35.36592433124456 -7.301557026305574);POLYGON ((-35.2649899999978 -7.381564775723362, -35.27984999999899 -7.387249999997948, -35.29972850937728 -7.402539999998774, -35.4649899999978 -7.402539999998774, -35.4649899999978 -7.202539999998775, -35.2649899999978 -7.202539999998775, -35.2649899999978 -7.381564775723362))
POINT (-35.3649899999978 -7.102539999998775);POLYGON ((-35.4649899999978 -7.202539999998775, -35.4649899999978 -7.002539999998776, -35.2649899999978 -7.002539999998776, -35.2649899999978 -7.202539999998775, -35.4649899999978 -7.202539999998775))
POINT (-35.3649899999978 -6.902539999998775);POLYGON ((-35.4649899999978 -7.002539999998776, -35.4649899999978 -6.802539999998777, -35.2649899999978 -6.802539999998777, -35.2649899999978 -7.002539999998776, -35.4649899999978 -7.002539999998776))
POINT (-35.3649899999978 -6.702539999998777);POLYGON ((-35.4649899999978 -6.802539999998777, -35.4649899999978 -6.602539999998777, -35.2649899999978 -6.602539999998777, -35.2649899999978 -6.802539999998777, -35.4649899999978 -6.802539999998777))
POINT (-35.38092882006196 -6.555058620653566);POLYGON ((-35.4649899999978 -6.482604711728694, -35.46389999999883 -6.482309999999416, -35.45971999999892 -6.476379999998244, -35.44636999999784 -6.486439999998765, -35.44232999999804 -6.478979999998046, -35.44139999999788 -6.482069999998203, -35.44176999999945 -6.486189999997805, -35.42364999999882 -6.488249999998516, -35.40742999999929 -6.489179999998669, -35.40041999999812 -6.491199999998571, -35.3794999999991 -6.502529999997932, -35.36418999999842 -6.511639999998806, -35.34093999999823 -6.538219999998546, -35.33044999999765 -6.543939999997747, -35.30238999999892 -6.543749999998909, -35.27423999999883 -6.543479999998453, -35.27289999999812 -6.543069999997897, -35.2649899999978 -6.539330439778166, -35.2649899999978 -6.602539999998777, -35.4649899999978 -6.602539999998777, -35.4649899999978 -6.482604711728694))
POINT (-35.10326123663407 -7.404529871494556);MULTIPOLYGON (((-35.0649899999978 -7.402749456179283, -35.06523619122951 -7.402539999998774, -35.0649899999978 -7.402539999998774, -35.0649899999978 -7.402749456179283)), ((-35.08519550442392 -7.402539999998774, -35.09745999999905 -7.40791999999783, -35.10898999999881 -7.406829999998081, -35.1238755603428 -7.402539999998774, -35.08519550442392 -7.402539999998774)))
POINT (-35.16239510834528 -7.297160027686967);POLYGON ((-35.06523619122951 -7.402539999998774, -35.0700199999992 -7.398469999998269, -35.07485999999881 -7.396999999999025, -35.07868999999846 -7.39589999999771, -35.08457999999882 -7.40226999999868, -35.08519550442392 -7.402539999998774, -35.1238755603428 -7.402539999998774, -35.12508999999773 -7.402189999998882, -35.12582999999904 -7.399529999998776, -35.12593999999808 -7.399489999997968, -35.14805999999771 -7.39412, -35.15346999999929 -7.392049999998562, -35.17173999999795 -7.387629999999263, -35.18047999999908 -7.395489999998972, -35.18941999999879 -7.396849999999176, -35.19041999999899 -7.397479999997813, -35.19977999999901 -7.387199999999211, -35.2242499999993 -7.378869999998642, -35.22898999999779 -7.377959999997984, -35.23404999999912 -7.37778999999864, -35.24573999999848 -7.374199999998382, -35.2649899999978 -7.381564775723362, -35.2649899999978 -7.202539999998775, -35.0649899999978 -7.202539999998775, -35.0649899999978 -7.402539999998774, -35.06523619122951 -7.402539999998774))
POINT (-35.1649899999978 -7.102539999998775);POLYGON ((-35.2649899999978 -7.202539999998775, -35.2649899999978 -7.002539999998776, -35.0649899999978 -7.002539999998776, -35.0649899999978 -7.202539999998775, -35.2649899999978 -7.202539999998775))
POINT (-35.1649899999978 -6.902539999998775);POLYGON ((-35.2649899999978 -7.002539999998776, -35.2649899999978 -6.802539999998777, -35.0649899999978 -6.802539999998777, -35.0649899999978 -7.002539999998776, -35.2649899999978 -7.002539999998776))
