center_point;envelope
POINT (-37.76498999999784 -7.302539999998776);POLYGON ((-37.86498999999784 -7.402539999998774, -37.86498999999784 -7.202539999998775, -37.66498999999784 -7.202539999998775, -37.66498999999784 -7.402539999998774, -37.86498999999784 -7.402539999998774))
POINT (-37.76498999999784 -7.102539999998775);POLYGON ((-37.86498999999784 -7.202539999998775, -37.86498999999784 -7.002539999998776, -37.66498999999784 -7.002539999998776, -37.66498999999784 -7.202539999998775, -37.86498999999784 -7.202539999998775))
POINT (-37.76498999999784 -6.902539999998775);POLYGON ((-37.86498999999784 -7.002539999998776, -37.86498999999784 -6.802539999998777, -37.66498999999784 -6.802539999998777, -37.66498999999784 -7.002539999998776, -37.86498999999784 -7.002539999998776))
POINT (-37.76498999999784 -6.702539999998777);POLYGON ((-37.86498999999784 -6.802539999998777, -37.86498999999784 -6.602539999998777, -37.66498999999784 -6.602539999998777, -37.66498999999784 -6.802539999998777, -37.86498999999784 -6.802539999998777))
POINT (-37.76498999999784 -6.502539999998778);POLYGON ((-37.86498999999784 -6.602539999998777, -37.86498999999784 -6.402539999998778, -37.66498999999784 -6.402539999998778, -37.66498999999784 -6.602539999998777, -37.86498999999784 -6.602539999998777))
POINT (-37.74221445855364 -6.318204115651505);POLYGON ((-37.86498999999784 -6.372440911970839, -37.85947999999917 -6.374479999998584, -37.85389999999825 -6.365919999998368, -37.84029999999802 -6.360939999998664, -37.84376999999768 -6.353959999998551, -37.83390999999938 -6.341989999998987, -37.84284999999909 -6.332689999999275, -37.83338999999796 -6.321379999999408, -37.82232999999906 -6.317379999998593, -37.81440999999904 -6.31474999999773, -37.81418999999914 -6.311909999998534, -37.82367999999769 -6.305639999998675, -37.81007999999929 -6.291259999998147, -37.79416999999921 -6.28863999999885, -37.77134999999907 -6.290549999997893, -37.7573199999988 -6.290369999998802, -37.75744999999915 -6.287379999997938, -37.77107999999862 -6.27266999999847, -37.77012999999897 -6.265239999998812, -37.76016999999774 -6.253689999997732, -37.77626999999848 -6.245479999997769, -37.76271999999881 -6.240739999999278, -37.76242999999886 -6.23493999999846, -37.77526999999827 -6.230949999999211, -37.76349999999911 -6.2185, -37.75272999999834 -6.214029999999184, -37.75306116541267 -6.202539999998779, -37.66498999999784 -6.202539999998779, -37.66498999999784 -6.402539999998778, -37.86498999999784 -6.402539999998778, -37.86498999999784 -6.372440911970839))
POINT (-37.70876116119204 -6.1934750328428);POLYGON ((-37.75306116541267 -6.202539999998779, -37.75318999999945 -6.198069999998552, -37.74202999999943 -6.188579999998183, -37.71605999999883 -6.178839999998672, -37.70864999999867 -6.176609999998618, -37.69783999999891 -6.186209999998027, -37.67980999999781 -6.188749999999345, -37.67974999999933 -6.188759999999093, -37.66498999999784 -6.188866123426036, -37.66498999999784 -6.202539999998779, -37.75306116541267 -6.202539999998779))
POINT (-37.59990609435416 -7.453567332603598);POLYGON ((-37.49636945945871 -7.402539999998774, -37.49663999999939 -7.403059999998732, -37.49918999999863 -7.406959999998435, -37.50534999999945 -7.418749999998909, -37.51328999999896 -7.424319999998261, -37.51382999999805 -7.432629999999335, -37.52135999999882 -7.439069999998537, -37.52705999999853 -7.447969999999259, -37.52824999999939 -7.459659999998621, -37.52760999999919 -7.464899999999034, -37.53271999999924 -7.472549999998591, -37.55218999999852 -7.479209999997693, -37.57143999999789 -7.488709999997809, -37.58637999999883 -7.49869999999828, -37.60941999999886 -7.507619999998496, -37.61102999999821 -7.518159999997806, -37.61959999999817 -7.525469999998677, -37.63002999999844 -7.532099999998536, -37.64419999999882 -7.529469999997673, -37.64947999999822 -7.529899999997724, -37.65917999999874 -7.522729999998774, -37.66498999999784 -7.526967802452449, -37.66498999999784 -7.402539999998774, -37.49636945945871 -7.402539999998774))
POINT (-37.56757796962976 -7.300199403835063);POLYGON ((-37.46498999999783 -7.357713297116992, -37.46557999999823 -7.357639999998355, -37.47840999999789 -7.359579999998459, -37.48554999999942 -7.361659999998665, -37.49768999999833 -7.366439999997965, -37.48660999999811 -7.394649999998364, -37.49432999999772 -7.398619999998118, -37.49636945945871 -7.402539999998774, -37.66498999999784 -7.402539999998774, -37.66498999999784 -7.202539999998775, -37.46498999999783 -7.202539999998775, -37.46498999999783 -7.357713297116992))
POINT (-37.56498999999784 -7.102539999998775);POLYGON ((-37.66498999999784 -7.202539999998775, -37.66498999999784 -7.002539999998776, -37.46498999999783 -7.002539999998776, -37.46498999999783 -7.202539999998775, -37.66498999999784 -7.202539999998775))
POINT (-37.56498999999784 -6.902539999998775);POLYGON ((-37.66498999999784 -7.002539999998776, -37.66498999999784 -6.802539999998777, -37.46498999999783 -6.802539999998777, -37.46498999999783 -7.002539999998776, -37.66498999999784 -7.002539999998776))
POINT (-37.56742226410427 -6.703729191615927);POLYGON ((-37.47998644986291 -6.602539999998777, -37.48003999999855 -6.604819999998654, -37.47565999999824 -6.607709999998406, -37.474189999999 -6.617509999998219, -37.4768699999986 -6.641509999997652, -37.46584999999868 -6.659559999998237, -37.47485999999844 -6.672419999998965, -37.47063999999773 -6.679939999998169, -37.48435999999856 -6.709639999999126, -37.46498999999783 -6.706421744708715, -37.46498999999783 -6.802539999998777, -37.66498999999784 -6.802539999998777, -37.66498999999784 -6.602539999998777, -37.47998644986291 -6.602539999998777))
POINT (-37.5671105387812 -6.501018444948718);POLYGON ((-37.46498999999783 -6.532611312361667, -37.47359999999935 -6.537569999998595, -37.4827899999982 -6.55001, -37.48023999999896 -6.559419999997772, -37.4744699999992 -6.564049999999042, -37.47977999999785 -6.593749999998181, -37.47998644986291 -6.602539999998777, -37.66498999999784 -6.602539999998777, -37.66498999999784 -6.402539999998778, -37.46498999999783 -6.402539999998778, -37.46498999999783 -6.532611312361667))
POINT (-37.56498999999784 -6.302539999998778);POLYGON ((-37.66498999999784 -6.402539999998778, -37.66498999999784 -6.202539999998779, -37.46498999999783 -6.202539999998779, -37.46498999999783 -6.402539999998778, -37.66498999999784 -6.402539999998778))
POINT (-37.54507155918331 -6.180749326516912);POLYGON ((-37.66498999999784 -6.188866123426036, -37.64636999999857 -6.188999999998487, -37.63812999999936 -6.179439999998067, -37.61590999999862 -6.175799999999072, -37.59956999999849 -6.173609999998007, -37.58478999999897 -6.162429999998494, -37.57342999999855 -6.158379999998942, -37.573379999998 -6.158229999999094, -37.56927999999789 -6.155039999997825, -37.56030999999894 -6.164139999998952, -37.5396499999988 -6.165529999998398, -37.53600999999799 -6.152439999998023, -37.52152999999817 -6.151389999999083, -37.50254999999925 -6.151739999999336, -37.50304999999935 -6.143999999998414, -37.48902999999882 -6.144039999999222, -37.4826499999981 -6.151279999998224, -37.47375 -6.148339999997916, -37.46498999999783 -6.146183247523247, -37.46498999999783 -6.202539999998779, -37.66498999999784 -6.202539999998779, -37.66498999999784 -6.188866123426036))
POINT (-37.2992775499113 -7.940983393405133);POLYGON ((-37.26498999999783 -7.96826315068401, -37.27705999999853 -7.971569999997882, -37.2952299999979 -7.964509999997972, -37.30298999999832 -7.969799999998941, -37.31664999999884 -7.967649999998685, -37.33943999999792 -7.979389999998602, -37.34093999999823 -7.974119999998948, -37.35552999999891 -7.975449999998091, -37.35583999999835 -7.972319999998945, -37.34757999999783 -7.954999999998108, -37.34986999999819 -7.948179999999411, -37.33438999999817 -7.942639999999301, -37.31728 -7.942359999999098, -37.31435999999849 -7.935519999999087, -37.30862999999772 -7.933769999997821, -37.30770999999913 -7.926649999999427, -37.31105999999818 -7.921239999997852, -37.30763999999908 -7.91457999999875, -37.31291999999848 -7.910969999998997, -37.32242999999835 -7.91258999999809, -37.31841999999779 -7.908549999998286, -37.30693999999858 -7.906899999998132, -37.30330999999933 -7.903769999998985, -37.287049999999 -7.903469999999288, -37.26498999999783 -7.88813632166831, -37.26498999999783 -7.96826315068401))
POINT (-37.37950870606514 -7.268773563911297);POLYGON ((-37.26498999999783 -7.274024220777481, -37.27741999999853 -7.274779999997918, -37.2879899999989 -7.28787999999804, -37.30746999999792 -7.288839999999254, -37.31361999999899 -7.288949999998295, -37.33224999999766 -7.28932999999779, -37.34569999999803 -7.308559999997669, -37.35693999999785 -7.322709999998551, -37.34916999999768 -7.33661999999822, -37.38536999999815 -7.356289999997898, -37.40779999999904 -7.357699999998658, -37.41230999999789 -7.361469999998008, -37.42516999999862 -7.352509999998802, -37.43147999999928 -7.356249999998909, -37.44440999999824 -7.360269999999218, -37.46498999999783 -7.357713297116992, -37.46498999999783 -7.202539999998775, -37.26498999999783 -7.202539999998775, -37.26498999999783 -7.274024220777481))
POINT (-37.36498999999783 -7.102539999998775);POLYGON ((-37.46498999999783 -7.202539999998775, -37.46498999999783 -7.002539999998776, -37.26498999999783 -7.002539999998776, -37.26498999999783 -7.202539999998775, -37.46498999999783 -7.202539999998775))
POINT (-37.36498999999783 -6.902539999998775);POLYGON ((-37.46498999999783 -7.002539999998776, -37.46498999999783 -6.802539999998777, -37.26498999999783 -6.802539999998777, -37.26498999999783 -7.002539999998776, -37.46498999999783 -7.002539999998776))
POINT (-37.36640868187524 -6.751333721246319);POLYGON ((-37.46498999999783 -6.706421744708715, -37.45552999999927 -6.70484999999826, -37.42663999999786 -6.700059999999212, -37.40698999999768 -6.696789999998146, -37.39962999999807 -6.699329999997644, -37.34236999999848 -6.700849999999264, -37.31395999999768 -6.688569999998435, -37.29792999999881 -6.69115999999849, -37.28336999999919 -6.693509999999151, -37.28982999999789 -6.712639999997918, -37.27957999999853 -6.723829999998998, -37.26498999999783 -6.731070287499068, -37.26498999999783 -6.739496488964597, -37.26901999999791 -6.761579999998503, -37.27360999999837 -6.766389999998864, -37.26498999999783 -6.773443670276057, -37.26498999999783 -6.802539999998777, -37.46498999999783 -6.802539999998777, -37.46498999999783 -6.706421744708715))
POINT (-37.42909012854317 -6.465157644559706);POLYGON ((-37.39596325627357 -6.402539999998778, -37.39732999999796 -6.415889999998399, -37.38624999999774 -6.425639999997657, -37.38114999999925 -6.435579999999391, -37.38096999999834 -6.436399999998685, -37.38089999999829 -6.436699999998382, -37.39060999999856 -6.452439999999115, -37.39688999999817 -6.5142, -37.4153699999988 -6.531479999997828, -37.43599999999788 -6.532839999998032, -37.43621999999777 -6.532839999998032, -37.44454999999834 -6.532669999998689, -37.46437999999944 -6.532259999998132, -37.46498999999783 -6.532611312361667, -37.46498999999783 -6.402539999998778, -37.39596325627357 -6.402539999998778))
POINT (-37.38655845099066 -6.282261467823446);POLYGON ((-37.26498999999783 -6.244387444792907, -37.27020999999877 -6.251319999999396, -37.27438999999868 -6.281029999998282, -37.28650999999809 -6.281869999998889, -37.30611999999928 -6.27766999999767, -37.31817999999839 -6.27926, -37.32784999999785 -6.302809999999226, -37.33361999999943 -6.30793999999878, -37.36300999999912 -6.321769999998651, -37.37698999999884 -6.343989999999394, -37.37749999999869 -6.350039999999353, -37.37719999999899 -6.368929999998727, -37.3821 -6.37301, -37.38820999999916 -6.379339999997683, -37.38848999999936 -6.390579999999318, -37.39577999999892 -6.40074999999888, -37.39596325627357 -6.402539999998778, -37.46498999999783 -6.402539999998778, -37.46498999999783 -6.202539999998779, -37.26498999999783 -6.202539999998779, -37.26498999999783 -6.244387444792907))
POINT (-37.35244509426778 -6.141276435135188);POLYGON ((-37.46498999999783 -6.146183247523247, -37.45859999999811 -6.144609999999375, -37.45356999999785 -6.11967999999797, -37.44534999999814 -6.111809999998513, -37.42560999999841 -6.10859999999775, -37.40746999999828 -6.112389999998413, -37.39183999999841 -6.107779999998456, -37.38199999999779 -6.085159999998723, -37.37843999999859 -6.084739999998419, -37.37121999999908 -6.082379999998011, -37.35408999999891 -6.086089999998876, -37.33543999999893 -6.067059999999401, -37.32847999999831 -6.064309999997931, -37.30885999999919 -6.05735999999888, -37.30024999999841 -6.049859999999171, -37.2952299999979 -6.049699999997756, -37.28657999999814 -6.057589999998527, -37.27213999999913 -6.055309999997917, -37.26498999999783 -6.047798483143016, -37.26498999999783 -6.202539999998779, -37.46498999999783 -6.202539999998779, -37.46498999999783 -6.146183247523247))
POINT (-37.0864534674754 -8.224205518853461);POLYGON ((-37.06498999999783 -8.265963862252306, -37.08085999999821 -8.265959999998813, -37.08027999999831 -8.240669999999227, -37.06618999999773 -8.232589999997799, -37.0670799999989 -8.2296899999983, -37.08054999999877 -8.221479999998337, -37.08954999999878 -8.230749999998807, -37.10008999999809 -8.233289999998306, -37.12256999999772 -8.20864999999867, -37.12367932839883 -8.202539999998772, -37.06498999999783 -8.202539999998772, -37.06498999999783 -8.265963862252306))
POINT (-37.10701719684763 -8.098992916405152);POLYGON ((-37.12367932839883 -8.202539999998772, -37.12575999999899 -8.191079999998692, -37.11831999999777 -8.179979999998977, -37.11791999999878 -8.174939999998969, -37.12610999999924 -8.17327, -37.14084999999795 -8.17681999999877, -37.15987999999925 -8.169989999998506, -37.16307999999844 -8.158279999997831, -37.15065999999933 -8.149629999998069, -37.15826999999808 -8.138459999998304, -37.15288999999939 -8.127049999999144, -37.14383 -8.124579999997877, -37.14221999999791 -8.117529999997714, -37.14747999999781 -8.099679999999353, -37.14335999999821 -8.087549999998373, -37.14516999999796 -8.081779999998616, -37.15649999999914 -8.064119999999093, -37.15774999999849 -8.050809999998819, -37.14805999999771 -8.034699999998338, -37.14922999999908 -8.023329999998168, -37.14930999999888 -8.022399999998015, -37.15144999999939 -8.008999999998196, -37.15599729200487 -8.002539999998772, -37.06498999999783 -8.002539999998772, -37.06498999999783 -8.202539999998772, -37.12367932839883 -8.202539999998772))
POINT (-37.15457247907662 -7.899504674596284);POLYGON ((-37.15599729200487 -8.002539999998772, -37.16007999999783 -7.996739999998681, -37.17496999999821 -7.996449999998731, -37.17804999999862 -7.990169999999125, -37.18512999999803 -7.990029999999024, -37.18792999999823 -7.98254999999881, -37.19304999999804 -7.982459999999264, -37.19232999999804 -7.960189999997965, -37.20704999999907 -7.951789999999164, -37.21252999999888 -7.954499999998006, -37.21693999999843 -7.955979999998817, -37.22108999999909 -7.961999999997715, -37.21924999999828 -7.972379999999248, -37.22843999999895 -7.972179999998843, -37.23041999999805 -7.968989999999394, -37.23699999999917 -7.972899999998845, -37.24663999999939 -7.968949999998586, -37.26318999999785 -7.967769999999291, -37.26498999999783 -7.96826315068401, -37.26498999999783 -7.88813632166831, -37.25303999999778 -7.879829999998037, -37.24374999999782 -7.873439999999391, -37.24651999999878 -7.867769999998927, -37.24457999999868 -7.86116999999831, -37.25002999999924 -7.85323999999855, -37.24680999999873 -7.846389999998792, -37.22174999999879 -7.841839999999138, -37.2278099999985 -7.821109999998953, -37.24011999999857 -7.822679999999309, -37.24330999999802 -7.818589999998949, -37.2298299999984 -7.812699999998586, -37.23021999999764 -7.806329999999434, -37.22265999999945 -7.803649999998015, -37.21706999999878 -7.806279999998878, -37.20770796653679 -7.802539999998773, -37.06498999999783 -7.802539999998773, -37.06498999999783 -8.002539999998772, -37.15599729200487 -8.002539999998772))
POINT (-37.11874147572053 -7.69572836597749);POLYGON ((-37.20770796653679 -7.802539999998773, -37.19761999999901 -7.798509999998714, -37.1911999999993 -7.790759999998045, -37.18268999999782 -7.790309999998499, -37.17539999999826 -7.795919999998659, -37.17032999999901 -7.799819999998363, -37.17101999999795 -7.79475999999886, -37.1679099999983 -7.794709999998304, -37.15946999999869 -7.792809999999008, -37.15160999999898 -7.779439999998431, -37.15643999999884 -7.776459999999133, -37.15668999999798 -7.772589999998672, -37.13859999999841 -7.745109999998022, -37.15025999999853 -7.728619999998045, -37.15015999999923 -7.715519999997923, -37.15419999999904 -7.705989999998565, -37.16069999999854 -7.697559999998703, -37.17371999999887 -7.683889999998428, -37.17976999999883 -7.666699999997945, -37.19478999999774 -7.651649999997971, -37.1969799999988 -7.64502999999786, -37.19632999999885 -7.629169999998339, -37.18375999999807 -7.615409999998519, -37.18042960526158 -7.602539999998774, -37.06498999999783 -7.602539999998774, -37.06498999999783 -7.802539999998773, -37.20770796653679 -7.802539999998773))
POINT (-37.10866971927732 -7.568554886333623);POLYGON ((-37.18042960526158 -7.602539999998774, -37.18021999999837 -7.601729999998497, -37.18017999999938 -7.601589999998396, -37.17288999999801 -7.58748999999807, -37.15542999999889 -7.567469999998139, -37.13338999999905 -7.549639999999272, -37.12117999999828 -7.535709999998289, -37.10575999999855 -7.530719999998837, -37.08584999999766 -7.517389999999068, -37.06796999999824 -7.516699999998309, -37.06498999999783 -7.514121035194621, -37.06498999999783 -7.602539999998774, -37.18042960526158 -7.602539999998774))
POINT (-37.14874035907692 -7.266302554030342);POLYGON ((-37.06498999999783 -7.381250830767395, -37.06908999999905 -7.381979999998293, -37.07260999999926 -7.36786999999822, -37.08105999999862 -7.363129999997909, -37.08527999999933 -7.357849999998507, -37.09700999999768 -7.353559999997742, -37.10151999999835 -7.356219999997847, -37.10635999999795 -7.353479999997944, -37.12121999999908 -7.350509999998394, -37.12763999999879 -7.343599999998332, -37.13496999999916 -7.346259999998438, -37.13999999999942 -7.341719999998531, -37.14459999999781 -7.334639999999126, -37.15672999999879 -7.337809999999081, -37.16499999999905 -7.336189999998169, -37.1677699999982 -7.331559999998717, -37.1681899999985 -7.319549999998344, -37.17657999999938 -7.309149999999136, -37.19632999999885 -7.294259999998758, -37.21382999999878 -7.290899999998146, -37.23249999999825 -7.274679999998625, -37.23326999999881 -7.273989999997866, -37.26047999999901 -7.273749999998472, -37.26498999999783 -7.274024220777481, -37.26498999999783 -7.202539999998775, -37.06498999999783 -7.202539999998775, -37.06498999999783 -7.381250830767395))
POINT (-37.16498999999783 -7.102539999998775);POLYGON ((-37.26498999999783 -7.202539999998775, -37.26498999999783 -7.002539999998776, -37.06498999999783 -7.002539999998776, -37.06498999999783 -7.202539999998775, -37.26498999999783 -7.202539999998775))
POINT (-37.16304164097605 -6.9063789031488);POLYGON ((-37.254980587767 -6.802539999998777, -37.2547999999988 -6.810659999999189, -37.25171999999839 -6.812699999998586, -37.23425999999927 -6.824229999998352, -37.21355999999832 -6.824419999999009, -37.19032999999945 -6.8249599999981, -37.1584105629632 -6.802539999998777, -37.06498999999783 -6.802539999998777, -37.06498999999783 -7.002539999998776, -37.26498999999783 -7.002539999998776, -37.26498999999783 -6.802539999998777, -37.254980587767 -6.802539999998777))
POINT (-37.11081330882029 -6.782755789057598);MULTIPOLYGON (((-37.1584105629632 -6.802539999998777, -37.15188999999918 -6.797959999998056, -37.12859999999819 -6.765579999999318, -37.11971999999878 -6.766889999998966, -37.07507999999871 -6.753729999998541, -37.06498999999783 -6.750759756248685, -37.06498999999783 -6.802539999998777, -37.1584105629632 -6.802539999998777)), ((-37.26498999999783 -6.773443670276057, -37.25698999999804 -6.779989999999088, -37.26025 -6.786959999999453, -37.255079999999 -6.798069999998916, -37.254980587767 -6.802539999998777, -37.26498999999783 -6.802539999998777, -37.26498999999783 -6.773443670276057)), ((-37.26498999999783 -6.731070287499068, -37.26357999999891 -6.731769999998505, -37.26498999999783 -6.739496488964597, -37.26498999999783 -6.731070287499068)))
POINT (-37.24545778088167 -6.213926866394428);POLYGON ((-37.19851455763889 -6.202539999998779, -37.20123999999851 -6.205309999999372, -37.23392999999851 -6.212879999999132, -37.25118999999904 -6.226059999999052, -37.26498999999783 -6.244387444792907, -37.26498999999783 -6.202539999998779, -37.19851455763889 -6.202539999998779))
POINT (-37.21972004673989 -6.11842959283416);POLYGON ((-37.26498999999783 -6.047798483143016, -37.2632399999984 -6.045959999997649, -37.25612999999794 -6.028079999998226, -37.25026999999864 -6.025519999999233, -37.23151999999936 -6.027199999998629, -37.22234999999819 -6.041749999998501, -37.20405999999821 -6.037759999999253, -37.19394999999895 -6.047639999998864, -37.17358999999851 -6.04762, -37.17522999999892 -6.054539999999179, -37.17021999999815 -6.082659999998214, -37.17230999999811 -6.098429999998189, -37.16663999999764 -6.109959999997955, -37.17475999999806 -6.141789999997854, -37.16603999999825 -6.153509999998278, -37.15657999999894 -6.15208999999777, -37.16533999999774 -6.169979999998759, -37.17387999999846 -6.179709999998522, -37.19259999999849 -6.182679999998072, -37.19389999999839 -6.197849999998652, -37.19851455763889 -6.202539999998779, -37.26498999999783 -6.202539999998779, -37.26498999999783 -6.047798483143016))
POINT (-36.97587483869499 -8.24143067435349);POLYGON ((-36.95104999999785 -8.296489999998812, -36.9545799999978 -8.298939999998765, -36.97767999999814 -8.296999999998661, -36.99080999999933 -8.302539999998771, -37.01499999999942 -8.291659999998956, -37.02030999999806 -8.289259999997739, -37.03976999999941 -8.265969999998561, -37.06498999999783 -8.265963862252306, -37.06498999999783 -8.202539999998772, -36.86498999999782 -8.202539999998772, -36.86498999999782 -8.22474751283224, -36.87888999999814 -8.23522999999841, -36.89560999999776 -8.240409999998519, -36.90791999999783 -8.252679999997781, -36.92265999999836 -8.269419999998718, -36.94460999999865 -8.274839999998221, -36.94738999999936 -8.278709999998682, -36.94696999999906 -8.290649999999005, -36.95104999999785 -8.296489999998812))
POINT (-36.96498999999783 -8.102539999998772);POLYGON ((-37.06498999999783 -8.202539999998772, -37.06498999999783 -8.002539999998772, -36.86498999999782 -8.002539999998772, -36.86498999999782 -8.202539999998772, -37.06498999999783 -8.202539999998772))
POINT (-36.96498999999783 -7.902539999998774);POLYGON ((-37.06498999999783 -8.002539999998772, -37.06498999999783 -7.802539999998773, -36.86498999999782 -7.802539999998773, -36.86498999999782 -8.002539999998772, -37.06498999999783 -8.002539999998772))
POINT (-36.96498999999783 -7.702539999998772);POLYGON ((-37.06498999999783 -7.802539999998773, -37.06498999999783 -7.602539999998774, -36.86498999999782 -7.602539999998774, -36.86498999999782 -7.802539999998773, -37.06498999999783 -7.802539999998773))
POINT (-36.95330631698665 -7.510177391821142);POLYGON ((-37.06498999999783 -7.514121035194621, -37.05347999999867 -7.504159999998592, -37.04281999999876 -7.503509999998641, -37.03007999999863 -7.498029999998835, -37.02581999999893 -7.496919999997772, -37.02564999999777 -7.496799999998984, -37.02485999999772 -7.496289999999135, -37.0102199999983 -7.489149999999427, -37.00290999999925 -7.495979999997871, -36.9838899999977 -7.481849999998303, -36.98507999999856 -7.475189999999202, -36.99510999999802 -7.472179999998843, -36.99371999999858 -7.46429999999782, -36.99696999999833 -7.458989999999176, -37.01038999999764 -7.453229999999166, -37.01283999999941 -7.444579999999405, -37.02087999999821 -7.439789999998538, -37.02245999999832 -7.43561999999838, -37.02327999999943 -7.433459999998377, -37.01416999999856 -7.429959999997664, -37.01721999999791 -7.424169999998412, -37.02563999999802 -7.422059999998964, -37.01301999999851 -7.403619999999137, -37.01335999999901 -7.403389999997671, -37.01403412158204 -7.402539999998774, -36.86498999999782 -7.402539999998774, -36.86498999999782 -7.602539999998774, -37.06498999999783 -7.602539999998774, -37.06498999999783 -7.514121035194621))
POINT (-36.96310219710713 -7.300397961900566);POLYGON ((-37.01403412158204 -7.402539999998774, -37.02757999999812 -7.385459999997693, -37.04964999999902 -7.377179999997679, -37.05283999999847 -7.379089999998541, -37.06498999999783 -7.381250830767395, -37.06498999999783 -7.202539999998775, -36.86498999999782 -7.202539999998775, -36.86498999999782 -7.402539999998774, -37.01403412158204 -7.402539999998774))
POINT (-36.96498999999783 -7.102539999998775);POLYGON ((-37.06498999999783 -7.202539999998775, -37.06498999999783 -7.002539999998776, -36.86498999999782 -7.002539999998776, -36.86498999999782 -7.202539999998775, -37.06498999999783 -7.202539999998775))
POINT (-36.96498999999783 -6.902539999998775);POLYGON ((-37.06498999999783 -7.002539999998776, -37.06498999999783 -6.802539999998777, -36.86498999999782 -6.802539999998777, -36.86498999999782 -7.002539999998776, -37.06498999999783 -7.002539999998776))
POINT (-36.97424402542221 -6.76947818293962);POLYGON ((-37.06498999999783 -6.750759756248685, -37.05907999999908 -6.749019999999291, -37.03491999999824 -6.733759999999165, -37.01184999999896 -6.715819999999439, -37.00964999999815 -6.714109999998982, -37.00324999999793 -6.709209999999075, -36.98959999999897 -6.708749999997963, -36.97727999999915 -6.721449999999095, -36.97145999999884 -6.740239999999176, -36.97154999999839 -6.765079999999216, -36.96422999999777 -6.773649999999179, -36.95231999999851 -6.774749999998676, -36.95875999999771 -6.782899999998335, -36.95679999999811 -6.790079999998852, -36.93117999999777 -6.768169999999373, -36.90987999999925 -6.756529999998747, -36.87399999999798 -6.742779999998675, -36.86498999999782 -6.740004342405225, -36.86498999999782 -6.802539999998777, -37.06498999999783 -6.802539999998777, -37.06498999999783 -6.750759756248685))
POINT (-36.84557352422158 -8.209571720570469);POLYGON ((-36.81057119796824 -8.202539999998772, -36.81216999999924 -8.204879999999321, -36.86135999999897 -8.222009999997681, -36.86498999999782 -8.22474751283224, -36.86498999999782 -8.202539999998772, -36.81057119796824 -8.202539999998772))
POINT (-36.77253049453513 -8.092208306852147);POLYGON ((-36.66498999999782 -8.123451816198488, -36.66750999999931 -8.123849999998129, -36.68868999999904 -8.137359999998807, -36.69412999999804 -8.143449999997756, -36.68670999999813 -8.155269999999291, -36.70831999999791 -8.155899999997928, -36.72246999999879 -8.150549999998475, -36.72543999999834 -8.156039999998029, -36.71543999999813 -8.16689999999835, -36.72206999999798 -8.167919999998048, -36.72362999999859 -8.172059999998964, -36.74226999999883 -8.172579999998561, -36.74979999999778 -8.175289999999222, -36.75316999999814 -8.191059999999197, -36.76122999999825 -8.195879999999306, -36.77502999999888 -8.190309999998135, -36.78749999999854 -8.18941999999879, -36.7945099999979 -8.189369999998235, -36.80543999999827 -8.195029999998951, -36.81057119796824 -8.202539999998772, -36.86498999999782 -8.202539999998772, -36.86498999999782 -8.002539999998772, -36.66498999999782 -8.002539999998772, -36.66498999999782 -8.123451816198488))
POINT (-36.76498999999782 -7.902539999998774);POLYGON ((-36.86498999999782 -8.002539999998772, -36.86498999999782 -7.802539999998773, -36.66498999999782 -7.802539999998773, -36.66498999999782 -8.002539999998772, -36.86498999999782 -8.002539999998772))
POINT (-36.76498999999782 -7.702539999998772);POLYGON ((-36.86498999999782 -7.802539999998773, -36.86498999999782 -7.602539999998774, -36.66498999999782 -7.602539999998774, -36.66498999999782 -7.802539999998773, -36.86498999999782 -7.802539999998773))
POINT (-36.76498999999782 -7.502539999998775);POLYGON ((-36.86498999999782 -7.602539999998774, -36.86498999999782 -7.402539999998774, -36.66498999999782 -7.402539999998774, -36.66498999999782 -7.602539999998774, -36.86498999999782 -7.602539999998774))
POINT (-36.76498999999782 -7.302539999998776);POLYGON ((-36.86498999999782 -7.402539999998774, -36.86498999999782 -7.202539999998775, -36.66498999999782 -7.202539999998775, -36.66498999999782 -7.402539999998774, -36.86498999999782 -7.402539999998774))
POINT (-36.76498999999782 -7.102539999998775);POLYGON ((-36.86498999999782 -7.202539999998775, -36.86498999999782 -7.002539999998776, -36.66498999999782 -7.002539999998776, -36.66498999999782 -7.202539999998775, -36.86498999999782 -7.202539999998775))
POINT (-36.79166599586812 -6.914210255312418);POLYGON ((-36.77138847552555 -6.802539999998777, -36.76912999999877 -6.838349999998172, -36.76040999999896 -6.837569999997868, -36.72985999999764 -6.835989999997764, -36.74464999999873 -6.879109999998036, -36.75572999999895 -6.895919999999023, -36.75965999999789 -6.914139999998952, -36.76620999999795 -6.935459999998784, -36.75546999999824 -6.953859999997803, -36.73703999999816 -6.972399999998743, -36.73072999999931 -6.975779999998849, -36.71821999999884 -6.98232999999891, -36.71209999999883 -6.979619999998249, -36.69936999999845 -6.947939999998198, -36.69432999999844 -6.934089999998832, -36.68687999999929 -6.925559999997859, -36.66498999999782 -6.927096496597111, -36.66498999999782 -7.002539999998776, -36.86498999999782 -7.002539999998776, -36.86498999999782 -6.802539999998777, -36.77138847552555 -6.802539999998777))
