;center_point;envelope
326;POINT (-65.66905656294348 0.9439977362471018);MULTIPOLYGON (((-65.3410674682293 0.8984169900000012, -65.34024991999999 0.9006140768449882, -65.34024991999999 0.8984169900000012, -65.3410674682293 0.8984169900000012)), ((-65.84024991999999 0.937667611649324, -65.83113216 0.94039299, -65.81582784 0.95242302, -65.80860300000001 0.94935699, -65.79333 0.95443101, -65.78722188 0.96220701, -65.77943904 0.9643820400000001, -65.77360883999999 0.95941602, -65.76666408 0.96439203, -65.76054984 0.981387, -65.75026788 0.98274996, -65.73888288000001 0.99993204, -65.72110103999999 1.00193301, -65.71166111999999 0.997785, -65.70527508000001 1.003302, -65.69499203999999 1.00439496, -65.68805015999999 0.999972, -65.68610508 0.99111699, -65.67804683999999 0.989136, -65.66888591999999 1.002699, -65.65221683999999 1.01211201, -65.62443708000001 0.98936001, -65.62665684 1.00960299, -65.61696492 1.01015199, -65.609739 1.01458701, -65.60612784 1.00482903, -65.59057512 1.002582, -65.58502104 1.00927503, -65.57168483999999 0.98533503, -65.56668587999999 0.99455598, -65.55724092 0.99366003, -65.56085207999999 0.98615601, -65.55752099999999 0.97621596, -65.54138292 0.97586496, -65.53668996 0.96140898, -65.53032912 0.95644296, -65.53585404 0.94839498, -65.52394092 0.9378279899999999, -65.52143495999999 0.92969397, -65.50782516 0.915876, -65.51266123483087 0.8984169900000012, -65.84024991999999 0.8984169900000012, -65.84024991999999 0.937667611649324)))
327;POINT (-64.84085020416366 -12.10503971542457);POLYGON ((-64.84024991999999 -12.10923000760429, -64.84161816 -12.10721103, -64.84138874927712 -12.10158301, -64.84024991999999 -12.10158301, -64.84024991999999 -12.10923000760429))
328;POINT (-64.98800991710863 -11.77210275589543);MULTIPOLYGON (((-64.84138874927712 -12.10158301, -64.84104504 -12.09315096, -64.84024991999999 -12.09216034836336, -64.84024991999999 -12.10158301, -64.84138874927712 -12.10158301)), ((-64.84024991999999 -12.01051057004898, -64.84837211999999 -12.00851397, -64.85765112 -12.01192002, -64.88173584 -12.01294998, -64.91648016000001 -12.027987, -64.92939804 -12.02020902, -64.94120208 -11.998143, -64.94784408 -11.99303199, -64.96382088 -11.99856699, -64.97040491999999 -12.01618296, -64.97459207999999 -12.01833396, -64.98362195999999 -12.013974, -65.00000987999999 -11.99297601, -65.00796984 -11.99269404, -65.02206312 -11.99875599, -65.03148 -11.99468403, -65.03470992 -11.98537497, -65.02520592 -11.97034902, -65.03156496 -11.96588997, -65.03933988 -11.969946, -65.04148404 -11.96127603, -65.02709591999999 -11.94541398, -65.01440015999999 -11.900511, -65.01831516 -11.89169001, -65.03203692 -11.88684603, -65.05709687999999 -11.88356103, -65.07014904 -11.868714, -65.07028907999999 -11.85597198, -65.06079011999999 -11.82389697, -65.05917912 -11.79028296, -65.07920016 -11.73575997, -65.08001484 -11.71997298, -65.08759391999999 -11.70898497, -65.10195288 -11.70629604, -65.12770116 -11.72011599, -65.18242692 -11.72130903, -65.18558987999999 -11.72795202, -65.17554084 -11.74087998, -65.17295316000001 -11.75057802, -65.17728504 -11.75550804, -65.184759 -11.756187, -65.22878196000001 -11.73530997, -65.25539603999999 -11.71512504, -65.26009008 -11.70647901, -65.25884483999999 -11.69936802, -65.23078391999999 -11.67332904, -65.21736707999999 -11.65169304, -65.21767416 -11.64138201, -65.23125696 -11.61791001, -65.22628788 -11.606535, -65.22559012334909 -11.60158301, -64.84024991999999 -11.60158301, -64.84024991999999 -12.01051057004898)))
329;POINT (-65.07644791123531 -11.34149761858811);POLYGON ((-65.22559012334909 -11.60158301, -65.22481008 -11.59604703, -65.23350191999999 -11.58205401, -65.23398 -11.57005296, -65.21348015999999 -11.54765097, -65.21137091999999 -11.53009503, -65.21430888 -11.52315801, -65.22445691999999 -11.51605296, -65.258928 -11.51370603, -65.29801104000001 -11.50404003, -65.30437295999999 -11.50120602, -65.30859215999999 -11.49324597, -65.32309692 -11.41978401, -65.32656299999999 -11.38398903, -65.33486496 -11.35455201, -65.32873092 -11.34004104, -65.29712004 -11.33468703, -65.29147992 -11.33074503, -65.29126212 -11.32376904, -65.29806791999999 -11.31569298, -65.33487396 -11.31340599, -65.34024991999999 -11.30895437986479, -65.34024991999999 -11.21070209720597, -65.32288991999999 -11.21016204, -65.31814404000001 -11.19902499, -65.32403508 -11.18664099, -65.330451 -11.18529297, -65.34024991999999 -11.18897953483176, -65.34024991999999 -11.11367990927883, -65.32753283999999 -11.10456396, -65.31777124192706 -11.10158301, -64.84024991999999 -11.10158301, -64.84024991999999 -11.60158301, -65.22559012334909 -11.60158301))
330;POINT (-65.07449392706563 -10.84364707189002);POLYGON ((-65.31777124192706 -11.10158301, -65.28578112 -11.09181402, -65.27925684 -11.07872496, -65.280312 -11.06319096, -65.30000508000001 -11.03893704, -65.30070492 -11.03173704, -65.26945584000001 -11.00002698, -65.25229284 -10.99264698, -65.25031392 -10.98415404, -65.26639908 -10.96352298, -65.273679 -10.94376897, -65.28528504000001 -10.92727899, -65.28292596 -10.91864898, -65.26606787999999 -10.92141603, -65.27501100000001 -10.87076898, -65.32031196 -10.82163303, -65.33897508 -10.80761598, -65.34024991999999 -10.80736259330472, -65.34024991999999 -10.60158301, -64.84024991999999 -10.60158301, -64.84024991999999 -11.10158301, -65.31777124192706 -11.10158301))
331;POINT (-65.0830900599958 -10.35641463814788);POLYGON ((-65.34024991999999 -10.3153043261237, -65.32383815999999 -10.30084398, -65.31046596 -10.25778996, -65.30622695999999 -10.24943904, -65.29429008 -10.23871401, -65.29264596 -10.22725098, -65.28828492 -10.219482, -65.28895199999999 -10.21025097, -65.30146812 -10.18577502, -65.30648112 -10.164609, -65.29974408 -10.13907204, -65.30052489179745 -10.10158301, -64.84024991999999 -10.10158301, -64.84024991999999 -10.60158301, -65.34024991999999 -10.60158301, -65.34024991999999 -10.3153043261237))
332;POINT (-65.08281591478521 -9.849478650846505);POLYGON ((-65.30052489179745 -10.10158301, -65.300589 -10.09850499, -65.31556391999999 -10.084752, -65.32678188 -10.06225704, -65.32912404 -10.04611698, -65.31950808000001 -10.00056699, -65.32167492000001 -9.977263020000001, -65.33253683999999 -9.96530301, -65.33246592 -9.943893989999999, -65.33128584000001 -9.929627010000001, -65.32067484 -9.905619959999999, -65.290752 -9.87123996, -65.28550284000001 -9.845102969999999, -65.29241988 -9.83291103, -65.31997788 -9.814143960000001, -65.32752708 -9.779630040000001, -65.34024991999999 -9.757138122043267, -65.34024991999999 -9.601583009999999, -64.84024991999999 -9.601583009999999, -64.84024991999999 -10.10158301, -65.30052489179745 -10.10158301))
333;POINT (-65.09024991999999 -9.351583009999999);POLYGON ((-65.34024991999999 -9.601583009999999, -65.34024991999999 -9.101583009999999, -64.84024991999999 -9.101583009999999, -64.84024991999999 -9.601583009999999, -65.34024991999999 -9.601583009999999))
334;POINT (-65.09024991999999 -8.851583009999999);POLYGON ((-65.34024991999999 -9.101583009999999, -65.34024991999999 -8.601583009999999, -64.84024991999999 -8.601583009999999, -64.84024991999999 -9.101583009999999, -65.34024991999999 -9.101583009999999))
335;POINT (-65.09024991999999 -8.351583009999999);POLYGON ((-65.34024991999999 -8.601583009999999, -65.34024991999999 -8.101583009999999, -64.84024991999999 -8.101583009999999, -64.84024991999999 -8.601583009999999, -65.34024991999999 -8.601583009999999))
336;POINT (-65.09024991999999 -7.851583009999999);POLYGON ((-65.34024991999999 -8.101583009999999, -65.34024991999999 -7.601583009999999, -64.84024991999999 -7.601583009999999, -64.84024991999999 -8.101583009999999, -65.34024991999999 -8.101583009999999))
337;POINT (-65.09024991999999 -7.351583009999999);POLYGON ((-65.34024991999999 -7.601583009999999, -65.34024991999999 -7.101583009999999, -64.84024991999999 -7.101583009999999, -64.84024991999999 -7.601583009999999, -65.34024991999999 -7.601583009999999))
338;POINT (-65.09024991999999 -6.851583009999999);POLYGON ((-65.34024991999999 -7.101583009999999, -65.34024991999999 -6.601583009999999, -64.84024991999999 -6.601583009999999, -64.84024991999999 -7.101583009999999, -65.34024991999999 -7.101583009999999))
339;POINT (-65.09024991999999 -6.351583009999999);POLYGON ((-65.34024991999999 -6.601583009999999, -65.34024991999999 -6.101583009999999, -64.84024991999999 -6.101583009999999, -64.84024991999999 -6.601583009999999, -65.34024991999999 -6.601583009999999))
340;POINT (-65.09024991999999 -5.851583009999999);POLYGON ((-65.34024991999999 -6.101583009999999, -65.34024991999999 -5.601583009999999, -64.84024991999999 -5.601583009999999, -64.84024991999999 -6.101583009999999, -65.34024991999999 -6.101583009999999))
341;POINT (-65.09024991999999 -5.351583009999999);POLYGON ((-65.34024991999999 -5.601583009999999, -65.34024991999999 -5.101583009999999, -64.84024991999999 -5.101583009999999, -64.84024991999999 -5.601583009999999, -65.34024991999999 -5.601583009999999))
342;POINT (-65.09024991999999 -4.851583009999999);POLYGON ((-65.34024991999999 -5.101583009999999, -65.34024991999999 -4.601583009999999, -64.84024991999999 -4.601583009999999, -64.84024991999999 -5.101583009999999, -65.34024991999999 -5.101583009999999))
343;POINT (-65.09024991999999 -4.351583009999999);POLYGON ((-65.34024991999999 -4.601583009999999, -65.34024991999999 -4.101583009999999, -64.84024991999999 -4.101583009999999, -64.84024991999999 -4.601583009999999, -65.34024991999999 -4.601583009999999))
344;POINT (-65.09024991999999 -3.851583009999999);POLYGON ((-65.34024991999999 -4.101583009999999, -65.34024991999999 -3.601583009999999, -64.84024991999999 -3.601583009999999, -64.84024991999999 -4.101583009999999, -65.34024991999999 -4.101583009999999))
345;POINT (-65.09024991999999 -3.351583009999999);POLYGON ((-65.34024991999999 -3.601583009999999, -65.34024991999999 -3.101583009999999, -64.84024991999999 -3.101583009999999, -64.84024991999999 -3.601583009999999, -65.34024991999999 -3.601583009999999))
346;POINT (-65.09024991999999 -2.851583009999999);POLYGON ((-65.34024991999999 -3.101583009999999, -65.34024991999999 -2.601583009999999, -64.84024991999999 -2.601583009999999, -64.84024991999999 -3.101583009999999, -65.34024991999999 -3.101583009999999))
347;POINT (-65.09024991999999 -2.351583009999999);POLYGON ((-65.34024991999999 -2.601583009999999, -65.34024991999999 -2.101583009999999, -64.84024991999999 -2.101583009999999, -64.84024991999999 -2.601583009999999, -65.34024991999999 -2.601583009999999))
348;POINT (-65.09024991999999 -1.851583009999999);POLYGON ((-65.34024991999999 -2.101583009999999, -65.34024991999999 -1.601583009999999, -64.84024991999999 -1.601583009999999, -64.84024991999999 -2.101583009999999, -65.34024991999999 -2.101583009999999))
349;POINT (-65.09024991999999 -1.351583009999999);POLYGON ((-65.34024991999999 -1.601583009999999, -65.34024991999999 -1.101583009999999, -64.84024991999999 -1.101583009999999, -64.84024991999999 -1.601583009999999, -65.34024991999999 -1.601583009999999))
350;POINT (-65.09024991999999 -0.8515830099999988);POLYGON ((-65.34024991999999 -1.101583009999999, -65.34024991999999 -0.6015830099999988, -64.84024991999999 -0.6015830099999988, -64.84024991999999 -1.101583009999999, -65.34024991999999 -1.101583009999999))
351;POINT (-65.09024991999999 -0.3515830099999988);POLYGON ((-65.34024991999999 -0.6015830099999988, -65.34024991999999 -0.1015830099999988, -64.84024991999999 -0.1015830099999988, -64.84024991999999 -0.6015830099999988, -65.34024991999999 -0.6015830099999988))
352;POINT (-65.09024991999999 0.1484169900000012);POLYGON ((-65.34024991999999 -0.1015830099999988, -65.34024991999999 0.3984169900000012, -64.84024991999999 0.3984169900000012, -64.84024991999999 -0.1015830099999988, -65.34024991999999 -0.1015830099999988))
353;POINT (-65.09024991999999 0.6484169900000012);POLYGON ((-65.34024991999999 0.3984169900000012, -65.34024991999999 0.8984169900000012, -64.84024991999999 0.8984169900000012, -64.84024991999999 0.3984169900000012, -65.34024991999999 0.3984169900000012))
354;POINT (-64.99979605743142 1.034783991307809);POLYGON ((-65.34024991999999 0.9006140768449882, -65.32860491999999 0.93190896, -65.32138691999999 0.92829798, -65.30221583999999 0.94250097, -65.27693916 0.93854304, -65.26943604 0.94361103, -65.26360188 0.93439197, -65.26887911999999 0.9271559700000001, -65.26305216 0.91992798, -65.25638604 0.92553804, -65.24027316 0.92138904, -65.22077484 0.92809098, -65.20833288 0.92909304, -65.20471991999999 0.9174330000000001, -65.20694184 0.90721503, -65.19665808000001 0.91111104, -65.18194308 0.92278296, -65.16444095999999 0.9508190399999999, -65.16110196 0.97884702, -65.15443584 0.98717004, -65.146743 1.00968696, -65.16632592000001 1.011663, -65.16893808 1.01880198, -65.16652499999999 1.02730203, -65.15847108 1.03372704, -65.15349408 1.05669396, -65.15362908 1.08887796, -65.14985412 1.10768697, -65.15452295999999 1.12531302, -65.13833196 1.12785696, -65.121966 1.13546097, -65.11860215999999 1.14676596, -65.10255084000001 1.15699599, -65.087631 1.14633702, -65.07816696 1.14779304, -65.07071388 1.153764, -65.06035596 1.13803902, -65.06552087999999 1.11941001, -65.06080308 1.11209004, -65.04524496000001 1.11725397, -65.021715 1.11528099, -65.01585815999999 1.12478103, -65.006163 1.12921704, -64.99110383999999 1.15083801, -64.96971803999999 1.17327699, -64.96026984 1.19000898, -64.96082496 1.19859903, -64.96916004000001 1.21749102, -64.96027416 1.23051897, -64.95110496 1.23188103, -64.94527404 1.22555601, -64.94304996 1.21606398, -64.93471416 1.21163796, -64.92583116 1.21499001, -64.91388204 1.228293, -64.90610316 1.24195104, -64.90666512 1.25162496, -64.89777491999999 1.25298702, -64.89055116 1.24856397, -64.88610516 1.232199, -64.87805195999999 1.22885901, -64.86804684000001 1.23221097, -64.86832584 1.24134498, -64.85222016 1.26387198, -64.86110496000001 1.26965304, -64.84024991999999 1.284383639984629, -64.84024991999999 0.8984169900000012, -65.34024991999999 0.8984169900000012, -65.34024991999999 0.9006140768449882))
355;POINT (-64.47902089654389 -12.22884994692347);MULTIPOLYGON (((-64.34024991999999 -12.45847584020702, -64.34862084 -12.459537, -64.36373616 -12.456153, -64.40037516 -12.44862198, -64.41566795999999 -12.44106504, -64.42318584 -12.43151496, -64.44712584 -12.40876296, -64.45948284000001 -12.38675202, -64.47847 -12.37917798, -64.50025103999999 -12.36512898, -64.51245684 -12.34740798, -64.51134083999999 -12.34029303, -64.49999508000001 -12.32961597, -64.49231592 -12.29386203, -64.49581692 -12.26254302, -64.50576083999999 -12.22729902, -64.51224587999999 -12.22247502, -64.52309591999999 -12.225438, -64.54655711999999 -12.242313, -64.55678616 -12.23789499, -64.56806496 -12.21941502, -64.57527216 -12.214917, -64.59401016 -12.21530202, -64.61567496000001 -12.21432003, -64.67100984 -12.192282, -64.69828596000001 -12.18676599, -64.71240012 -12.173184, -64.71725616000001 -12.14207001, -64.71308808000001 -12.123108, -64.69781616 -12.10319703, -64.69766013070679 -12.10158301, -64.34024991999999 -12.10158301, -64.34024991999999 -12.45847584020702)), ((-64.73725790940347 -12.10158301, -64.73315196 -12.11771097, -64.73600784 -12.13811604, -64.74237588 -12.15249102, -64.75178591999999 -12.157488, -64.76231412 -12.15374697, -64.76856408 -12.14328798, -64.75695804 -12.11190903, -64.75932 -12.10190103, -64.75963264926739 -12.10158301, -64.73725790940347 -12.10158301)), ((-64.81373737169444 -12.10158301, -64.82565396 -12.12157503, -64.83206412 -12.12130899, -64.84024991999999 -12.10923000760429, -64.84024991999999 -12.10158301, -64.81373737169444 -12.10158301)))
356;POINT (-64.58803841464433 -11.84931256085859);POLYGON ((-64.69766013070679 -12.10158301, -64.69709112 -12.09569697, -64.71242712 -12.08598597, -64.72098 -12.08769903, -64.73779992 -12.09945402, -64.73725790940347 -12.10158301, -64.75963264926739 -12.10158301, -64.76520887999999 -12.09591099, -64.78792884000001 -12.08539296, -64.80045216000001 -12.08568897, -64.80895212 -12.09355497, -64.81373737169444 -12.10158301, -64.84024991999999 -12.10158301, -64.84024991999999 -12.09216034836336, -64.82962008 -12.07891701, -64.81267308 -12.06993897, -64.80892584 -12.05869599, -64.81214892 -12.044475, -64.82623283999999 -12.019869, -64.83771396 -12.01113396, -64.84024991999999 -12.01051057004898, -64.84024991999999 -11.60158301, -64.34024991999999 -11.60158301, -64.34024991999999 -12.10158301, -64.69766013070679 -12.10158301))
357;POINT (-64.59024991999999 -11.35158301);POLYGON ((-64.84024991999999 -11.60158301, -64.84024991999999 -11.10158301, -64.34024991999999 -11.10158301, -64.34024991999999 -11.60158301, -64.84024991999999 -11.60158301))
358;POINT (-64.59024991999999 -10.85158301);POLYGON ((-64.84024991999999 -11.10158301, -64.84024991999999 -10.60158301, -64.34024991999999 -10.60158301, -64.34024991999999 -11.10158301, -64.84024991999999 -11.10158301))
359;POINT (-64.59024991999999 -10.35158301);POLYGON ((-64.84024991999999 -10.60158301, -64.84024991999999 -10.10158301, -64.34024991999999 -10.10158301, -64.34024991999999 -10.60158301, -64.84024991999999 -10.60158301))
360;POINT (-64.59024991999999 -9.851583009999999);POLYGON ((-64.84024991999999 -10.10158301, -64.84024991999999 -9.601583009999999, -64.34024991999999 -9.601583009999999, -64.34024991999999 -10.10158301, -64.84024991999999 -10.10158301))
361;POINT (-64.59024991999999 -9.351583009999999);POLYGON ((-64.84024991999999 -9.601583009999999, -64.84024991999999 -9.101583009999999, -64.34024991999999 -9.101583009999999, -64.34024991999999 -9.601583009999999, -64.84024991999999 -9.601583009999999))
362;POINT (-64.59024991999999 -8.851583009999999);POLYGON ((-64.84024991999999 -9.101583009999999, -64.84024991999999 -8.601583009999999, -64.34024991999999 -8.601583009999999, -64.34024991999999 -9.101583009999999, -64.84024991999999 -9.101583009999999))
363;POINT (-64.59024991999999 -8.351583009999999);POLYGON ((-64.84024991999999 -8.601583009999999, -64.84024991999999 -8.101583009999999, -64.34024991999999 -8.101583009999999, -64.34024991999999 -8.601583009999999, -64.84024991999999 -8.601583009999999))
364;POINT (-64.59024991999999 -7.851583009999999);POLYGON ((-64.84024991999999 -8.101583009999999, -64.84024991999999 -7.601583009999999, -64.34024991999999 -7.601583009999999, -64.34024991999999 -8.101583009999999, -64.84024991999999 -8.101583009999999))
365;POINT (-64.59024991999999 -7.351583009999999);POLYGON ((-64.84024991999999 -7.601583009999999, -64.84024991999999 -7.101583009999999, -64.34024991999999 -7.101583009999999, -64.34024991999999 -7.601583009999999, -64.84024991999999 -7.601583009999999))
366;POINT (-64.59024991999999 -6.851583009999999);POLYGON ((-64.84024991999999 -7.101583009999999, -64.84024991999999 -6.601583009999999, -64.34024991999999 -6.601583009999999, -64.34024991999999 -7.101583009999999, -64.84024991999999 -7.101583009999999))
367;POINT (-64.59024991999999 -6.351583009999999);POLYGON ((-64.84024991999999 -6.601583009999999, -64.84024991999999 -6.101583009999999, -64.34024991999999 -6.101583009999999, -64.34024991999999 -6.601583009999999, -64.84024991999999 -6.601583009999999))
368;POINT (-64.59024991999999 -5.851583009999999);POLYGON ((-64.84024991999999 -6.101583009999999, -64.84024991999999 -5.601583009999999, -64.34024991999999 -5.601583009999999, -64.34024991999999 -6.101583009999999, -64.84024991999999 -6.101583009999999))
369;POINT (-64.59024991999999 -5.351583009999999);POLYGON ((-64.84024991999999 -5.601583009999999, -64.84024991999999 -5.101583009999999, -64.34024991999999 -5.101583009999999, -64.34024991999999 -5.601583009999999, -64.84024991999999 -5.601583009999999))
370;POINT (-64.59024991999999 -4.851583009999999);POLYGON ((-64.84024991999999 -5.101583009999999, -64.84024991999999 -4.601583009999999, -64.34024991999999 -4.601583009999999, -64.34024991999999 -5.101583009999999, -64.84024991999999 -5.101583009999999))
371;POINT (-64.59024991999999 -4.351583009999999);POLYGON ((-64.84024991999999 -4.601583009999999, -64.84024991999999 -4.101583009999999, -64.34024991999999 -4.101583009999999, -64.34024991999999 -4.601583009999999, -64.84024991999999 -4.601583009999999))
372;POINT (-64.59024991999999 -3.851583009999999);POLYGON ((-64.84024991999999 -4.101583009999999, -64.84024991999999 -3.601583009999999, -64.34024991999999 -3.601583009999999, -64.34024991999999 -4.101583009999999, -64.84024991999999 -4.101583009999999))
373;POINT (-64.59024991999999 -3.351583009999999);POLYGON ((-64.84024991999999 -3.601583009999999, -64.84024991999999 -3.101583009999999, -64.34024991999999 -3.101583009999999, -64.34024991999999 -3.601583009999999, -64.84024991999999 -3.601583009999999))
374;POINT (-64.59024991999999 -2.851583009999999);POLYGON ((-64.84024991999999 -3.101583009999999, -64.84024991999999 -2.601583009999999, -64.34024991999999 -2.601583009999999, -64.34024991999999 -3.101583009999999, -64.84024991999999 -3.101583009999999))
375;POINT (-64.59024991999999 -2.351583009999999);POLYGON ((-64.84024991999999 -2.601583009999999, -64.84024991999999 -2.101583009999999, -64.34024991999999 -2.101583009999999, -64.34024991999999 -2.601583009999999, -64.84024991999999 -2.601583009999999))
376;POINT (-64.59024991999999 -1.851583009999999);POLYGON ((-64.84024991999999 -2.101583009999999, -64.84024991999999 -1.601583009999999, -64.34024991999999 -1.601583009999999, -64.34024991999999 -2.101583009999999, -64.84024991999999 -2.101583009999999))
377;POINT (-64.59024991999999 -1.351583009999999);POLYGON ((-64.84024991999999 -1.601583009999999, -64.84024991999999 -1.101583009999999, -64.34024991999999 -1.101583009999999, -64.34024991999999 -1.601583009999999, -64.84024991999999 -1.601583009999999))
378;POINT (-64.59024991999999 -0.8515830099999988);POLYGON ((-64.84024991999999 -1.101583009999999, -64.84024991999999 -0.6015830099999988, -64.34024991999999 -0.6015830099999988, -64.34024991999999 -1.101583009999999, -64.84024991999999 -1.101583009999999))
379;POINT (-64.59024991999999 -0.3515830099999988);POLYGON ((-64.84024991999999 -0.6015830099999988, -64.84024991999999 -0.1015830099999988, -64.34024991999999 -0.1015830099999988, -64.34024991999999 -0.6015830099999988, -64.84024991999999 -0.6015830099999988))
380;POINT (-64.59024991999999 0.1484169900000012);POLYGON ((-64.84024991999999 -0.1015830099999988, -64.84024991999999 0.3984169900000012, -64.34024991999999 0.3984169900000012, -64.34024991999999 -0.1015830099999988, -64.84024991999999 -0.1015830099999988))
381;POINT (-64.59024991999999 0.6484169900000012);POLYGON ((-64.84024991999999 0.3984169900000012, -64.84024991999999 0.8984169900000012, -64.34024991999999 0.8984169900000012, -64.34024991999999 0.3984169900000012, -64.84024991999999 0.3984169900000012))
382;POINT (-64.5734776354673 1.122351226173496);MULTIPOLYGON (((-64.84024991999999 1.284383639984629, -64.82458115999999 1.295451, -64.80998892 1.31472297, -64.80277704 1.31084001, -64.78860888 1.28607102, -64.79388396 1.28000898, -64.79304983999999 1.26970002, -64.779993 1.258587, -64.76332788000001 1.23110901, -64.75694184 1.22659101, -64.74610908 1.22578497, -64.72193796000001 1.23882201, -64.72082411999999 1.24750404, -64.71388296000001 1.25139798, -64.70916084 1.26966897, -64.70388 1.27636299, -64.70138196000001 1.29164796, -64.68416316 1.28415303, -64.67611104 1.28578599, -64.66805100000001 1.29221199, -64.65971808 1.29167604, -64.64415996 1.30525101, -64.63443888 1.32054102, -64.62360216 1.32443703, -64.61082792000001 1.33611201, -64.59026796000001 1.33775298, -64.57555008 1.35440298, -64.58166504 1.35937296, -64.57943916000001 1.367784, -64.58221512 1.37583198, -64.57332815999999 1.38388698, -64.56435848074996 1.398416990000001, -64.3985426808698 1.398416990000001, -64.39944204 1.39521096, -64.39305096 1.38888603, -64.37693916000001 1.38690396, -64.35888408 1.39025997, -64.34527284000001 1.36639197, -64.34024991999999 1.364758701780407, -64.34024991999999 0.8984169900000012, -64.84024991999999 0.8984169900000012, -64.84024991999999 1.284383639984629)), ((-64.34024991999999 1.375003292677941, -64.34137908 1.37580003, -64.34221716 1.38466296, -64.34024991999999 1.387360971563242, -64.34024991999999 1.375003292677941)))
383;POINT (-64.43926394551592 1.447923855427991);POLYGON ((-64.56435848074996 1.398416990000001, -64.55277504 1.41718104, -64.52999315999999 1.42633197, -64.52749799999999 1.44442197, -64.52138411999999 1.43800596, -64.49999292 1.44299304, -64.48666392 1.45385397, -64.47610296000001 1.46833299, -64.45304604 1.48055796, -64.44888084 1.473597, -64.43805383999999 1.472157, -64.42416215999999 1.48555197, -64.42138008000001 1.493874, -64.41027084 1.50636303, -64.40861088 1.514142, -64.39693715999999 1.527174, -64.383048 1.52076096, -64.37443896000001 1.524114, -64.35083195999999 1.51861104, -64.34832708 1.50242202, -64.35666000000001 1.48414896, -64.37833092 1.46387304, -64.37416392 1.456911, -64.37693987999999 1.44858699, -64.39694111999999 1.42469901, -64.393047 1.41800796, -64.3985426808698 1.398416990000001, -64.56435848074996 1.398416990000001))
384;POINT (-64.43040572630866 3.838031950043943);POLYGON ((-64.34024991999999 3.733292197897716, -64.34221896 3.73522302, -64.38943691999999 3.75994296, -64.40860512 3.76605999, -64.42805088 3.78022698, -64.44693612 3.78439704, -64.47194496 3.78189297, -64.48499784000001 3.78772398, -64.50497208 3.81020301, -64.52394012000001 3.84223302, -64.55243916000001 3.86399304, -64.56782916 3.88208097, -64.57200266402275 3.898416990000001, -64.34024991999999 3.898416990000001, -64.34024991999999 3.733292197897716))
385;POINT (-64.55537882991742 4.061855354357625);POLYGON ((-64.57200266402275 3.898416990000001, -64.57971888 3.92861997, -64.59685703999999 3.93898401, -64.61933003999999 3.95162298, -64.63349387999999 3.97536201, -64.65019392000001 3.992229, -64.67333291999999 4.00494699, -64.67469516 4.01270004, -64.68027515999999 4.01661099, -64.68333011999999 4.04050104, -64.70805095999999 4.06688301, -64.72250711999999 4.10523804, -64.73165904 4.12049997, -64.75277196 4.13716797, -64.78305588000001 4.15300104, -64.80999288 4.17494097, -64.82138399999999 4.21217199, -64.82471615999999 4.23910899, -64.82110392 4.25883303, -64.79915904000001 4.28439204, -64.77999588 4.28688801, -64.69916292000001 4.25049399, -64.68416496 4.23966501, -64.65805416000001 4.21189002, -64.64054916000001 4.16550303, -64.63055304 4.14383499, -64.623051 4.13522001, -64.59249996 4.114386, -64.55997216 4.10189103, -64.54388591999999 4.114107, -64.52055504 4.11660801, -64.49999688 4.11077403, -64.49972004 4.113, -64.45194192 4.123557, -64.43110512 4.13494803, -64.40333112 4.13244198, -64.38583404000001 4.13744796, -64.34024991999999 4.130224450237238, -64.34024991999999 3.898416990000001, -64.57200266402275 3.898416990000001))
