;center_point;envelope
1156;POINT (-55.59024991999999 -0.8515830099999988);POLYGON ((-55.84024991999999 -1.101583009999999, -55.84024991999999 -0.6015830099999988, -55.34024991999999 -0.6015830099999988, -55.34024991999999 -1.101583009999999, -55.84024991999999 -1.101583009999999))
1157;POINT (-55.59024991999999 -0.3515830099999988);POLYGON ((-55.84024991999999 -0.6015830099999988, -55.84024991999999 -0.1015830099999988, -55.34024991999999 -0.1015830099999988, -55.34024991999999 -0.6015830099999988, -55.84024991999999 -0.6015830099999988))
1158;POINT (-55.59024991999999 0.1484169900000012);POLYGON ((-55.84024991999999 -0.1015830099999988, -55.84024991999999 0.3984169900000012, -55.34024991999999 0.3984169900000012, -55.34024991999999 -0.1015830099999988, -55.84024991999999 -0.1015830099999988))
1159;POINT (-55.59024991999999 0.6484169900000012);POLYGON ((-55.84024991999999 0.3984169900000012, -55.84024991999999 0.8984169900000012, -55.34024991999999 0.8984169900000012, -55.34024991999999 0.3984169900000012, -55.84024991999999 0.3984169900000012))
1160;POINT (-55.59024991999999 1.148416990000001);POLYGON ((-55.84024991999999 0.8984169900000012, -55.84024991999999 1.398416990000001, -55.34024991999999 1.398416990000001, -55.34024991999999 0.8984169900000012, -55.84024991999999 0.8984169900000012))
1161;POINT (-55.59024991999999 1.648416990000001);POLYGON ((-55.84024991999999 1.398416990000001, -55.84024991999999 1.898416990000001, -55.34024991999999 1.898416990000001, -55.34024991999999 1.398416990000001, -55.84024991999999 1.398416990000001))
1162;POINT (-55.59024991999999 2.148416990000001);POLYGON ((-55.84024991999999 1.898416990000001, -55.84024991999999 2.398416990000001, -55.34024991999999 2.398416990000001, -55.34024991999999 1.898416990000001, -55.84024991999999 1.898416990000001))
1163;POINT (-55.58982202222815 2.420018351676116);POLYGON ((-55.84024991999999 2.463658788288964, -55.83841416 2.462598, -55.82980584 2.45951496, -55.78347096 2.45694096, -55.78096896 2.46209499, -55.766223 2.455659, -55.76110596 2.44091097, -55.76705496 2.43829197, -55.75632516 2.430324, -55.74655584 2.41086798, -55.71747504 2.40242904, -55.70721612 2.40354396, -55.69793784 2.42196597, -55.68141888 2.41729596, -55.66705416 2.41468002, -55.65683016 2.42102799, -55.64178216 2.41639101, -55.63119096 2.41732899, -55.61666496 2.42026299, -55.61224884 2.42659098, -55.60388496 2.43049698, -55.593081 2.43369099, -55.58927616 2.43171999, -55.57422204 2.43817497, -55.57019508 2.42394003, -55.55102292 2.42986698, -55.52751996 2.42904402, -55.52432892 2.43626904, -55.50383304 2.43976599, -55.49930496 2.44366101, -55.48182912 2.43902898, -55.42897104 2.43929601, -55.38492 2.41878402, -55.34516484 2.44841202, -55.35574812 2.47598298, -55.34024991999999 2.493135153736001, -55.34024991999999 2.398416990000001, -55.84024991999999 2.398416990000001, -55.84024991999999 2.463658788288964))
1164;POINT (-55.03567841179997 -31.21148102644854);POLYGON ((-54.84024991999999 -31.43674371626857, -54.856305 -31.41834804, -54.860697 -31.41801603, -54.85697712 -31.40822196, -54.87729696 -31.39821999, -54.88657704 -31.38354, -54.88344 -31.38136497, -54.88557408 -31.379427, -54.89099496 -31.375134, -54.898839 -31.37659398, -54.897093 -31.381704, -54.90378684 -31.38442299, -54.92013984 -31.37920704, -54.93156084 -31.38541101, -54.939753 -31.38102, -54.93637908 -31.370517, -54.93302316 -31.36970601, -54.93597012 -31.364667, -54.93417588 -31.356972, -54.95911488 -31.35193299, -54.95947416 -31.34240298, -54.95200992 -31.33973304, -54.95237892 -31.33230597, -54.95861988 -31.32367803, -54.977778 -31.31757999, -54.98189604 -31.31189001, -54.97912692 -31.30357203, -54.98132616 -31.29664203, -54.99471492 -31.28870799, -54.99385416 -31.28311098, -54.99963108 -31.28291703, -55.00023588 -31.27526298, -55.001412 -31.26929103, -55.00603296 -31.26693204, -55.00736208 -31.27001004, -55.01912904 -31.26711096, -55.03083984 -31.26975804, -55.03550904 -31.27567203, -55.03066992 -31.278762, -55.03485096 -31.283991, -55.03174884 -31.28944401, -55.04229108 -31.30834896, -55.046772 -31.30721397, -55.05203016 -31.313808, -55.05907788 -31.31539101, -55.05659388 -31.32215298, -55.06081092 -31.32466002, -55.05636384 -31.33189899, -55.07345484 -31.33217997, -55.08010692 -31.32452502, -55.10174796 -31.31496702, -55.10800908 -31.30761096, -55.12108788 -31.31273304, -55.12486392 -31.30244001, -55.13554404 -31.30133301, -55.15130196 -31.29308496, -55.15566012 -31.28529798, -55.16246808 -31.28559696, -55.16518104 -31.28099499, -55.16193492 -31.27910904, -55.16643996 -31.27369797, -55.16833896 -31.26933099, -55.17897084 -31.270392, -55.18271916 -31.26521403, -55.23425892 -31.25827701, -55.239102 -31.26054798, -55.23931908 -31.25358603, -55.2456 -31.25219598, -55.24758108 -31.24809198, -55.24688304 -31.21609203, -55.25297604 -31.21116597, -55.24906392 -31.20592203, -55.26192312 -31.19457501, -55.28181708 -31.19391999, -55.28479608 -31.18545099, -55.26996084 -31.17684303, -55.27370016 -31.170087, -55.28991996 -31.163652, -55.28936592 -31.15925802, -55.28405988 -31.15649601, -55.28971908 -31.15018503, -55.28995308 -31.14371799, -55.30446 -31.14105498, -55.31088816 -31.14735903, -55.31788116 -31.14502902, -55.32019596 -31.13581896, -55.32547212 -31.13797401, -55.33361712 -31.132818, -55.33770708 -31.133637, -55.33639488 -31.11987897, -55.32909084 -31.11660801, -55.32792912 -31.11039504, -55.33181496 -31.10583897, -55.33242732834533 -31.10158301, -54.84024991999999 -31.10158301, -54.84024991999999 -31.43674371626857))
1165;POINT (-55.09009270279537 -30.85142819654869);POLYGON ((-55.33242732834533 -31.10158301, -55.33279596 -31.09902102, -55.32678288 -31.08812904, -55.33825896 -31.08507804, -55.34024991999999 -31.08184463028677, -55.34024991999999 -30.60158301, -54.84024991999999 -30.60158301, -54.84024991999999 -31.10158301, -55.33242732834533 -31.10158301))
1166;POINT (-55.09024991999999 -30.35158301);POLYGON ((-55.34024991999999 -30.60158301, -55.34024991999999 -30.10158301, -54.84024991999999 -30.10158301, -54.84024991999999 -30.60158301, -55.34024991999999 -30.60158301))
1167;POINT (-55.09024991999999 -29.85158301);POLYGON ((-55.34024991999999 -30.10158301, -55.34024991999999 -29.60158301, -54.84024991999999 -29.60158301, -54.84024991999999 -30.10158301, -55.34024991999999 -30.10158301))
1168;POINT (-55.09024991999999 -29.35158301);POLYGON ((-55.34024991999999 -29.60158301, -55.34024991999999 -29.10158301, -54.84024991999999 -29.10158301, -54.84024991999999 -29.60158301, -55.34024991999999 -29.60158301))
1169;POINT (-55.09024991999999 -28.85158301);POLYGON ((-55.34024991999999 -29.10158301, -55.34024991999999 -28.60158301, -54.84024991999999 -28.60158301, -54.84024991999999 -29.10158301, -55.34024991999999 -29.10158301))
1170;POINT (-55.09024991999999 -28.35158301);POLYGON ((-55.34024991999999 -28.60158301, -55.34024991999999 -28.10158301, -54.84024991999999 -28.10158301, -54.84024991999999 -28.60158301, -55.34024991999999 -28.60158301))
1171;POINT (-55.0456243743329 -27.94489354858372);POLYGON ((-55.34024991999999 -27.96874501380815, -55.33741008 -27.96570504, -55.33084116 -27.939429, -55.32472296 -27.92871297, -55.31617188 -27.92426103, -55.30370508 -27.92456496, -55.27724292 -27.93487698, -55.26406908 -27.93173004, -55.25412804 -27.92225097, -55.23293808 -27.88566399, -55.19602116 -27.85613904, -55.181871 -27.85644504, -55.16898984 -27.86168997, -55.15451388 -27.88113303, -55.13729616 -27.89512299, -55.13320908 -27.89665299, -55.12723596 -27.89340003, -55.12247208 -27.88425396, -55.12572684 -27.85952097, -55.12115808 -27.853443, -55.10603196 -27.84618198, -55.08071388 -27.84299598, -55.05131412 -27.85236498, -55.03463784 -27.85830903, -55.02531384 -27.848664, -55.02433608 -27.83371698, -55.03490316 -27.82307601, -55.08032004 -27.797976, -55.08397296 -27.78687198, -55.08069588 -27.77886297, -55.07129016 -27.77247999, -55.04929884 -27.76930803, -55.02122208 -27.79500204, -55.01018484 -27.79731297, -54.99806292 -27.79075899, -54.98892288 -27.77261598, -54.976833 -27.77119101, -54.96017184 -27.77798196, -54.948582 -27.77789097, -54.93590316 -27.77220801, -54.929061 -27.75843198, -54.92711808 -27.75138804, -54.90297684 -27.72565299, -54.90172116 -27.69850899, -54.90165384 -27.69737103, -54.90415908 -27.65955897, -54.90598212 -27.64070604, -54.89586792 -27.63050904, -54.88459704 -27.62605701, -54.85844592 -27.62877402, -54.84992184 -27.62362404, -54.84024991999999 -27.60661095560786, -54.84024991999999 -28.10158301, -55.34024991999999 -28.10158301, -55.34024991999999 -27.96874501380815))
1172;POINT (-55.09935855172442 -23.78515897639236);POLYGON ((-54.84024991999999 -23.88615588223545, -54.849006 -23.89490298, -54.84878316 -23.90580198, -54.85862088 -23.90338197, -54.87247692 -23.90700501, -54.88339896 -23.89554099, -54.88984116 -23.89832001, -54.892872 -23.90918202, -54.90770292 -23.90971896, -54.91270584 -23.91986304, -54.92464884 -23.92240104, -54.92503008 -23.93041599, -54.92097504 -23.93352801, -54.92970216 -23.94092304, -54.924291 -23.95907802, -54.93653892 -23.96003202, -54.93936816 -23.96546604, -54.94044888 -23.962509, -54.94806288 -23.96121597, -54.96512292 -23.96305899, -54.97511796 -23.95556604, -54.98581284 -23.961339, -54.997587 -23.95550403, -55.00393992 -23.96084697, -55.019196 -23.97115998, -55.03278888 -23.97301902, -55.04564304 -23.98407399, -55.05072588 -23.98073499, -55.06000416 -23.99232204, -55.07167716 -23.98813803, -55.07201088 -23.97976596, -55.07700984 -23.98525596, -55.08975384 -23.98259304, -55.09800612 -23.968458, -55.10669796 -23.96464902, -55.10659716 -23.96083104, -55.11834108 -23.97620304, -55.12234212 -23.97755304, -55.12467708 -23.97475701, -55.12897512 -23.98210101, -55.14066792 -23.98657599, -55.14878592 -23.98866102, -55.15575516 -23.98224501, -55.159731 -23.98725198, -55.17828108 -23.99334102, -55.18114596 -23.98745898, -55.19775708 -23.98673601, -55.19848608 -23.99426703, -55.20489696 -24.00113196, -55.24348392 -24.00122097, -55.25973504 -23.99358699, -55.26451116 -23.98652496, -55.26750888 -23.98844097, -55.27058904 -23.984073, -55.27773612 -23.98326399, -55.28292804 -23.97660498, -55.30361112 -23.96368404, -55.31773392 -23.96052801, -55.33670592 -23.99364801, -55.34024991999999 -23.99466505759786, -55.34024991999999 -23.60158301, -54.84024991999999 -23.60158301, -54.84024991999999 -23.88615588223545))
1173;POINT (-55.09024991999999 -23.35158301);POLYGON ((-55.34024991999999 -23.60158301, -55.34024991999999 -23.10158301, -54.84024991999999 -23.10158301, -54.84024991999999 -23.60158301, -55.34024991999999 -23.60158301))
1174;POINT (-55.09024991999999 -22.85158301);POLYGON ((-55.34024991999999 -23.10158301, -55.34024991999999 -22.60158301, -54.84024991999999 -22.60158301, -54.84024991999999 -23.10158301, -55.34024991999999 -23.10158301))
1175;POINT (-55.09024991999999 -22.35158301);POLYGON ((-55.34024991999999 -22.60158301, -55.34024991999999 -22.10158301, -54.84024991999999 -22.10158301, -54.84024991999999 -22.60158301, -55.34024991999999 -22.60158301))
1176;POINT (-55.09024991999999 -21.85158301);POLYGON ((-55.34024991999999 -22.10158301, -55.34024991999999 -21.60158301, -54.84024991999999 -21.60158301, -54.84024991999999 -22.10158301, -55.34024991999999 -22.10158301))
1177;POINT (-55.09024991999999 -21.35158301);POLYGON ((-55.34024991999999 -21.60158301, -55.34024991999999 -21.10158301, -54.84024991999999 -21.10158301, -54.84024991999999 -21.60158301, -55.34024991999999 -21.60158301))
1178;POINT (-55.09024991999999 -20.85158301);POLYGON ((-55.34024991999999 -21.10158301, -55.34024991999999 -20.60158301, -54.84024991999999 -20.60158301, -54.84024991999999 -21.10158301, -55.34024991999999 -21.10158301))
1179;POINT (-55.09024991999999 -20.35158301);POLYGON ((-55.34024991999999 -20.60158301, -55.34024991999999 -20.10158301, -54.84024991999999 -20.10158301, -54.84024991999999 -20.60158301, -55.34024991999999 -20.60158301))
1180;POINT (-55.09024991999999 -19.85158301);POLYGON ((-55.34024991999999 -20.10158301, -55.34024991999999 -19.60158301, -54.84024991999999 -19.60158301, -54.84024991999999 -20.10158301, -55.34024991999999 -20.10158301))
1181;POINT (-55.09024991999999 -19.35158301);POLYGON ((-55.34024991999999 -19.60158301, -55.34024991999999 -19.10158301, -54.84024991999999 -19.10158301, -54.84024991999999 -19.60158301, -55.34024991999999 -19.60158301))
1182;POINT (-55.09024991999999 -18.85158301);POLYGON ((-55.34024991999999 -19.10158301, -55.34024991999999 -18.60158301, -54.84024991999999 -18.60158301, -54.84024991999999 -19.10158301, -55.34024991999999 -19.10158301))
1183;POINT (-55.09024991999999 -18.35158301);POLYGON ((-55.34024991999999 -18.60158301, -55.34024991999999 -18.10158301, -54.84024991999999 -18.10158301, -54.84024991999999 -18.60158301, -55.34024991999999 -18.60158301))
1184;POINT (-55.09024991999999 -17.85158301);POLYGON ((-55.34024991999999 -18.10158301, -55.34024991999999 -17.60158301, -54.84024991999999 -17.60158301, -54.84024991999999 -18.10158301, -55.34024991999999 -18.10158301))
1185;POINT (-55.09024991999999 -17.35158301);POLYGON ((-55.34024991999999 -17.60158301, -55.34024991999999 -17.10158301, -54.84024991999999 -17.10158301, -54.84024991999999 -17.60158301, -55.34024991999999 -17.60158301))
1186;POINT (-55.09024991999999 -16.85158301);POLYGON ((-55.34024991999999 -17.10158301, -55.34024991999999 -16.60158301, -54.84024991999999 -16.60158301, -54.84024991999999 -17.10158301, -55.34024991999999 -17.10158301))
1187;POINT (-55.09024991999999 -16.35158301);POLYGON ((-55.34024991999999 -16.60158301, -55.34024991999999 -16.10158301, -54.84024991999999 -16.10158301, -54.84024991999999 -16.60158301, -55.34024991999999 -16.60158301))
1188;POINT (-55.09024991999999 -15.85158301);POLYGON ((-55.34024991999999 -16.10158301, -55.34024991999999 -15.60158301, -54.84024991999999 -15.60158301, -54.84024991999999 -16.10158301, -55.34024991999999 -16.10158301))
1189;POINT (-55.09024991999999 -15.35158301);POLYGON ((-55.34024991999999 -15.60158301, -55.34024991999999 -15.10158301, -54.84024991999999 -15.10158301, -54.84024991999999 -15.60158301, -55.34024991999999 -15.60158301))
1190;POINT (-55.09024991999999 -14.85158301);POLYGON ((-55.34024991999999 -15.10158301, -55.34024991999999 -14.60158301, -54.84024991999999 -14.60158301, -54.84024991999999 -15.10158301, -55.34024991999999 -15.10158301))
1191;POINT (-55.09024991999999 -14.35158301);POLYGON ((-55.34024991999999 -14.60158301, -55.34024991999999 -14.10158301, -54.84024991999999 -14.10158301, -54.84024991999999 -14.60158301, -55.34024991999999 -14.60158301))
1192;POINT (-55.09024991999999 -13.85158301);POLYGON ((-55.34024991999999 -14.10158301, -55.34024991999999 -13.60158301, -54.84024991999999 -13.60158301, -54.84024991999999 -14.10158301, -55.34024991999999 -14.10158301))
1193;POINT (-55.09024991999999 -13.35158301);POLYGON ((-55.34024991999999 -13.60158301, -55.34024991999999 -13.10158301, -54.84024991999999 -13.10158301, -54.84024991999999 -13.60158301, -55.34024991999999 -13.60158301))
1194;POINT (-55.09024991999999 -12.85158301);POLYGON ((-55.34024991999999 -13.10158301, -55.34024991999999 -12.60158301, -54.84024991999999 -12.60158301, -54.84024991999999 -13.10158301, -55.34024991999999 -13.10158301))
1195;POINT (-55.09024991999999 -12.35158301);POLYGON ((-55.34024991999999 -12.60158301, -55.34024991999999 -12.10158301, -54.84024991999999 -12.10158301, -54.84024991999999 -12.60158301, -55.34024991999999 -12.60158301))
1196;POINT (-55.09024991999999 -11.85158301);POLYGON ((-55.34024991999999 -12.10158301, -55.34024991999999 -11.60158301, -54.84024991999999 -11.60158301, -54.84024991999999 -12.10158301, -55.34024991999999 -12.10158301))
1197;POINT (-55.09024991999999 -11.35158301);POLYGON ((-55.34024991999999 -11.60158301, -55.34024991999999 -11.10158301, -54.84024991999999 -11.10158301, -54.84024991999999 -11.60158301, -55.34024991999999 -11.60158301))
1198;POINT (-55.09024991999999 -10.85158301);POLYGON ((-55.34024991999999 -11.10158301, -55.34024991999999 -10.60158301, -54.84024991999999 -10.60158301, -54.84024991999999 -11.10158301, -55.34024991999999 -11.10158301))
1199;POINT (-55.09024991999999 -10.35158301);POLYGON ((-55.34024991999999 -10.60158301, -55.34024991999999 -10.10158301, -54.84024991999999 -10.10158301, -54.84024991999999 -10.60158301, -55.34024991999999 -10.60158301))
1200;POINT (-55.09024991999999 -9.851583009999999);POLYGON ((-55.34024991999999 -10.10158301, -55.34024991999999 -9.601583009999999, -54.84024991999999 -9.601583009999999, -54.84024991999999 -10.10158301, -55.34024991999999 -10.10158301))
1201;POINT (-55.09024991999999 -9.351583009999999);POLYGON ((-55.34024991999999 -9.601583009999999, -55.34024991999999 -9.101583009999999, -54.84024991999999 -9.101583009999999, -54.84024991999999 -9.601583009999999, -55.34024991999999 -9.601583009999999))
1202;POINT (-55.09024991999999 -8.851583009999999);POLYGON ((-55.34024991999999 -9.101583009999999, -55.34024991999999 -8.601583009999999, -54.84024991999999 -8.601583009999999, -54.84024991999999 -9.101583009999999, -55.34024991999999 -9.101583009999999))
1203;POINT (-55.09024991999999 -8.351583009999999);POLYGON ((-55.34024991999999 -8.601583009999999, -55.34024991999999 -8.101583009999999, -54.84024991999999 -8.101583009999999, -54.84024991999999 -8.601583009999999, -55.34024991999999 -8.601583009999999))
1204;POINT (-55.09024991999999 -7.851583009999999);POLYGON ((-55.34024991999999 -8.101583009999999, -55.34024991999999 -7.601583009999999, -54.84024991999999 -7.601583009999999, -54.84024991999999 -8.101583009999999, -55.34024991999999 -8.101583009999999))
1205;POINT (-55.09024991999999 -7.351583009999999);POLYGON ((-55.34024991999999 -7.601583009999999, -55.34024991999999 -7.101583009999999, -54.84024991999999 -7.101583009999999, -54.84024991999999 -7.601583009999999, -55.34024991999999 -7.601583009999999))
1206;POINT (-55.09024991999999 -6.851583009999999);POLYGON ((-55.34024991999999 -7.101583009999999, -55.34024991999999 -6.601583009999999, -54.84024991999999 -6.601583009999999, -54.84024991999999 -7.101583009999999, -55.34024991999999 -7.101583009999999))
1207;POINT (-55.09024991999999 -6.351583009999999);POLYGON ((-55.34024991999999 -6.601583009999999, -55.34024991999999 -6.101583009999999, -54.84024991999999 -6.101583009999999, -54.84024991999999 -6.601583009999999, -55.34024991999999 -6.601583009999999))
1208;POINT (-55.09024991999999 -5.851583009999999);POLYGON ((-55.34024991999999 -6.101583009999999, -55.34024991999999 -5.601583009999999, -54.84024991999999 -5.601583009999999, -54.84024991999999 -6.101583009999999, -55.34024991999999 -6.101583009999999))
1209;POINT (-55.09024991999999 -5.351583009999999);POLYGON ((-55.34024991999999 -5.601583009999999, -55.34024991999999 -5.101583009999999, -54.84024991999999 -5.101583009999999, -54.84024991999999 -5.601583009999999, -55.34024991999999 -5.601583009999999))
1210;POINT (-55.09024991999999 -4.851583009999999);POLYGON ((-55.34024991999999 -5.101583009999999, -55.34024991999999 -4.601583009999999, -54.84024991999999 -4.601583009999999, -54.84024991999999 -5.101583009999999, -55.34024991999999 -5.101583009999999))
1211;POINT (-55.09024991999999 -4.351583009999999);POLYGON ((-55.34024991999999 -4.601583009999999, -55.34024991999999 -4.101583009999999, -54.84024991999999 -4.101583009999999, -54.84024991999999 -4.601583009999999, -55.34024991999999 -4.601583009999999))
1212;POINT (-55.09024991999999 -3.851583009999999);POLYGON ((-55.34024991999999 -4.101583009999999, -55.34024991999999 -3.601583009999999, -54.84024991999999 -3.601583009999999, -54.84024991999999 -4.101583009999999, -55.34024991999999 -4.101583009999999))
1213;POINT (-55.09024991999999 -3.351583009999999);POLYGON ((-55.34024991999999 -3.601583009999999, -55.34024991999999 -3.101583009999999, -54.84024991999999 -3.101583009999999, -54.84024991999999 -3.601583009999999, -55.34024991999999 -3.601583009999999))
1214;POINT (-55.09024991999999 -2.851583009999999);POLYGON ((-55.34024991999999 -3.101583009999999, -55.34024991999999 -2.601583009999999, -54.84024991999999 -2.601583009999999, -54.84024991999999 -3.101583009999999, -55.34024991999999 -3.101583009999999))
1215;POINT (-55.09024991999999 -2.351583009999999);POLYGON ((-55.34024991999999 -2.601583009999999, -55.34024991999999 -2.101583009999999, -54.84024991999999 -2.101583009999999, -54.84024991999999 -2.601583009999999, -55.34024991999999 -2.601583009999999))
1216;POINT (-55.09024991999999 -1.851583009999999);POLYGON ((-55.34024991999999 -2.101583009999999, -55.34024991999999 -1.601583009999999, -54.84024991999999 -1.601583009999999, -54.84024991999999 -2.101583009999999, -55.34024991999999 -2.101583009999999))
1217;POINT (-55.09024991999999 -1.351583009999999);POLYGON ((-55.34024991999999 -1.601583009999999, -55.34024991999999 -1.101583009999999, -54.84024991999999 -1.101583009999999, -54.84024991999999 -1.601583009999999, -55.34024991999999 -1.601583009999999))
1218;POINT (-55.09024991999999 -0.8515830099999988);POLYGON ((-55.34024991999999 -1.101583009999999, -55.34024991999999 -0.6015830099999988, -54.84024991999999 -0.6015830099999988, -54.84024991999999 -1.101583009999999, -55.34024991999999 -1.101583009999999))
1219;POINT (-55.09024991999999 -0.3515830099999988);POLYGON ((-55.34024991999999 -0.6015830099999988, -55.34024991999999 -0.1015830099999988, -54.84024991999999 -0.1015830099999988, -54.84024991999999 -0.6015830099999988, -55.34024991999999 -0.6015830099999988))
1220;POINT (-55.09024991999999 0.1484169900000012);POLYGON ((-55.34024991999999 -0.1015830099999988, -55.34024991999999 0.3984169900000012, -54.84024991999999 0.3984169900000012, -54.84024991999999 -0.1015830099999988, -55.34024991999999 -0.1015830099999988))
1221;POINT (-55.09024991999999 0.6484169900000012);POLYGON ((-55.34024991999999 0.3984169900000012, -55.34024991999999 0.8984169900000012, -54.84024991999999 0.8984169900000012, -54.84024991999999 0.3984169900000012, -55.34024991999999 0.3984169900000012))
1222;POINT (-55.09024991999999 1.148416990000001);POLYGON ((-55.34024991999999 0.8984169900000012, -55.34024991999999 1.398416990000001, -54.84024991999999 1.398416990000001, -54.84024991999999 0.8984169900000012, -55.34024991999999 0.8984169900000012))
1223;POINT (-55.09024991999999 1.648416990000001);POLYGON ((-55.34024991999999 1.398416990000001, -55.34024991999999 1.898416990000001, -54.84024991999999 1.898416990000001, -54.84024991999999 1.398416990000001, -55.34024991999999 1.398416990000001))
1224;POINT (-55.09024991999999 2.148416990000001);POLYGON ((-55.34024991999999 1.898416990000001, -55.34024991999999 2.398416990000001, -54.84024991999999 2.398416990000001, -54.84024991999999 1.898416990000001, -55.34024991999999 1.898416990000001))
1225;POINT (-55.09760543629878 2.470694404705044);POLYGON ((-55.34024991999999 2.493135153736001, -55.31977692 2.51579304, -55.276884 2.51277804, -55.23432912 2.50380504, -55.20713796 2.52320202, -55.17238896 2.55976803, -55.12299588 2.56804902, -55.10261016 2.52606501, -55.05583104 2.55355497, -55.00333008 2.59135596, -54.95383116 2.58402096, -54.93494592 2.51891496, -54.91908288 2.500011, -54.871776 2.43407601, -54.84024991999999 2.436295909304786, -54.84024991999999 2.398416990000001, -55.34024991999999 2.398416990000001, -55.34024991999999 2.493135153736001))
1226;POINT (-54.38964753987315 -31.6509715219279);POLYGON ((-54.34024991999999 -31.73747203451508, -54.45396 -31.65291999, -54.45128988 -31.64111802, -54.45394092 -31.63065903, -54.45946188 -31.62830499, -54.46653984 -31.613013, -54.45684108 -31.60761102, -54.45703908 -31.60203498, -54.45237312 -31.60395099, -54.45250328584774 -31.60158301, -54.34024991999999 -31.60158301, -54.34024991999999 -31.73747203451508))
1227;POINT (-54.56691377857944 -31.30656328210406);POLYGON ((-54.45250328584774 -31.60158301, -54.45256716 -31.60042101, -54.46359612 -31.58940204, -54.46887804 -31.59291096, -54.47395188 -31.57052004, -54.48065616 -31.56998301, -54.49313196 -31.55999598, -54.49045608 -31.55203701, -54.51348204 -31.51358397, -54.51999804 -31.50894897, -54.523953 -31.51014201, -54.52360308 -31.50622899, -54.53181792 -31.50167904, -54.54655884 -31.49853201, -54.55271016 -31.49250003, -54.556686 -31.49469702, -54.55940508 -31.48747398, -54.57404016 -31.481856, -54.57940812 -31.46665797, -54.58700412 -31.45984704, -54.58577796 -31.45669497, -54.66958416 -31.45395897, -54.68315688 -31.44466602, -54.69428196 -31.44470697, -54.69666516 -31.43718099, -54.70084692 -31.43541996, -54.702792 -31.43959101, -54.71819496 -31.43880603, -54.72374508 -31.42938501, -54.75924396 -31.42515996, -54.788463 -31.43493, -54.80405604 -31.42902798, -54.81094284 -31.43499003, -54.82633608 -31.43636199, -54.83565108 -31.442013, -54.84024991999999 -31.43674371626857, -54.84024991999999 -31.10158301, -54.34024991999999 -31.10158301, -54.34024991999999 -31.60158301, -54.45250328584774 -31.60158301))
1228;POINT (-54.59024991999999 -30.85158301);POLYGON ((-54.84024991999999 -31.10158301, -54.84024991999999 -30.60158301, -54.34024991999999 -30.60158301, -54.34024991999999 -31.10158301, -54.84024991999999 -31.10158301))
1229;POINT (-54.59024991999999 -30.35158301);POLYGON ((-54.84024991999999 -30.60158301, -54.84024991999999 -30.10158301, -54.34024991999999 -30.10158301, -54.34024991999999 -30.60158301, -54.84024991999999 -30.60158301))
1230;POINT (-54.59024991999999 -29.85158301);POLYGON ((-54.84024991999999 -30.10158301, -54.84024991999999 -29.60158301, -54.34024991999999 -29.60158301, -54.34024991999999 -30.10158301, -54.84024991999999 -30.10158301))
1231;POINT (-54.59024991999999 -29.35158301);POLYGON ((-54.84024991999999 -29.60158301, -54.84024991999999 -29.10158301, -54.34024991999999 -29.10158301, -54.34024991999999 -29.60158301, -54.84024991999999 -29.60158301))
1232;POINT (-54.59024991999999 -28.85158301);POLYGON ((-54.84024991999999 -29.10158301, -54.84024991999999 -28.60158301, -54.34024991999999 -28.60158301, -54.34024991999999 -29.10158301, -54.84024991999999 -29.10158301))
1233;POINT (-54.59024991999999 -28.35158301);POLYGON ((-54.84024991999999 -28.60158301, -54.84024991999999 -28.10158301, -54.34024991999999 -28.10158301, -54.34024991999999 -28.60158301, -54.84024991999999 -28.60158301))
1234;POINT (-54.5902447547734 -27.85158814973373);POLYGON ((-54.84024991999999 -27.60661095560786, -54.83946312 -27.60522696, -54.83849355569283 -27.60158301, -54.34024991999999 -27.60158301, -54.34024991999999 -28.10158301, -54.84024991999999 -28.10158301, -54.84024991999999 -27.60661095560786))
