;QV2M;RH2M;PS;T2M;T2M_MIN;T2M_MAX;WS10M;WS50M;WS10M_MAX;WS50M_MAX;WS10M_MIN;WS50M_MIN;T2M_MIN_MINIMO;T2M_MAX_MAXIMO;WS10M_MAX_MAXIMO;WS50M_MAX_MAXIMO;WS10M_MIN_MINIMO;WS50M_MIN_MINIMO;center_point;envelope
20230530;13.908145246170012;64.21749853818281;98.69608116009807;27.381727283358472;21.591054847386022;34.86750321599784;5.332418430592897;7.0611881651269135;7.306947725412252;9.262094491872285;3.39504970178926;5.138980236229691;16.53;40.49;11.42;14.19;0.05;0.08;POINT (-37 -6);POLYGON ((-37.125 -6.125, -36.875 -6.125, -36.875 -5.875, -37.125 -5.875, -37.125 -6.125))
20230530;14.533070985849514;64.68745059057429;100.1460063150506;28.06675593497809;22.64709507659901;34.99949713483777;5.41778622383348;7.128701906209767;7.262844111799777;9.173766810899313;3.391462986785166;5.160975324523439;17.78;40.33;11.84;14.78;0.02;0.05;POINT (-37 -5.75);POLYGON ((-37.125 -5.875, -36.875 -5.875, -36.875 -5.625, -37.125 -5.625, -37.125 -5.875))
20230530;14.533070985849514;64.68745059057429;100.1460063150506;28.06675593497809;22.64709507659901;34.99949713483777;5.41778622383348;7.128701906209767;7.262844111799777;9.173766810899313;3.391462986785166;5.160975324523439;17.78;40.33;11.84;14.78;0.02;0.05;POINT (-37 -5.5);POLYGON ((-37.125 -5.625, -36.875 -5.625, -36.875 -5.375, -37.125 -5.375, -37.125 -5.625))
20230530;16.1968202549409;71.27563676762954;100.69185124546836;27.68690562507293;24.38421237282171;31.790820956612933;6.412251198690219;7.825098818851615;7.815749035200577;9.545690562507303;5.013383230031568;6.260838498421232;20.57;35.34;12.47;15.12;0.15;0.17;POINT (-37 -5.25);POLYGON ((-37.125 -5.375, -36.875 -5.375, -36.875 -5.125, -37.125 -5.125, -37.125 -5.375))
20230530;16.1968202549409;71.27563676762954;100.69185124546836;27.68690562507293;24.38421237282171;31.790820956612933;6.412251198690219;7.825098818851615;7.815749035200577;9.545690562507303;5.013383230031568;6.260838498421232;20.57;35.34;12.47;15.12;0.15;0.17;POINT (-37 -5);POLYGON ((-37.125 -5.125, -36.875 -5.125, -36.875 -4.875, -37.125 -4.875, -37.125 -5.125))
20230530;13.908145246170012;64.21749853818281;98.69608116009807;27.381727283358472;21.591054847386022;34.86750321599784;5.332418430592897;7.0611881651269135;7.306947725412252;9.262094491872285;3.39504970178926;5.138980236229691;16.53;40.49;11.42;14.19;0.05;0.08;POINT (-36.75 -6);POLYGON ((-36.875 -6.125, -36.625 -6.125, -36.625 -5.875, -36.875 -5.875, -36.875 -6.125))
20230530;14.533070985849514;64.68745059057429;100.1460063150506;28.06675593497809;22.64709507659901;34.99949713483777;5.41778622383348;7.128701906209767;7.262844111799777;9.173766810899313;3.391462986785166;5.160975324523439;17.78;40.33;11.84;14.78;0.02;0.05;POINT (-36.75 -5.75);POLYGON ((-36.875 -5.875, -36.625 -5.875, -36.625 -5.625, -36.875 -5.625, -36.875 -5.875))
20230530;14.533070985849514;64.68745059057429;100.1460063150506;28.06675593497809;22.64709507659901;34.99949713483777;5.41778622383348;7.128701906209767;7.262844111799777;9.173766810899313;3.391462986785166;5.160975324523439;17.78;40.33;11.84;14.78;0.02;0.05;POINT (-36.75 -5.5);POLYGON ((-36.875 -5.625, -36.625 -5.625, -36.625 -5.375, -36.875 -5.375, -36.875 -5.625))
20230530;16.1968202549409;71.27563676762954;100.69185124546836;27.68690562507293;24.38421237282171;31.790820956612933;6.412251198690219;7.825098818851615;7.815749035200577;9.545690562507303;5.013383230031568;6.260838498421232;20.57;35.34;12.47;15.12;0.15;0.17;POINT (-36.75 -5.25);POLYGON ((-36.875 -5.375, -36.625 -5.375, -36.625 -5.125, -36.875 -5.125, -36.875 -5.375))
20230530;16.1968202549409;71.27563676762954;100.69185124546836;27.68690562507293;24.38421237282171;31.790820956612933;6.412251198690219;7.825098818851615;7.815749035200577;9.545690562507303;5.013383230031568;6.260838498421232;20.57;35.34;12.47;15.12;0.15;0.17;POINT (-36.75 -5);POLYGON ((-36.875 -5.125, -36.625 -5.125, -36.625 -4.875, -36.875 -4.875, -36.875 -5.125))
20230530;14.501039644485862;71.80583089697136;97.91660273652192;25.741220909834844;21.036481113319915;32.47589404747953;5.799923985498786;7.646823763302541;7.596996842474557;9.328947491521443;4.110730908665651;6.23325342065257;16.16;39.15;11.41;14.62;0.07;0.03;POINT (-36.5 -6);POLYGON ((-36.625 -6.125, -36.375 -6.125, -36.375 -5.875, -36.625 -5.875, -36.625 -6.125))
20230530;15.214646240205706;71.05417495029789;99.77237048298429;26.895758390831165;22.523145830896745;32.93964214711692;5.826669395392336;7.65821190504036;7.563479125248542;9.28921295754883;4.058464507075193;6.125336217986214;17.9;38.08;11.39;14.21;0.15;0.05;POINT (-36.5 -5.75);POLYGON ((-36.625 -5.875, -36.375 -5.875, -36.375 -5.625, -36.625 -5.625, -36.625 -5.875))
20230530;15.214646240205706;71.05417495029789;99.77237048298429;26.895758390831165;22.523145830896745;32.93964214711692;5.826669395392336;7.65821190504036;7.563479125248542;9.28921295754883;4.058464507075193;6.125336217986214;17.9;38.08;11.39;14.21;0.15;0.05;POINT (-36.5 -5.5);POLYGON ((-36.625 -5.625, -36.375 -5.625, -36.375 -5.375, -36.625 -5.375, -36.625 -5.625))
