;center_point;envelope
85;POINT (-45.85471684 -4.448939000000003);POLYGON ((-46.10471684 -4.698939000000003, -46.10471684 -4.198939000000003, -45.60471684 -4.198939000000003, -45.60471684 -4.698939000000003, -46.10471684 -4.698939000000003))
86;POINT (-45.85471684 -3.948939000000003);POLYGON ((-46.10471684 -4.198939000000003, -46.10471684 -3.698939000000003, -45.60471684 -3.698939000000003, -45.60471684 -4.198939000000003, -46.10471684 -4.198939000000003))
87;POINT (-45.85471684 -3.448939000000003);POLYGON ((-46.10471684 -3.698939000000003, -46.10471684 -3.198939000000003, -45.60471684 -3.198939000000003, -45.60471684 -3.698939000000003, -46.10471684 -3.698939000000003))
88;POINT (-45.85471684 -2.948939000000003);POLYGON ((-46.10471684 -3.198939000000003, -46.10471684 -2.698939000000003, -45.60471684 -2.698939000000003, -45.60471684 -3.198939000000003, -46.10471684 -3.198939000000003))
89;POINT (-45.85471684 -2.448939000000003);POLYGON ((-46.10471684 -2.698939000000003, -46.10471684 -2.198939000000003, -45.60471684 -2.198939000000003, -45.60471684 -2.698939000000003, -46.10471684 -2.698939000000003))
90;POINT (-45.85471684 -1.948939000000003);POLYGON ((-46.10471684 -2.198939000000003, -46.10471684 -1.698939000000003, -45.60471684 -1.698939000000003, -45.60471684 -2.198939000000003, -46.10471684 -2.198939000000003))
91;POINT (-45.86226713258194 -1.459475075139018);MULTIPOLYGON (((-46.10471684 -1.344760659194335, -46.10425896 -1.34249598, -46.09590984 -1.33265502, -46.094859 -1.32676902, -46.09878804 -1.32292602, -46.10471684 -1.324120249137238, -46.10471684 -1.201131997575122, -46.10374416 -1.20172698, -46.10317788 -1.20207303, -46.08974664859858 -1.198939000000003, -45.95214239272052 -1.198939000000003, -45.94871484 -1.20846699, -45.95269104 -1.230246, -45.95632992 -1.23340302, -45.94806792 -1.23827103, -45.94165992 -1.22914899, -45.93250296 -1.20115998, -45.93375155761571 -1.198939000000003, -45.91506933582188 -1.198939000000003, -45.915498 -1.20042, -45.91465395080739 -1.198939000000003, -45.86406649345557 -1.198939000000003, -45.86444388 -1.20017403, -45.87910704 -1.21347099, -45.89735904 -1.22176998, -45.89427888 -1.22415903, -45.89545212 -1.227366, -45.90432612 -1.22255496, -45.89611596 -1.23030099, -45.89647488 -1.23803199, -45.90464184 -1.238706, -45.91185516 -1.23530499, -45.90808812 -1.240128, -45.90227088 -1.24128603, -45.90662292 -1.249677, -45.90306 -1.25961696, -45.90064188 -1.25763696, -45.90380196 -1.25013096, -45.90140796 -1.24383402, -45.89411904 -1.23893199, -45.893394 -1.23059799, -45.88506108 -1.22228199, -45.86687316 -1.22220504, -45.84694104 -1.20880197, -45.84963384 -1.21919202, -45.86456808 -1.23335901, -45.87067404 -1.24751799, -45.86274288 -1.23498198, -45.84475188 -1.22024304, -45.84647304 -1.229679, -45.87983496 -1.25974296, -45.88034184 -1.26441603, -45.85609008 -1.26152604, -45.86338584 -1.27079496, -45.86346288 -1.27851804, -45.85978188 -1.283607, -45.86069916 -1.27025901, -45.85304916 -1.26161496, -45.83677716 -1.22996097, -45.83441306229942 -1.198939000000003, -45.82509048226975 -1.198939000000003, -45.81939096 -1.20427398, -45.81184392 -1.22118399, -45.82254096 -1.241352, -45.82298988 -1.24860699, -45.81011196 -1.22135697, -45.81705354037443 -1.198939000000003, -45.80254617248303 -1.198939000000003, -45.80378892 -1.207548, -45.80269812 -1.21357602, -45.79518384 -1.22174001, -45.822555 -1.26597096, -45.83161116 -1.27011402, -45.839727 -1.280763, -45.83717496 -1.28990196, -45.83184408 -1.29510603, -45.820314 -1.29852396, -45.82177884 -1.31185602, -45.81255312 -1.31647104, -45.80472096 -1.313244, -45.79711596 -1.32343596, -45.802314 -1.33829901, -45.80076492 -1.34407701, -45.79818912 -1.33437501, -45.79478712 -1.32226704, -45.80501112 -1.31133798, -45.81221904 -1.314648, -45.81990504 -1.31105898, -45.81842184 -1.29715596, -45.82935684 -1.29390102, -45.83812284 -1.28347497, -45.83128788 -1.27525698, -45.80599392 -1.25890497, -45.802971 -1.24999299, -45.78570216 -1.24943103, -45.78020784 -1.26474399, -45.79677216 -1.27629396, -45.80987292 -1.27136097, -45.81451908 -1.27582704, -45.80776908 -1.27356399, -45.79391916 -1.27862397, -45.781938 -1.26971298, -45.77704416 -1.27472697, -45.77457492 -1.27046898, -45.77777316 -1.26912699, -45.78438096 -1.24408098, -45.76869504 -1.21666302, -45.76786457975854 -1.198939000000003, -45.75932711320459 -1.198939000000003, -45.75932784 -1.20155103, -45.75654303501184 -1.198939000000003, -45.72087445809396 -1.198939000000003, -45.72087912 -1.19897001, -45.725202 -1.20028896, -45.724716 -1.21263498, -45.72960408 -1.21460202, -45.72524592 -1.22249898, -45.73911492 -1.23613803, -45.74558808 -1.23698304, -45.74416212 -1.24094196, -45.73696284 -1.23787197, -45.73747116 -1.24118496, -45.72882684 -1.23059097, -45.71871696 -1.231281, -45.71150508 -1.24827597, -45.69438204 -1.26922896, -45.69510816 -1.282716, -45.70209396 -1.29864303, -45.69914304 -1.30839003, -45.718524 -1.31344398, -45.72366984 -1.32102297, -45.72099288 -1.32659496, -45.72849996 -1.341909, -45.729621 -1.34586801, -45.72107784 -1.35018198, -45.72657108 -1.34161596, -45.717903 -1.32856398, -45.71752896 -1.318545, -45.71295192 -1.31409603, -45.70448616 -1.31553504, -45.69761988 -1.312839, -45.68917284 -1.31760702, -45.69212916 -1.32900498, -45.69011712 -1.33694199, -45.67758192 -1.34440803, -45.70317288 -1.354356, -45.70902792 -1.362159, -45.71686188 -1.36609902, -45.71975088 -1.37523501, -45.73016784 -1.37526597, -45.73873404 -1.38111003, -45.74870604 -1.368378, -45.74695896 -1.37259, -45.75393612 -1.37828097, -45.74474496 -1.37474802, -45.739638 -1.38306798, -45.73056312 -1.37822796, -45.71785008 -1.37738196, -45.71415216 -1.36745397, -45.69999984 -1.357857, -45.70245288 -1.389447, -45.71929116 -1.40291604, -45.72531 -1.41700302, -45.71805384 -1.40440401, -45.703467 -1.39415598, -45.69922296 -1.39236804, -45.68759604 -1.39735998, -45.68576004 -1.39567401, -45.68884488 -1.39140198, -45.69676416 -1.385892, -45.69764796 -1.37633202, -45.69431796 -1.37072403, -45.67852692 -1.36670499, -45.66722292 -1.36760103, -45.67650516 -1.37784798, -45.66340692 -1.36900296, -45.63763488 -1.37183301, -45.62745012 -1.36373202, -45.61535916 -1.34070399, -45.61423812 -1.32342102, -45.62087112 -1.30766796, -45.61359408 -1.27806102, -45.608535 -1.272357, -45.60471684 -1.27073631940873, -45.60471684 -1.302648506503759, -45.60845184 -1.30263498, -45.60471684 -1.303126743186837, -45.60471684 -1.337896277638953, -45.60779484 -1.34175798, -45.60471684 -1.343429638563863, -45.60471684 -1.698939000000003, -46.10471684 -1.698939000000003, -46.10471684 -1.344760659194335)), ((-45.60471684 -1.342157958107941, -45.60536808 -1.34133102, -45.60471684 -1.340411733518699, -45.60471684 -1.342157958107941)), ((-45.62558134658484 -1.198939000000003, -45.63043308 -1.20984201, -45.63212004 -1.23353199, -45.62385084 -1.23365997, -45.62220816 -1.24632297, -45.62537004 -1.25056404, -45.62293392 -1.25250903, -45.62413884 -1.25894097, -45.63096984 -1.26675396, -45.641088 -1.31463099, -45.63614484 -1.33336197, -45.63210996 -1.33259904, -45.63244692 -1.34833302, -45.64106784 -1.35566397, -45.69488316 -1.36236699, -45.69602184 -1.35712998, -45.67917312 -1.35161496, -45.67272696 -1.34544798, -45.67480812 -1.33972902, -45.68700384 -1.33067196, -45.68217588 -1.32122304, -45.67521312 -1.318914, -45.67264596 -1.31281803, -45.67669416 -1.29855996, -45.685746 -1.29008799, -45.68353308 -1.26862101, -45.67164912 -1.26076599, -45.66704688 -1.26136602, -45.65756484 -1.25331201, -45.65005884 -1.27244097, -45.64292184 -1.27251504, -45.64633284 -1.28462202, -45.65954808 -1.29179799, -45.65328984 -1.31102604, -45.65117196 -1.30860999, -45.65748492 -1.29180699, -45.64429092 -1.28607201, -45.63803592 -1.27467603, -45.64753704 -1.26209898, -45.63544608 -1.24520697, -45.63883296 -1.20649896, -45.63811677755751 -1.198939000000003, -45.62558134658484 -1.198939000000003)), ((-45.63198216 -1.32127596, -45.63080388 -1.31372298, -45.623709 -1.32716403, -45.62812512 -1.33938198, -45.63198216 -1.32127596)), ((-45.63925992 -1.308303, -45.63627984 -1.29974904, -45.63591696 -1.31982102, -45.63925992 -1.308303)), ((-45.65277288 -1.36229202, -45.64306908 -1.35834102, -45.63823212 -1.36106496, -45.64686816 -1.36420596, -45.65277288 -1.36229202)), ((-45.64924416 -1.24526196, -45.64608192 -1.24209099, -45.63908208 -1.24478397, -45.64577988 -1.25031699, -45.64924416 -1.24526196)), ((-45.64941084 -1.26912204, -45.64991808 -1.26743103, -45.64765008 -1.26721899, -45.64577808 -1.270548, -45.64941084 -1.26912204)), ((-45.66069792 -1.24458102, -45.66793896 -1.25322399, -45.68300388 -1.26165897, -45.69726816 -1.24221204, -45.69272604 -1.24413102, -45.69955308 -1.23400899, -45.69934392 -1.21975902, -45.69723288 -1.21704399, -45.68990688 -1.21734198, -45.69649884 -1.21276701, -45.68826204 -1.20070296, -45.68284512 -1.21530798, -45.67595904 -1.21640103, -45.67194684 -1.22982597, -45.67384908 -1.21616703, -45.68132016 -1.21176603, -45.68449632241663 -1.198939000000003, -45.67393142152451 -1.198939000000003, -45.66567204 -1.21466403, -45.65794608 -1.22169402, -45.66171492 -1.23503202, -45.65899692 -1.23732297, -45.66069792 -1.24458102)), ((-45.692595 -1.29928401, -45.690597 -1.28797704, -45.68492484 -1.29708198, -45.67768704 -1.29996504, -45.67716216 -1.31497596, -45.68259816 -1.31671602, -45.68502384 -1.31020398, -45.69353388 -1.30385898, -45.692595 -1.29928401)), ((-45.77890126990891 -1.198939000000003, -45.77828508 -1.20125097, -45.7774086769239 -1.198939000000003, -45.77619168184895 -1.198939000000003, -45.77550912 -1.21014504, -45.78585696 -1.22757696, -45.79585992 -1.21337604, -45.79787190316382 -1.198939000000003, -45.77890126990891 -1.198939000000003)), ((-45.80172396 -1.24166097, -45.79435584 -1.23448104, -45.787923 -1.23509304, -45.79081596 -1.24809597, -45.79781004 -1.24739001, -45.80172396 -1.24166097)), ((-45.812574 -1.255266, -45.81262908 -1.26077103, -45.81782208 -1.26165996, -45.812574 -1.255266)), ((-45.86207292 -1.25921502, -45.85560516 -1.25258301, -45.85510008 -1.25988102, -45.86207292 -1.25921502)))
92;POINT (-45.89645114958408 -1.144396934502821);MULTIPOLYGON (((-45.60534684 -1.17523602, -45.60966684 -1.17825498, -45.610686 -1.17245502, -45.611676 -1.17749997, -45.617976 -1.18184796, -45.62558134658484 -1.198939000000003, -45.63811677755751 -1.198939000000003, -45.63612396 -1.17790299, -45.62977608 -1.16042004, -45.63074988 -1.14672996, -45.61969212 -1.13102001, -45.61620912 -1.13631804, -45.61526592 -1.13340096, -45.61604784 -1.12935699, -45.62876412 -1.12681503, -45.62189316 -1.11627603, -45.61544304 -1.11552201, -45.60471684 -1.125567779392635, -45.60471684 -1.136093966314379, -45.60548904 -1.14192099, -45.60471684 -1.147243973574525, -45.60471684 -1.172989829385188, -45.60534684 -1.17523602)), ((-45.68449632241663 -1.198939000000003, -45.68521392 -1.19604096, -45.68002416 -1.18733904, -45.67393142152451 -1.198939000000003, -45.68449632241663 -1.198939000000003)), ((-45.75654303501184 -1.198939000000003, -45.75633084 -1.19873997, -45.75216312 -1.192284, -45.75294504 -1.18736298, -45.74146212 -1.17069201, -45.74349288 -1.15976196, -45.73817496 -1.15755903, -45.73976904 -1.15080003, -45.73557792 -1.15143102, -45.73252008 -1.14702804, -45.72903996 -1.14895998, -45.73069992 -1.14283602, -45.727407 -1.14022503, -45.73486404 -1.13639697, -45.73466784 -1.13230098, -45.71393796 -1.12675302, -45.69256584 -1.12736898, -45.68550804 -1.13546403, -45.68099112 -1.13599602, -45.67782492 -1.142415, -45.67929192 -1.14814602, -45.68249916 -1.14644898, -45.68729184 -1.15761501, -45.69022584 -1.15556499, -45.69106788 -1.15975701, -45.69462684 -1.15798599, -45.69621192 -1.16631297, -45.707616 -1.17881298, -45.71058888 -1.178577, -45.71986104 -1.19219796, -45.72087445809396 -1.198939000000003, -45.75654303501184 -1.198939000000003)), ((-45.76786457975854 -1.198939000000003, -45.76753116 -1.19182302, -45.76546404 -1.19026998, -45.75932604 -1.19508201, -45.75932711320459 -1.198939000000003, -45.76786457975854 -1.198939000000003)), ((-45.764496 -1.18697499, -45.76179996 -1.18553202, -45.76082796 -1.18922904, -45.764496 -1.18697499)), ((-45.7774086769239 -1.198939000000003, -45.77636016 -1.19617299, -45.77619168184895 -1.198939000000003, -45.7774086769239 -1.198939000000003)), ((-45.798318 -1.19573802, -45.79419996 -1.18832904, -45.78723108 -1.18661202, -45.78119496 -1.19033298, -45.77890126990891 -1.198939000000003, -45.79787190316382 -1.198939000000003, -45.798318 -1.19573802)), ((-45.81705354037443 -1.198939000000003, -45.82315908 -1.17922104, -45.81550404 -1.16727003, -45.796212 -1.158975, -45.79127784 -1.16261496, -45.794115 -1.17001197, -45.78816996 -1.167084, -45.791541 -1.17925101, -45.80085492 -1.18722303, -45.80254617248303 -1.198939000000003, -45.81705354037443 -1.198939000000003)), ((-45.81826992 -1.13096196, -45.816651 -1.12133799, -45.80468712 -1.11255003, -45.79310484 -1.11902598, -45.79326288 -1.12347198, -45.79846812 -1.12661001, -45.79464312 -1.13774103, -45.80378316 -1.15082001, -45.81613512 -1.14845499, -45.81826992 -1.13096196)), ((-45.81712908 -1.15489899, -45.81680904 -1.15276104, -45.81634896 -1.153062, -45.81656316 -1.15552296, -45.81678384 -1.15545996, -45.81712908 -1.15489899)), ((-45.82010196 -1.15667604, -45.81908604 -1.15473501, -45.81826596 -1.15648902, -45.818514 -1.15795602, -45.81954288 -1.15901199, -45.82010196 -1.15667604)), ((-45.83441306229942 -1.198939000000003, -45.83438784 -1.19860803, -45.83102508 -1.19338398, -45.82509048226975 -1.198939000000003, -45.83441306229942 -1.198939000000003)), ((-45.93375155761571 -1.198939000000003, -45.93739392 -1.19246004, -45.90901188 -1.14216003, -45.90320184 -1.14775002, -45.90681084 -1.13866596, -45.89696016 -1.12498497, -45.89463204 -1.115703, -45.88710192 -1.11434202, -45.89048988 -1.10720601, -45.87497712 -1.09730601, -45.88364304 -1.09921698, -45.88631316 -1.09175202, -45.86870412 -1.07306199, -45.86064012 -1.07551296, -45.86195016 -1.07113797, -45.85761108 -1.07038404, -45.86604804 -1.06794297, -45.87116184 -1.06081704, -45.863766 -1.05432201, -45.84661488 -1.04867901, -45.85055508 -1.048851, -45.84703716 -1.04459796, -45.84103704 -1.04425704, -45.84057804 -1.04661801, -45.84413088 -1.04650596, -45.837351 -1.053684, -45.83362104 -1.08756801, -45.83867184 -1.10081502, -45.84295188 -1.09282698, -45.841662 -1.10144601, -45.85388112 -1.11519, -45.85152996 -1.12540797, -45.88034616 -1.13368797, -45.88233516 -1.13944896, -45.90478188 -1.163214, -45.90798696 -1.17523503, -45.91365804 -1.18150497, -45.90784296 -1.17726804, -45.90377712 -1.178307, -45.90647388 -1.19301102, -45.91392084 -1.19497104, -45.91506933582188 -1.198939000000003, -45.93375155761571 -1.198939000000003)), ((-45.91465395080739 -1.198939000000003, -45.91303308 -1.19609496, -45.90212112 -1.19162997, -45.89939304 -1.17385299, -45.88449804 -1.15459101, -45.86968008 -1.14545403, -45.86136192 -1.15118397, -45.86265612 -1.15661403, -45.877095 -1.17162099, -45.87460704 -1.17546399, -45.87696792 -1.18022499, -45.88752816 -1.18032903, -45.884637 -1.18343502, -45.87682716 -1.18192104, -45.86913 -1.170981, -45.865125 -1.17184104, -45.86188788 -1.16665101, -45.85911588 -1.17285498, -45.87142212 -1.19230596, -45.86078988 -1.188216, -45.86406649345557 -1.198939000000003, -45.91465395080739 -1.198939000000003)), ((-46.08974664859858 -1.198939000000003, -46.07667108 -1.19588796, -46.074627 -1.16064396, -46.06755984 -1.15003503, -46.06788384 -1.16392203, -46.06600896 -1.16211402, -46.06428816 -1.14392304, -46.05594408 -1.131228, -46.05307416 -1.13126904, -46.04888988 -1.141866, -46.04865192 -1.150533, -46.03985388 -1.17254898, -46.03698 -1.16702397, -46.04363208 -1.15295904, -46.04179284 -1.13332401, -46.04564988 -1.12078701, -46.03465512 -1.10547504, -46.02996288 -1.105848, -46.01905596 -1.08237798, -46.01611008 -1.083141, -46.017504 -1.08882, -46.01432016 -1.08525303, -46.01761884 -1.07455896, -46.01512116 -1.06479099, -46.01124612 -1.06464303, -46.002132 -1.07527797, -46.00237788 -1.08453996, -45.99906192 -1.08925299, -45.99749304 -1.06123599, -45.99352584 -1.05626601, -45.98898192 -1.05853302, -45.98751096 -1.04726097, -45.983619 -1.04476797, -45.97711992 -1.04789097, -45.96454296 -1.046241, -45.96457608 -1.05718302, -45.97625412 -1.06085502, -45.97886304 -1.06661997, -45.97028316 -1.06178904, -45.96458112 -1.06749099, -45.96224112 -1.07721504, -45.95699088 -1.07961399, -45.95789916 -1.08477, -45.96723396 -1.09399698, -45.97149996 -1.08408096, -45.988164 -1.08873999, -45.97051896 -1.086975, -45.97143516 -1.10570904, -45.97626888 -1.10464299, -45.97392996 -1.10907999, -45.98163792 -1.12210596, -45.97619688 -1.11577401, -45.95919912 -1.10732301, -45.95324688 -1.10834496, -45.95239692 -1.12313997, -45.95734404 -1.13131899, -45.97381116 -1.13238, -45.98978904 -1.13772996, -45.98500716 -1.14653997, -45.99146592 -1.152324, -45.99394992 -1.162062, -45.98558208 -1.15462701, -45.98194212 -1.159092, -45.98488512 -1.16678304, -45.98079192 -1.16633097, -45.976887 -1.16085699, -45.98220996 -1.15313004, -45.97491312 -1.14267303, -45.96459696 -1.14067602, -45.96308316 -1.14552504, -45.958104 -1.13893704, -45.94183596 -1.138185, -45.94933512 -1.152351, -45.94976388 -1.157283, -45.94453884 -1.160766, -45.94993092 -1.17485703, -45.94909896 -1.189872, -45.952641 -1.19755296, -45.95214239272052 -1.198939000000003, -46.08974664859858 -1.198939000000003)), ((-45.95192208 -1.10274804, -45.95262084 -1.10373003, -45.95330412 -1.10396403, -45.95637384 -1.10565702, -45.95751396 -1.10471202, -45.95451012 -1.10318796, -45.95192208 -1.10274804)))
93;POINT (-45.42791986354231 -14.80224149048092);POLYGON ((-45.10471684 -14.75068851328321, -45.15246108 -14.74209702, -45.16604388 -14.734854, -45.16318584 -14.731938, -45.17159688 -14.73423201, -45.17387208 -14.74087203, -45.18148788 -14.74412796, -45.18918684 -14.74199802, -45.19087992 -14.74926498, -45.20457684 -14.744493, -45.21682008 -14.75470602, -45.21623904 -14.75744598, -45.22884588 -14.76527598, -45.23124204 -14.77456002, -45.24154992 -14.78607804, -45.246357 -14.78351304, -45.25829388 -14.78907504, -45.26267616 -14.80175802, -45.270765 -14.798376, -45.27399312 -14.81105502, -45.28832112 -14.81766201, -45.28649412 -14.82129099, -45.28973592 -14.825286, -45.28527012 -14.83203096, -45.29504592 -14.82690996, -45.30215196 -14.82839703, -45.30560292 -14.83387497, -45.30974184 -14.83624404, -45.31514688 -14.83261497, -45.31101696 -14.84065197, -45.31762404 -14.85212202, -45.32207616 -14.85161901, -45.32968908 -14.85905904, -45.35245188 -14.86365804, -45.349497 -14.867622, -45.35151984 -14.87563497, -45.355149 -14.87706003, -45.36355608 -14.87124801, -45.36590508 -14.87722302, -45.37167588 -14.88050496, -45.36851688 -14.88904002, -45.370323 -14.89368501, -45.38071008 -14.89736097, -45.39937608 -14.91705396, -45.42062508 -14.92613703, -45.424458 -14.92492302, -45.42549912 -14.91998598, -45.43317504 -14.92116903, -45.44207604 -14.93480502, -45.45079308 -14.93827299, -45.44866188 -14.94221004, -45.45491688 -14.94862596, -45.45470988 -14.95326996, -45.469431 -14.94960696, -45.48962988 -14.96031498, -45.49807008 -14.94593397, -45.51356592 -14.95352097, -45.52027488 -14.95311003, -45.533052 -14.93917902, -45.54698904 -14.93813997, -45.55325808 -14.94465903, -45.56631816 -14.94440604, -45.56662812 -14.95604799, -45.58799412 -14.97327102, -45.58635504 -14.97770802, -45.59306184 -14.97505401, -45.594099 -14.98377897, -45.60229008 -14.98908501, -45.60056892 -14.99580801, -45.60471684 -14.99601149622108, -45.60471684 -14.698939, -45.10471684 -14.698939, -45.10471684 -14.75068851328321))
94;POINT (-45.35471684 -14.448939);POLYGON ((-45.60471684 -14.698939, -45.60471684 -14.198939, -45.10471684 -14.198939, -45.10471684 -14.698939, -45.60471684 -14.698939))
95;POINT (-45.35471684 -13.948939);POLYGON ((-45.60471684 -14.198939, -45.60471684 -13.698939, -45.10471684 -13.698939, -45.10471684 -14.198939, -45.60471684 -14.198939))
96;POINT (-45.35471684 -13.448939);POLYGON ((-45.60471684 -13.698939, -45.60471684 -13.198939, -45.10471684 -13.198939, -45.10471684 -13.698939, -45.60471684 -13.698939))
97;POINT (-45.35471684 -12.948939);POLYGON ((-45.60471684 -13.198939, -45.60471684 -12.698939, -45.10471684 -12.698939, -45.10471684 -13.198939, -45.60471684 -13.198939))
98;POINT (-45.35471684 -12.448939);POLYGON ((-45.60471684 -12.698939, -45.60471684 -12.198939, -45.10471684 -12.198939, -45.10471684 -12.698939, -45.60471684 -12.698939))
99;POINT (-45.35471684 -11.948939);POLYGON ((-45.60471684 -12.198939, -45.60471684 -11.698939, -45.10471684 -11.698939, -45.10471684 -12.198939, -45.60471684 -12.198939))
100;POINT (-45.35471684 -11.448939);POLYGON ((-45.60471684 -11.698939, -45.60471684 -11.198939, -45.10471684 -11.198939, -45.10471684 -11.698939, -45.60471684 -11.698939))
101;POINT (-45.35471684 -10.948939);POLYGON ((-45.60471684 -11.198939, -45.60471684 -10.698939, -45.10471684 -10.698939, -45.10471684 -11.198939, -45.60471684 -11.198939))
102;POINT (-45.35471684 -10.448939);POLYGON ((-45.60471684 -10.698939, -45.60471684 -10.198939, -45.10471684 -10.198939, -45.10471684 -10.698939, -45.60471684 -10.698939))
103;POINT (-45.35471684 -9.948939000000003);POLYGON ((-45.60471684 -10.198939, -45.60471684 -9.698939000000003, -45.10471684 -9.698939000000003, -45.10471684 -10.198939, -45.60471684 -10.198939))
104;POINT (-45.35471684 -9.448939000000003);POLYGON ((-45.60471684 -9.698939000000003, -45.60471684 -9.198939000000003, -45.10471684 -9.198939000000003, -45.10471684 -9.698939000000003, -45.60471684 -9.698939000000003))
105;POINT (-45.35471684 -8.948939000000003);POLYGON ((-45.60471684 -9.198939000000003, -45.60471684 -8.698939000000003, -45.10471684 -8.698939000000003, -45.10471684 -9.198939000000003, -45.60471684 -9.198939000000003))
106;POINT (-45.35471684 -8.448939000000003);POLYGON ((-45.60471684 -8.698939000000003, -45.60471684 -8.198939000000003, -45.10471684 -8.198939000000003, -45.10471684 -8.698939000000003, -45.60471684 -8.698939000000003))
107;POINT (-45.35471684 -7.948939000000003);POLYGON ((-45.60471684 -8.198939000000003, -45.60471684 -7.698939000000003, -45.10471684 -7.698939000000003, -45.10471684 -8.198939000000003, -45.60471684 -8.198939000000003))
108;POINT (-45.35471684 -7.448939000000003);POLYGON ((-45.60471684 -7.698939000000003, -45.60471684 -7.198939000000003, -45.10471684 -7.198939000000003, -45.10471684 -7.698939000000003, -45.60471684 -7.698939000000003))
109;POINT (-45.35471684 -6.948939000000003);POLYGON ((-45.60471684 -7.198939000000003, -45.60471684 -6.698939000000003, -45.10471684 -6.698939000000003, -45.10471684 -7.198939000000003, -45.60471684 -7.198939000000003))
110;POINT (-45.35471684 -6.448939000000003);POLYGON ((-45.60471684 -6.698939000000003, -45.60471684 -6.198939000000003, -45.10471684 -6.198939000000003, -45.10471684 -6.698939000000003, -45.60471684 -6.698939000000003))
111;POINT (-45.35471684 -5.948939000000003);POLYGON ((-45.60471684 -6.198939000000003, -45.60471684 -5.698939000000003, -45.10471684 -5.698939000000003, -45.10471684 -6.198939000000003, -45.60471684 -6.198939000000003))
112;POINT (-45.35471684 -5.448939000000003);POLYGON ((-45.60471684 -5.698939000000003, -45.60471684 -5.198939000000003, -45.10471684 -5.198939000000003, -45.10471684 -5.698939000000003, -45.60471684 -5.698939000000003))
113;POINT (-45.35471684 -4.948939000000003);POLYGON ((-45.60471684 -5.198939000000003, -45.60471684 -4.698939000000003, -45.10471684 -4.698939000000003, -45.10471684 -5.198939000000003, -45.60471684 -5.198939000000003))
114;POINT (-45.35471684 -4.448939000000003);POLYGON ((-45.60471684 -4.698939000000003, -45.60471684 -4.198939000000003, -45.10471684 -4.198939000000003, -45.10471684 -4.698939000000003, -45.60471684 -4.698939000000003))
115;POINT (-45.35471684 -3.948939000000003);POLYGON ((-45.60471684 -4.198939000000003, -45.60471684 -3.698939000000003, -45.10471684 -3.698939000000003, -45.10471684 -4.198939000000003, -45.60471684 -4.198939000000003))
116;POINT (-45.35471684 -3.448939000000003);POLYGON ((-45.60471684 -3.698939000000003, -45.60471684 -3.198939000000003, -45.10471684 -3.198939000000003, -45.10471684 -3.698939000000003, -45.60471684 -3.698939000000003))
117;POINT (-45.35471684 -2.948939000000003);POLYGON ((-45.60471684 -3.198939000000003, -45.60471684 -2.698939000000003, -45.10471684 -2.698939000000003, -45.10471684 -3.198939000000003, -45.60471684 -3.198939000000003))
118;POINT (-45.35471684 -2.448939000000003);POLYGON ((-45.60471684 -2.698939000000003, -45.60471684 -2.198939000000003, -45.10471684 -2.198939000000003, -45.10471684 -2.698939000000003, -45.60471684 -2.698939000000003))
119;POINT (-45.35472289140994 -1.949732369568596);POLYGON ((-45.39931780341933 -1.698939000000003, -45.40232016 -1.70564103, -45.40182696 -1.70788698, -45.39927096 -1.70569404, -45.39695459644791 -1.698939000000003, -45.37323756066464 -1.698939000000003, -45.37298196 -1.70051796, -45.38539116 -1.71152604, -45.37019484 -1.70082504, -45.37029267346506 -1.698939000000003, -45.3625251223519 -1.698939000000003, -45.36567108 -1.71045999, -45.35940384 -1.72845999, -45.35240184 -1.736253, -45.34765416 -1.73495196, -45.338409 -1.73241999, -45.34081488 -1.711881, -45.33814119022367 -1.698939000000003, -45.10471684 -1.698939000000003, -45.10471684 -2.198939000000003, -45.60471684 -2.198939000000003, -45.60471684 -1.698939000000003, -45.39931780341933 -1.698939000000003))
