;center_point;envelope
200;POINT (-43.85471684 -2.948939000000003);POLYGON ((-44.10471684 -3.198939000000003, -44.10471684 -2.698939000000003, -43.60471684 -2.698939000000003, -43.60471684 -3.198939000000003, -44.10471684 -3.198939000000003))
201;POINT (-43.81925892787272 -2.525317528736252);MULTIPOLYGON (((-44.10471684 -2.466450958842854, -44.094924 -2.46374802, -44.09258508 -2.459142, -44.05869216 -2.46065697, -44.06342004 -2.46581496, -44.07697584 -2.46504798, -44.06464908 -2.47113603, -44.06185296 -2.482758, -44.05647816 -2.465847, -44.03222712 -2.46548502, -44.00885592 -2.46516804, -43.97676408 -2.46658896, -43.95843216 -2.48189499, -43.97819616 -2.54576304, -43.99964388 -2.57833296, -43.98014484 -2.57273703, -43.95978108 -2.54197296, -43.92457308 -2.51050401, -43.89972588 -2.46150504, -43.88956308 -2.43081198, -43.86667284 -2.40658398, -43.856613 -2.38928904, -43.83064116 -2.36358099, -43.784928 -2.33985699, -43.77989196 -2.34816003, -43.75653696 -2.36282004, -43.74740412 -2.37296502, -43.74818316 -2.367783, -43.76067192 -2.35460997, -43.72815096 -2.287593, -43.71683796 -2.27793204, -43.66717992 -2.25718596, -43.63185888 -2.22808104, -43.61477004 -2.21899401, -43.60471684 -2.222651848531133, -43.60471684 -2.698939000000003, -44.10471684 -2.698939000000003, -44.10471684 -2.466450958842854)), ((-44.01617796 -2.39888997, -44.01006084 -2.398473, -43.99997796 -2.390499, -43.99672788 -2.39976702, -44.00855496 -2.40032403, -44.01367308 -2.40736302, -44.01635292 -2.407068, -44.01617796 -2.39888997)), ((-44.10471684 -2.413347868968061, -44.10245484 -2.41167096, -44.09631396 -2.41805502, -44.09730612 -2.41269903, -44.09178012 -2.41351497, -44.08889292 -2.41838604, -44.092863 -2.42143596, -44.08189488 -2.41870896, -44.08025508 -2.42542503, -44.07747984 -2.41642296, -44.08445016 -2.41012098, -44.09422596 -2.40727896, -44.06758308 -2.40373503, -44.029755 -2.40771996, -44.02411812 -2.40531003, -44.022447 -2.39788503, -44.01855684 -2.40097698, -44.01986184 -2.40695397, -44.02703484 -2.41329501, -44.02050084 -2.44213803, -44.02189008 -2.44989999, -44.02911204 -2.45211696, -44.03450592 -2.44134999, -44.034147 -2.44729899, -44.039916 -2.44760004, -44.04528504 -2.43552204, -44.052975 -2.43038502, -44.04494484 -2.43896697, -44.04786012 -2.43993303, -44.04622284 -2.44344897, -44.05966812 -2.44561698, -44.06342184 -2.43783801, -44.06794308 -2.44029402, -44.07256188 -2.43600804, -44.071389 -2.44136196, -44.065116 -2.44331199, -44.06525388 -2.448819, -44.09495208 -2.45402703, -44.10003708 -2.46269799, -44.10471684 -2.463941375097721, -44.10471684 -2.413347868968061)))
202;POINT (-43.51372910490053 -14.73804998532339);POLYGON ((-43.36763488750786 -14.698939, -43.36872516 -14.69932002, -43.39862604 -14.70977001, -43.41428784 -14.72378202, -43.42491 -14.71952898, -43.42826484 -14.72176098, -43.42776192 -14.72591997, -43.43448492 -14.72258799, -43.43423616 -14.72597496, -43.44007104 -14.72786496, -43.44543 -14.73623802, -43.45582284 -14.73970698, -43.46086788 -14.74577901, -43.45585416 -14.75729703, -43.46243388 -14.765436, -43.47488988 -14.76175797, -43.48085004 -14.76744804, -43.46772012 -14.78185704, -43.47153108 -14.78886201, -43.47971388 -14.79096801, -43.49385288 -14.79032901, -43.49806812 -14.79692601, -43.51075704 -14.79612402, -43.50934584 -14.80714902, -43.51496112 -14.804145, -43.52082192 -14.805459, -43.52484492 -14.81353803, -43.53098688 -14.81484897, -43.53879384 -14.80528602, -43.53653592 -14.79014298, -43.53354216 -14.78826999, -43.53676884 -14.783058, -43.57337796 -14.76471303, -43.58021112 -14.75036397, -43.590375 -14.75041896, -43.60471684 -14.75848727994157, -43.60471684 -14.698939, -43.36763488750786 -14.698939))
203;POINT (-43.3592840504432 -14.44126276530806);POLYGON ((-43.10471684 -14.67369579520724, -43.10762616 -14.67271701, -43.11073512 -14.678559, -43.11590292 -14.67840402, -43.12877508 -14.66560899, -43.15109616 -14.66588403, -43.17594804 -14.65009398, -43.17877908 -14.66052804, -43.19579988 -14.64908301, -43.207263 -14.65790499, -43.22854296 -14.66006499, -43.23445488 -14.65633998, -43.24465296 -14.65606098, -43.26098904 -14.66290296, -43.26567912 -14.66103204, -43.27120692 -14.66560296, -43.28015004 -14.66541396, -43.28329716 -14.67345897, -43.28792208 -14.67566298, -43.29774 -14.675634, -43.31082492 -14.669298, -43.319268 -14.677506, -43.33010184 -14.67967797, -43.33387788 -14.68720503, -43.34610096 -14.69561904, -43.36364304 -14.69754396, -43.36763488750786 -14.698939, -43.60471684 -14.698939, -43.60471684 -14.198939, -43.10471684 -14.198939, -43.10471684 -14.67369579520724))
204;POINT (-43.35471684 -13.948939);POLYGON ((-43.60471684 -14.198939, -43.60471684 -13.698939, -43.10471684 -13.698939, -43.10471684 -14.198939, -43.60471684 -14.198939))
205;POINT (-43.35471684 -13.448939);POLYGON ((-43.60471684 -13.698939, -43.60471684 -13.198939, -43.10471684 -13.198939, -43.10471684 -13.698939, -43.60471684 -13.698939))
206;POINT (-43.35471684 -12.948939);POLYGON ((-43.60471684 -13.198939, -43.60471684 -12.698939, -43.10471684 -12.698939, -43.10471684 -13.198939, -43.60471684 -13.198939))
207;POINT (-43.35471684 -12.448939);POLYGON ((-43.60471684 -12.698939, -43.60471684 -12.198939, -43.10471684 -12.198939, -43.10471684 -12.698939, -43.60471684 -12.698939))
208;POINT (-43.35471684 -11.948939);POLYGON ((-43.60471684 -12.198939, -43.60471684 -11.698939, -43.10471684 -11.698939, -43.10471684 -12.198939, -43.60471684 -12.198939))
209;POINT (-43.35471684 -11.448939);POLYGON ((-43.60471684 -11.698939, -43.60471684 -11.198939, -43.10471684 -11.198939, -43.10471684 -11.698939, -43.60471684 -11.698939))
210;POINT (-43.35471684 -10.948939);POLYGON ((-43.60471684 -11.198939, -43.60471684 -10.698939, -43.10471684 -10.698939, -43.10471684 -11.198939, -43.60471684 -11.198939))
211;POINT (-43.35471684 -10.448939);POLYGON ((-43.60471684 -10.698939, -43.60471684 -10.198939, -43.10471684 -10.198939, -43.10471684 -10.698939, -43.60471684 -10.698939))
212;POINT (-43.35471684 -9.948939000000003);POLYGON ((-43.60471684 -10.198939, -43.60471684 -9.698939000000003, -43.10471684 -9.698939000000003, -43.10471684 -10.198939, -43.60471684 -10.198939))
213;POINT (-43.35471684 -9.448939000000003);POLYGON ((-43.60471684 -9.698939000000003, -43.60471684 -9.198939000000003, -43.10471684 -9.198939000000003, -43.10471684 -9.698939000000003, -43.60471684 -9.698939000000003))
214;POINT (-43.35471684 -8.948939000000003);POLYGON ((-43.60471684 -9.198939000000003, -43.60471684 -8.698939000000003, -43.10471684 -8.698939000000003, -43.10471684 -9.198939000000003, -43.60471684 -9.198939000000003))
215;POINT (-43.35471684 -8.448939000000003);POLYGON ((-43.60471684 -8.698939000000003, -43.60471684 -8.198939000000003, -43.10471684 -8.198939000000003, -43.10471684 -8.698939000000003, -43.60471684 -8.698939000000003))
216;POINT (-43.35471684 -7.948939000000003);POLYGON ((-43.60471684 -8.198939000000003, -43.60471684 -7.698939000000003, -43.10471684 -7.698939000000003, -43.10471684 -8.198939000000003, -43.60471684 -8.198939000000003))
217;POINT (-43.35471684 -7.448939000000003);POLYGON ((-43.60471684 -7.698939000000003, -43.60471684 -7.198939000000003, -43.10471684 -7.198939000000003, -43.10471684 -7.698939000000003, -43.60471684 -7.698939000000003))
218;POINT (-43.35471684 -6.948939000000003);POLYGON ((-43.60471684 -7.198939000000003, -43.60471684 -6.698939000000003, -43.10471684 -6.698939000000003, -43.10471684 -7.198939000000003, -43.60471684 -7.198939000000003))
219;POINT (-43.35471684 -6.448939000000003);POLYGON ((-43.60471684 -6.698939000000003, -43.60471684 -6.198939000000003, -43.10471684 -6.198939000000003, -43.10471684 -6.698939000000003, -43.60471684 -6.698939000000003))
220;POINT (-43.35471684 -5.948939000000003);POLYGON ((-43.60471684 -6.198939000000003, -43.60471684 -5.698939000000003, -43.10471684 -5.698939000000003, -43.10471684 -6.198939000000003, -43.60471684 -6.198939000000003))
221;POINT (-43.35471684 -5.448939000000003);POLYGON ((-43.60471684 -5.698939000000003, -43.60471684 -5.198939000000003, -43.10471684 -5.198939000000003, -43.10471684 -5.698939000000003, -43.60471684 -5.698939000000003))
222;POINT (-43.35471684 -4.948939000000003);POLYGON ((-43.60471684 -5.198939000000003, -43.60471684 -4.698939000000003, -43.10471684 -4.698939000000003, -43.10471684 -5.198939000000003, -43.60471684 -5.198939000000003))
223;POINT (-43.35471684 -4.448939000000003);POLYGON ((-43.60471684 -4.698939000000003, -43.60471684 -4.198939000000003, -43.10471684 -4.198939000000003, -43.10471684 -4.698939000000003, -43.60471684 -4.698939000000003))
224;POINT (-43.35471684 -3.948939000000003);POLYGON ((-43.60471684 -4.198939000000003, -43.60471684 -3.698939000000003, -43.10471684 -3.698939000000003, -43.10471684 -4.198939000000003, -43.60471684 -4.198939000000003))
225;POINT (-43.35471684 -3.448939000000003);POLYGON ((-43.60471684 -3.698939000000003, -43.60471684 -3.198939000000003, -43.10471684 -3.198939000000003, -43.10471684 -3.698939000000003, -43.60471684 -3.698939000000003))
226;POINT (-43.35471684 -2.948939000000003);POLYGON ((-43.60471684 -3.198939000000003, -43.60471684 -2.698939000000003, -43.10471684 -2.698939000000003, -43.10471684 -3.198939000000003, -43.60471684 -3.198939000000003))
227;POINT (-43.3684686300741 -2.516578520633031);POLYGON ((-43.60471684 -2.222651848531133, -43.587036 -2.22908499, -43.565301 -2.24662302, -43.51761 -2.34225603, -43.50112812 -2.36646396, -43.49239416 -2.37278196, -43.48132416 -2.35594602, -43.45272 -2.33615304, -43.43649696 -2.33055297, -43.40232684 -2.33063604, -43.37974512 -2.32478199, -43.37550396 -2.32576398, -43.37208216 -2.33212302, -43.33997592 -2.33945397, -43.33460292 -2.33488197, -43.30408392 -2.33848404, -43.18477812 -2.373147, -43.16238504 -2.38721301, -43.10531604 -2.40880896, -43.10471684 -2.409118428671677, -43.10471684 -2.698939000000003, -43.60471684 -2.698939000000003, -43.60471684 -2.222651848531133))
228;POINT (-42.73016532931939 -14.78514459458276);MULTIPOLYGON (((-42.60471684 -14.92730325309032, -42.61304016 -14.937273, -42.62501196 -14.94456696, -42.63450984 -14.934492, -42.65481888 -14.92380099, -42.65215416 -14.92026903, -42.65651196 -14.918445, -42.65929584 -14.90998599, -42.66231012 -14.91009696, -42.66339984 -14.91585498, -42.67945584 -14.902875, -42.68332296 -14.90506803, -42.6924 -14.902038, -42.69996396 -14.89409001, -42.69955212 -14.88827502, -42.70164192 -14.88534903, -42.70515084 -14.88200904, -42.71420916 -14.87960397, -42.71323788 -14.88380697, -42.72296184 -14.88516102, -42.72534504 -14.87882601, -42.73554204 -14.87697201, -42.74831484 -14.86380501, -42.75474012 -14.84596998, -42.79059396 -14.83892703, -42.808293 -14.826879, -42.83544816 -14.80650003, -42.841989 -14.79561597, -42.85195884 -14.79120003, -42.86026296 -14.78014002, -42.87199212 -14.77491201, -42.87142404 -14.77118304, -42.867054 -14.770278, -42.86733516 -14.76921996, -42.87168216 -14.76424404, -42.880401 -14.76883899, -42.88419216 -14.76714096, -42.89576004 -14.76253197, -42.89956704 -14.75535699, -42.90223212 -14.76092997, -42.90548508 -14.76059499, -42.91179912 -14.74402104, -42.91656804 -14.74703298, -42.92665308 -14.74369002, -42.92457588 -14.73341904, -42.93701208 -14.71999599, -42.93848088 -14.70757896, -42.95228904 -14.70795201, -42.97446105431945 -14.698939, -42.60471684 -14.698939, -42.60471684 -14.92730325309032)), ((-42.97902125688244 -14.698939, -42.98496192 -14.70177999, -42.99330323882121 -14.698939, -42.97902125688244 -14.698939)), ((-43.00697547960438 -14.698939, -43.01023104 -14.70114504, -43.01466690453182 -14.698939, -43.00697547960438 -14.698939)))
229;POINT (-42.85379073987806 -14.44786919329213);POLYGON ((-42.97446105431945 -14.698939, -42.976926 -14.69793699, -42.97902125688244 -14.698939, -42.99330323882121 -14.698939, -43.00240212 -14.69583999, -43.00697547960438 -14.698939, -43.01466690453182 -14.698939, -43.02641196 -14.69309796, -43.02647784 -14.686659, -43.03790712 -14.68235799, -43.04817216 -14.68978704, -43.055271 -14.69049003, -43.06598892 -14.68010898, -43.07187384 -14.68839096, -43.078932 -14.68992897, -43.08337116 -14.69754099, -43.09111512 -14.68287198, -43.10215416 -14.67455796, -43.10471684 -14.67369579520724, -43.10471684 -14.198939, -42.60471684 -14.198939, -42.60471684 -14.698939, -42.97446105431945 -14.698939))
230;POINT (-42.85471684 -13.948939);POLYGON ((-43.10471684 -14.198939, -43.10471684 -13.698939, -42.60471684 -13.698939, -42.60471684 -14.198939, -43.10471684 -14.198939))
231;POINT (-42.85471684 -13.448939);POLYGON ((-43.10471684 -13.698939, -43.10471684 -13.198939, -42.60471684 -13.198939, -42.60471684 -13.698939, -43.10471684 -13.698939))
232;POINT (-42.85471684 -12.948939);POLYGON ((-43.10471684 -13.198939, -43.10471684 -12.698939, -42.60471684 -12.698939, -42.60471684 -13.198939, -43.10471684 -13.198939))
233;POINT (-42.85471684 -12.448939);POLYGON ((-43.10471684 -12.698939, -43.10471684 -12.198939, -42.60471684 -12.198939, -42.60471684 -12.698939, -43.10471684 -12.698939))
234;POINT (-42.85471684 -11.948939);POLYGON ((-43.10471684 -12.198939, -43.10471684 -11.698939, -42.60471684 -11.698939, -42.60471684 -12.198939, -43.10471684 -12.198939))
235;POINT (-42.85471684 -11.448939);POLYGON ((-43.10471684 -11.698939, -43.10471684 -11.198939, -42.60471684 -11.198939, -42.60471684 -11.698939, -43.10471684 -11.698939))
236;POINT (-42.85471684 -10.948939);POLYGON ((-43.10471684 -11.198939, -43.10471684 -10.698939, -42.60471684 -10.698939, -42.60471684 -11.198939, -43.10471684 -11.198939))
237;POINT (-42.85471684 -10.448939);POLYGON ((-43.10471684 -10.698939, -43.10471684 -10.198939, -42.60471684 -10.198939, -42.60471684 -10.698939, -43.10471684 -10.698939))
238;POINT (-42.85471684 -9.948939000000003);POLYGON ((-43.10471684 -10.198939, -43.10471684 -9.698939000000003, -42.60471684 -9.698939000000003, -42.60471684 -10.198939, -43.10471684 -10.198939))
239;POINT (-42.85471684 -9.448939000000003);POLYGON ((-43.10471684 -9.698939000000003, -43.10471684 -9.198939000000003, -42.60471684 -9.198939000000003, -42.60471684 -9.698939000000003, -43.10471684 -9.698939000000003))
240;POINT (-42.85471684 -8.948939000000003);POLYGON ((-43.10471684 -9.198939000000003, -43.10471684 -8.698939000000003, -42.60471684 -8.698939000000003, -42.60471684 -9.198939000000003, -43.10471684 -9.198939000000003))
241;POINT (-42.85471684 -8.448939000000003);POLYGON ((-43.10471684 -8.698939000000003, -43.10471684 -8.198939000000003, -42.60471684 -8.198939000000003, -42.60471684 -8.698939000000003, -43.10471684 -8.698939000000003))
242;POINT (-42.85471684 -7.948939000000003);POLYGON ((-43.10471684 -8.198939000000003, -43.10471684 -7.698939000000003, -42.60471684 -7.698939000000003, -42.60471684 -8.198939000000003, -43.10471684 -8.198939000000003))
243;POINT (-42.85471684 -7.448939000000003);POLYGON ((-43.10471684 -7.698939000000003, -43.10471684 -7.198939000000003, -42.60471684 -7.198939000000003, -42.60471684 -7.698939000000003, -43.10471684 -7.698939000000003))
244;POINT (-42.85471684 -6.948939000000003);POLYGON ((-43.10471684 -7.198939000000003, -43.10471684 -6.698939000000003, -42.60471684 -6.698939000000003, -42.60471684 -7.198939000000003, -43.10471684 -7.198939000000003))
245;POINT (-42.85471684 -6.448939000000003);POLYGON ((-43.10471684 -6.698939000000003, -43.10471684 -6.198939000000003, -42.60471684 -6.198939000000003, -42.60471684 -6.698939000000003, -43.10471684 -6.698939000000003))
246;POINT (-42.85471684 -5.948939000000003);POLYGON ((-43.10471684 -6.198939000000003, -43.10471684 -5.698939000000003, -42.60471684 -5.698939000000003, -42.60471684 -6.198939000000003, -43.10471684 -6.198939000000003))
247;POINT (-42.85471684 -5.448939000000003);POLYGON ((-43.10471684 -5.698939000000003, -43.10471684 -5.198939000000003, -42.60471684 -5.198939000000003, -42.60471684 -5.698939000000003, -43.10471684 -5.698939000000003))
248;POINT (-42.85471684 -4.948939000000003);POLYGON ((-43.10471684 -5.198939000000003, -43.10471684 -4.698939000000003, -42.60471684 -4.698939000000003, -42.60471684 -5.198939000000003, -43.10471684 -5.198939000000003))
249;POINT (-42.85471684 -4.448939000000003);POLYGON ((-43.10471684 -4.698939000000003, -43.10471684 -4.198939000000003, -42.60471684 -4.198939000000003, -42.60471684 -4.698939000000003, -43.10471684 -4.698939000000003))
250;POINT (-42.85471684 -3.948939000000003);POLYGON ((-43.10471684 -4.198939000000003, -43.10471684 -3.698939000000003, -42.60471684 -3.698939000000003, -42.60471684 -4.198939000000003, -43.10471684 -4.198939000000003))
251;POINT (-42.85471684 -3.448939000000003);POLYGON ((-43.10471684 -3.698939000000003, -43.10471684 -3.198939000000003, -42.60471684 -3.198939000000003, -42.60471684 -3.698939000000003, -43.10471684 -3.698939000000003))
252;POINT (-42.85471684 -2.948939000000003);POLYGON ((-43.10471684 -3.198939000000003, -43.10471684 -2.698939000000003, -42.60471684 -2.698939000000003, -42.60471684 -3.198939000000003, -43.10471684 -3.198939000000003))
253;POINT (-42.90827272714451 -2.599612567264471);POLYGON ((-43.10471684 -2.409118428671677, -43.01482284 -2.45554596, -43.01586504 -2.45353302, -42.98783904 -2.46776004, -42.94758708 -2.48234499, -42.89346504 -2.50884198, -42.79277988 -2.55963897, -42.75956196 -2.56272201, -42.757389 -2.56554297, -42.76850508 -2.56627701, -42.76136304 -2.56747599, -42.745923 -2.56343904, -42.74533692 -2.556459, -42.75072684 -2.54896398, -42.75753192 -2.558358, -42.76055808 -2.55781404, -42.75525492 -2.546262, -42.75005688 -2.54430999, -42.73827804 -2.56666401, -42.73936812 -2.57447196, -42.73519608 -2.57970996, -42.72106284 -2.58935697, -42.69786912 -2.59058403, -42.69098016 -2.61348903, -42.69809196 -2.62309104, -42.70389084 -2.64042099, -42.69277908 -2.65014297, -42.69923208 -2.63759301, -42.68525616 -2.618955, -42.69308796 -2.58621102, -42.70161708 -2.57664501, -42.716277 -2.58042798, -42.72439212 -2.578059, -42.72464412 -2.57091003, -42.71155992 -2.56595202, -42.71122692 -2.56173597, -42.71807988 -2.56083696, -42.72418296 -2.55546603, -42.73855884 -2.559267, -42.74122788 -2.55542103, -42.73750512 -2.55035997, -42.71042592 -2.55691998, -42.64154496 -2.62647099, -42.60471684 -2.654338729290465, -42.60471684 -2.698939000000003, -43.10471684 -2.698939000000003, -43.10471684 -2.409118428671677))
254;POINT (-42.33162119929414 -14.88456638373665);POLYGON ((-42.10471684 -15.1665806473866, -42.10658712 -15.16622598, -42.11590608 -15.14368404, -42.12852192 -15.13125702, -42.14065212 -15.12838899, -42.14951388 -15.11989497, -42.15347892 -15.11010603, -42.15295404 -15.098904, -42.16407084 -15.09694101, -42.17292612 -15.08550003, -42.17940684 -15.08737203, -42.18256584 -15.099192, -42.19220592 -15.10266402, -42.20242884 -15.09962301, -42.21600012 -15.10517799, -42.227037 -15.09881202, -42.24678984 -15.10876899, -42.26440212 -15.12472401, -42.27504408 -15.11283501, -42.283053 -15.11666901, -42.29213688 -15.10820802, -42.315354 -15.09873597, -42.32329488 -15.09310503, -42.33080592 -15.07950702, -42.33474504 -15.07835304, -42.35451084 -15.09774903, -42.36930288 -15.077889, -42.37568712 -15.070797, -42.37643592 -15.06996396, -42.37825212 -15.07066398, -42.39609588 -15.077538, -42.42128292 -15.06507903, -42.44254416 -15.06086604, -42.44190984 -15.03494703, -42.43640508 -15.02226297, -42.47551584 -15.01658703, -42.50178684 -14.98719699, -42.51378096 -14.983227, -42.51496716 -14.98261896, -42.52134492 -14.98261896, -42.53123916 -14.97703203, -42.534486 -14.96613303, -42.55393212 -14.958846, -42.560289 -14.96184399, -42.57712296 -14.938434, -42.58417788 -14.93657703, -42.584247 -14.93639901, -42.58679292 -14.92978203, -42.60214692 -14.92422498, -42.60471684 -14.92730325309032, -42.60471684 -14.698939, -42.10471684 -14.698939, -42.10471684 -15.1665806473866))
255;POINT (-42.35471684 -14.448939);POLYGON ((-42.60471684 -14.698939, -42.60471684 -14.198939, -42.10471684 -14.198939, -42.10471684 -14.698939, -42.60471684 -14.698939))
256;POINT (-42.35471684 -13.948939);POLYGON ((-42.60471684 -14.198939, -42.60471684 -13.698939, -42.10471684 -13.698939, -42.10471684 -14.198939, -42.60471684 -14.198939))
257;POINT (-42.35471684 -13.448939);POLYGON ((-42.60471684 -13.698939, -42.60471684 -13.198939, -42.10471684 -13.198939, -42.10471684 -13.698939, -42.60471684 -13.698939))
258;POINT (-42.35471684 -12.948939);POLYGON ((-42.60471684 -13.198939, -42.60471684 -12.698939, -42.10471684 -12.698939, -42.10471684 -13.198939, -42.60471684 -13.198939))
259;POINT (-42.35471684 -12.448939);POLYGON ((-42.60471684 -12.698939, -42.60471684 -12.198939, -42.10471684 -12.198939, -42.10471684 -12.698939, -42.60471684 -12.698939))
260;POINT (-42.35471684 -11.948939);POLYGON ((-42.60471684 -12.198939, -42.60471684 -11.698939, -42.10471684 -11.698939, -42.10471684 -12.198939, -42.60471684 -12.198939))
261;POINT (-42.35471684 -11.448939);POLYGON ((-42.60471684 -11.698939, -42.60471684 -11.198939, -42.10471684 -11.198939, -42.10471684 -11.698939, -42.60471684 -11.698939))
262;POINT (-42.35471684 -10.948939);POLYGON ((-42.60471684 -11.198939, -42.60471684 -10.698939, -42.10471684 -10.698939, -42.10471684 -11.198939, -42.60471684 -11.198939))
263;POINT (-42.35471684 -10.448939);POLYGON ((-42.60471684 -10.698939, -42.60471684 -10.198939, -42.10471684 -10.198939, -42.10471684 -10.698939, -42.60471684 -10.698939))
264;POINT (-42.35471684 -9.948939000000003);POLYGON ((-42.60471684 -10.198939, -42.60471684 -9.698939000000003, -42.10471684 -9.698939000000003, -42.10471684 -10.198939, -42.60471684 -10.198939))
265;POINT (-42.35471684 -9.448939000000003);POLYGON ((-42.60471684 -9.698939000000003, -42.60471684 -9.198939000000003, -42.10471684 -9.198939000000003, -42.10471684 -9.698939000000003, -42.60471684 -9.698939000000003))
266;POINT (-42.35471684 -8.948939000000003);POLYGON ((-42.60471684 -9.198939000000003, -42.60471684 -8.698939000000003, -42.10471684 -8.698939000000003, -42.10471684 -9.198939000000003, -42.60471684 -9.198939000000003))
267;POINT (-42.35471684 -8.448939000000003);POLYGON ((-42.60471684 -8.698939000000003, -42.60471684 -8.198939000000003, -42.10471684 -8.198939000000003, -42.10471684 -8.698939000000003, -42.60471684 -8.698939000000003))
268;POINT (-42.35471684 -7.948939000000003);POLYGON ((-42.60471684 -8.198939000000003, -42.60471684 -7.698939000000003, -42.10471684 -7.698939000000003, -42.10471684 -8.198939000000003, -42.60471684 -8.198939000000003))
269;POINT (-42.35471684 -7.448939000000003);POLYGON ((-42.60471684 -7.698939000000003, -42.60471684 -7.198939000000003, -42.10471684 -7.198939000000003, -42.10471684 -7.698939000000003, -42.60471684 -7.698939000000003))
270;POINT (-42.35471684 -6.948939000000003);POLYGON ((-42.60471684 -7.198939000000003, -42.60471684 -6.698939000000003, -42.10471684 -6.698939000000003, -42.10471684 -7.198939000000003, -42.60471684 -7.198939000000003))
271;POINT (-42.35471684 -6.448939000000003);POLYGON ((-42.60471684 -6.698939000000003, -42.60471684 -6.198939000000003, -42.10471684 -6.198939000000003, -42.10471684 -6.698939000000003, -42.60471684 -6.698939000000003))
272;POINT (-42.35471684 -5.948939000000003);POLYGON ((-42.60471684 -6.198939000000003, -42.60471684 -5.698939000000003, -42.10471684 -5.698939000000003, -42.10471684 -6.198939000000003, -42.60471684 -6.198939000000003))
273;POINT (-42.35471684 -5.448939000000003);POLYGON ((-42.60471684 -5.698939000000003, -42.60471684 -5.198939000000003, -42.10471684 -5.198939000000003, -42.10471684 -5.698939000000003, -42.60471684 -5.698939000000003))
274;POINT (-42.35471684 -4.948939000000003);POLYGON ((-42.60471684 -5.198939000000003, -42.60471684 -4.698939000000003, -42.10471684 -4.698939000000003, -42.10471684 -5.198939000000003, -42.60471684 -5.198939000000003))
275;POINT (-42.35471684 -4.448939000000003);POLYGON ((-42.60471684 -4.698939000000003, -42.60471684 -4.198939000000003, -42.10471684 -4.198939000000003, -42.10471684 -4.698939000000003, -42.60471684 -4.698939000000003))
276;POINT (-42.35471684 -3.948939000000003);POLYGON ((-42.60471684 -4.198939000000003, -42.60471684 -3.698939000000003, -42.10471684 -3.698939000000003, -42.10471684 -4.198939000000003, -42.60471684 -4.198939000000003))
277;POINT (-42.35471684 -3.448939000000003);POLYGON ((-42.60471684 -3.698939000000003, -42.60471684 -3.198939000000003, -42.10471684 -3.198939000000003, -42.10471684 -3.698939000000003, -42.60471684 -3.698939000000003))
278;POINT (-42.35454101392931 -2.949865448572257);POLYGON ((-42.49057988580692 -2.698939000000003, -42.48306 -2.70973098, -42.47889516 -2.71206702, -42.4820596165432 -2.698939000000003, -42.45498470448724 -2.698939000000003, -42.43381092 -2.70645102, -42.373701 -2.71022202, -42.36435504 -2.70962901, -42.34176429145763 -2.698939000000003, -42.21469657243771 -2.698939000000003, -42.21248004 -2.70126702, -42.21257892221921 -2.698939000000003, -42.10471684 -2.698939000000003, -42.10471684 -3.198939000000003, -42.60471684 -3.198939000000003, -42.60471684 -2.698939000000003, -42.49057988580692 -2.698939000000003))
279;POINT (-42.39722984375771 -2.688549094021897);MULTIPOLYGON (((-42.21257892221921 -2.698939000000003, -42.21292212 -2.69085897, -42.22064412 -2.69028603, -42.21169704 -2.68366401, -42.15744396 -2.69513001, -42.11136396 -2.69322804, -42.10471684 -2.691696704455909, -42.10471684 -2.698939000000003, -42.21257892221921 -2.698939000000003)), ((-42.34176429145763 -2.698939000000003, -42.32903616 -2.69291601, -42.32379708 -2.68349004, -42.31609884 -2.68471098, -42.30342 -2.693808, -42.27439716 -2.69431299, -42.26486292 -2.69020602, -42.23822796 -2.66742297, -42.22780992 -2.66673204, -42.22031112 -2.66718996, -42.22437192 -2.688777, -42.21469657243771 -2.698939000000003, -42.34176429145763 -2.698939000000003)), ((-42.4820596165432 -2.698939000000003, -42.48370692 -2.69210502, -42.47377092 -2.69227404, -42.45498470448724 -2.698939000000003, -42.4820596165432 -2.698939000000003)), ((-42.60471684 -2.654338729290465, -42.59772288 -2.65963104, -42.56736192 -2.67700797, -42.55019712 -2.68142598, -42.54589584 -2.68656498, -42.50389716 -2.67982704, -42.49057988580692 -2.698939000000003, -42.60471684 -2.698939000000003, -42.60471684 -2.654338729290465)))
280;POINT (-41.63327917617783 -15.22446640522394);POLYGON ((-41.60471684 -15.27552121567183, -41.69040384853346 -15.198939, -41.60471684 -15.198939, -41.60471684 -15.27552121567183))
