;center_point;envelope
410;POINT (-37.9749899999979 -6.512539999998745);POLYGON ((-37.99998999999789 -6.537539999998746, -37.99998999999789 -6.487539999998745, -37.9499899999979 -6.487539999998745, -37.9499899999979 -6.537539999998746, -37.99998999999789 -6.537539999998746))
411;POINT (-37.9749899999979 -6.462539999998745);POLYGON ((-37.99998999999789 -6.487539999998745, -37.99998999999789 -6.437539999998744, -37.9499899999979 -6.437539999998744, -37.9499899999979 -6.487539999998745, -37.99998999999789 -6.487539999998745))
412;POINT (-37.96804606149266 -6.424616142027648);POLYGON ((-37.99998999999789 -6.427685008102897, -37.98866999999882 -6.428239999999278, -37.9799099999982 -6.426689999998416, -37.97873999999865 -6.426289999999426, -37.96832999999788 -6.418339999998352, -37.96767999999793 -6.404719999998633, -37.95504999999866 -6.397809999998572, -37.95485999999801 -6.407659999998941, -37.9499899999979 -6.414917645854501, -37.9499899999979 -6.437539999998744, -37.99998999999789 -6.437539999998744, -37.99998999999789 -6.427685008102897))
413;POINT (-37.94687148946475 -7.745291140402902);POLYGON ((-37.93906508620584 -7.737539999998763, -37.94274999999834 -7.740629999998418, -37.94432999999844 -7.746009999998932, -37.9471999999987 -7.755809999998746, -37.9499899999979 -7.758312794115458, -37.9499899999979 -7.737539999998763, -37.93906508620584 -7.737539999998763))
414;POINT (-37.92959953926864 -7.707387413656871);POLYGON ((-37.8999899999979 -7.694021042014475, -37.90295999999944 -7.697609999999258, -37.90293999999813 -7.697639999998501, -37.90297999999893 -7.697689999999056, -37.8999899999979 -7.701170652765393, -37.8999899999979 -7.71188737853553, -37.91271999999844 -7.709059999999226, -37.91692999999941 -7.711319999998523, -37.9195699999982 -7.71274, -37.92061999999896 -7.713299999999435, -37.92289999999775 -7.715689999999086, -37.92199999999866 -7.723229999997784, -37.93906508620584 -7.737539999998763, -37.9499899999979 -7.737539999998763, -37.9499899999979 -7.687539999998762, -37.8999899999979 -7.687539999998762, -37.8999899999979 -7.694021042014475))
415;POINT (-37.9249899999979 -7.662539999998763);POLYGON ((-37.9499899999979 -7.687539999998762, -37.9499899999979 -7.637539999998761, -37.8999899999979 -7.637539999998761, -37.8999899999979 -7.687539999998762, -37.9499899999979 -7.687539999998762))
416;POINT (-37.9249899999979 -7.612539999998762);POLYGON ((-37.9499899999979 -7.637539999998761, -37.9499899999979 -7.587539999998761, -37.8999899999979 -7.587539999998761, -37.8999899999979 -7.637539999998761, -37.9499899999979 -7.637539999998761))
417;POINT (-37.9249899999979 -7.562539999998759);POLYGON ((-37.9499899999979 -7.587539999998761, -37.9499899999979 -7.53753999999876, -37.8999899999979 -7.53753999999876, -37.8999899999979 -7.587539999998761, -37.9499899999979 -7.587539999998761))
418;POINT (-37.9249899999979 -7.51253999999876);POLYGON ((-37.9499899999979 -7.53753999999876, -37.9499899999979 -7.487539999998759, -37.8999899999979 -7.487539999998759, -37.8999899999979 -7.53753999999876, -37.9499899999979 -7.53753999999876))
419;POINT (-37.9249899999979 -7.462539999998759);POLYGON ((-37.9499899999979 -7.487539999998759, -37.9499899999979 -7.437539999998759, -37.8999899999979 -7.437539999998759, -37.8999899999979 -7.487539999998759, -37.9499899999979 -7.487539999998759))
420;POINT (-37.9249899999979 -7.412539999998758);POLYGON ((-37.9499899999979 -7.437539999998759, -37.9499899999979 -7.387539999998758, -37.8999899999979 -7.387539999998758, -37.8999899999979 -7.437539999998759, -37.9499899999979 -7.437539999998759))
421;POINT (-37.9249899999979 -7.362539999998758);POLYGON ((-37.9499899999979 -7.387539999998758, -37.9499899999979 -7.337539999998757, -37.8999899999979 -7.337539999998757, -37.8999899999979 -7.387539999998758, -37.9499899999979 -7.387539999998758))
422;POINT (-37.9249899999979 -7.312539999998757);POLYGON ((-37.9499899999979 -7.337539999998757, -37.9499899999979 -7.287539999998756, -37.8999899999979 -7.287539999998756, -37.8999899999979 -7.337539999998757, -37.9499899999979 -7.337539999998757))
423;POINT (-37.9249899999979 -7.262539999998756);POLYGON ((-37.9499899999979 -7.287539999998756, -37.9499899999979 -7.237539999998756, -37.8999899999979 -7.237539999998756, -37.8999899999979 -7.287539999998756, -37.9499899999979 -7.287539999998756))
424;POINT (-37.9249899999979 -7.212539999998755);POLYGON ((-37.9499899999979 -7.237539999998756, -37.9499899999979 -7.187539999998755, -37.8999899999979 -7.187539999998755, -37.8999899999979 -7.237539999998756, -37.9499899999979 -7.237539999998756))
425;POINT (-37.9249899999979 -7.162539999998755);POLYGON ((-37.9499899999979 -7.187539999998755, -37.9499899999979 -7.137539999998754, -37.8999899999979 -7.137539999998754, -37.8999899999979 -7.187539999998755, -37.9499899999979 -7.187539999998755))
426;POINT (-37.9249899999979 -7.112539999998754);POLYGON ((-37.9499899999979 -7.137539999998754, -37.9499899999979 -7.087539999998754, -37.8999899999979 -7.087539999998754, -37.8999899999979 -7.137539999998754, -37.9499899999979 -7.137539999998754))
427;POINT (-37.9249899999979 -7.062539999998753);POLYGON ((-37.9499899999979 -7.087539999998754, -37.9499899999979 -7.037539999998753, -37.8999899999979 -7.037539999998753, -37.8999899999979 -7.087539999998754, -37.9499899999979 -7.087539999998754))
428;POINT (-37.9249899999979 -7.012539999998753);POLYGON ((-37.9499899999979 -7.037539999998753, -37.9499899999979 -6.987539999998752, -37.8999899999979 -6.987539999998752, -37.8999899999979 -7.037539999998753, -37.9499899999979 -7.037539999998753))
429;POINT (-37.9249899999979 -6.962539999998753);POLYGON ((-37.9499899999979 -6.987539999998752, -37.9499899999979 -6.937539999998751, -37.8999899999979 -6.937539999998751, -37.8999899999979 -6.987539999998752, -37.9499899999979 -6.987539999998752))
430;POINT (-37.9249899999979 -6.91253999999875);POLYGON ((-37.9499899999979 -6.937539999998751, -37.9499899999979 -6.887539999998751, -37.8999899999979 -6.887539999998751, -37.8999899999979 -6.937539999998751, -37.9499899999979 -6.937539999998751))
431;POINT (-37.9249899999979 -6.86253999999875);POLYGON ((-37.9499899999979 -6.887539999998751, -37.9499899999979 -6.83753999999875, -37.8999899999979 -6.83753999999875, -37.8999899999979 -6.887539999998751, -37.9499899999979 -6.887539999998751))
432;POINT (-37.9249899999979 -6.812539999998749);POLYGON ((-37.9499899999979 -6.83753999999875, -37.9499899999979 -6.787539999998749, -37.8999899999979 -6.787539999998749, -37.8999899999979 -6.83753999999875, -37.9499899999979 -6.83753999999875))
433;POINT (-37.9249899999979 -6.76253999999875);POLYGON ((-37.9499899999979 -6.787539999998749, -37.9499899999979 -6.737539999998749, -37.8999899999979 -6.737539999998749, -37.8999899999979 -6.787539999998749, -37.9499899999979 -6.787539999998749))
434;POINT (-37.9249899999979 -6.712539999998749);POLYGON ((-37.9499899999979 -6.737539999998749, -37.9499899999979 -6.687539999998748, -37.8999899999979 -6.687539999998748, -37.8999899999979 -6.737539999998749, -37.9499899999979 -6.737539999998749))
435;POINT (-37.9249899999979 -6.662539999998748);POLYGON ((-37.9499899999979 -6.687539999998748, -37.9499899999979 -6.637539999998747, -37.8999899999979 -6.637539999998747, -37.8999899999979 -6.687539999998748, -37.9499899999979 -6.687539999998748))
436;POINT (-37.9249899999979 -6.612539999998746);POLYGON ((-37.9499899999979 -6.637539999998747, -37.9499899999979 -6.587539999998747, -37.8999899999979 -6.587539999998747, -37.8999899999979 -6.637539999998747, -37.9499899999979 -6.637539999998747))
437;POINT (-37.9249899999979 -6.562539999998746);POLYGON ((-37.9499899999979 -6.587539999998747, -37.9499899999979 -6.537539999998746, -37.8999899999979 -6.537539999998746, -37.8999899999979 -6.587539999998747, -37.9499899999979 -6.587539999998747))
438;POINT (-37.9249899999979 -6.512539999998745);POLYGON ((-37.9499899999979 -6.537539999998746, -37.9499899999979 -6.487539999998745, -37.8999899999979 -6.487539999998745, -37.8999899999979 -6.537539999998746, -37.9499899999979 -6.537539999998746))
439;POINT (-37.9249899999979 -6.462539999998745);POLYGON ((-37.9499899999979 -6.487539999998745, -37.9499899999979 -6.437539999998744, -37.8999899999979 -6.437539999998744, -37.8999899999979 -6.487539999998745, -37.9499899999979 -6.487539999998745))
440;POINT (-37.92061273485882 -6.424458863226777);POLYGON ((-37.9499899999979 -6.414917645854501, -37.94508999999925 -6.422219999998561, -37.92776999999842 -6.421189999999115, -37.91909999999916 -6.41125, -37.90118999999868 -6.399279999997816, -37.8999899999979 -6.399328936168176, -37.8999899999979 -6.437539999998744, -37.9499899999979 -6.437539999998744, -37.9499899999979 -6.414917645854501))
441;POINT (-37.89699225169135 -7.702625173630201);MULTIPOLYGON (((-37.89028732590383 -7.687539999998762, -37.89700999999877 -7.690419999998994, -37.8999899999979 -7.694021042014475, -37.8999899999979 -7.687539999998762, -37.89028732590383 -7.687539999998762)), ((-37.8999899999979 -7.701170652765393, -37.89194999999927 -7.710529999998471, -37.89398999999867 -7.713219999997818, -37.8999899999979 -7.71188737853553, -37.8999899999979 -7.701170652765393)))
442;POINT (-37.88068676462713 -7.65778030973887);POLYGON ((-37.8499899999979 -7.649089358488159, -37.85680999999931 -7.651559999998426, -37.86929999999847 -7.66715, -37.88024999999834 -7.683239999998477, -37.89028732590383 -7.687539999998762, -37.8999899999979 -7.687539999998762, -37.8999899999979 -7.637539999998761, -37.8499899999979 -7.637539999998761, -37.8499899999979 -7.649089358488159))
443;POINT (-37.8749899999979 -7.612539999998762);POLYGON ((-37.8999899999979 -7.637539999998761, -37.8999899999979 -7.587539999998761, -37.8499899999979 -7.587539999998761, -37.8499899999979 -7.637539999998761, -37.8999899999979 -7.637539999998761))
444;POINT (-37.8749899999979 -7.562539999998759);POLYGON ((-37.8999899999979 -7.587539999998761, -37.8999899999979 -7.53753999999876, -37.8499899999979 -7.53753999999876, -37.8499899999979 -7.587539999998761, -37.8999899999979 -7.587539999998761))
445;POINT (-37.8749899999979 -7.51253999999876);POLYGON ((-37.8999899999979 -7.53753999999876, -37.8999899999979 -7.487539999998759, -37.8499899999979 -7.487539999998759, -37.8499899999979 -7.53753999999876, -37.8999899999979 -7.53753999999876))
446;POINT (-37.8749899999979 -7.462539999998759);POLYGON ((-37.8999899999979 -7.487539999998759, -37.8999899999979 -7.437539999998759, -37.8499899999979 -7.437539999998759, -37.8499899999979 -7.487539999998759, -37.8999899999979 -7.487539999998759))
447;POINT (-37.8749899999979 -7.412539999998758);POLYGON ((-37.8999899999979 -7.437539999998759, -37.8999899999979 -7.387539999998758, -37.8499899999979 -7.387539999998758, -37.8499899999979 -7.437539999998759, -37.8999899999979 -7.437539999998759))
448;POINT (-37.8749899999979 -7.362539999998758);POLYGON ((-37.8999899999979 -7.387539999998758, -37.8999899999979 -7.337539999998757, -37.8499899999979 -7.337539999998757, -37.8499899999979 -7.387539999998758, -37.8999899999979 -7.387539999998758))
449;POINT (-37.8749899999979 -7.312539999998757);POLYGON ((-37.8999899999979 -7.337539999998757, -37.8999899999979 -7.287539999998756, -37.8499899999979 -7.287539999998756, -37.8499899999979 -7.337539999998757, -37.8999899999979 -7.337539999998757))
450;POINT (-37.8749899999979 -7.262539999998756);POLYGON ((-37.8999899999979 -7.287539999998756, -37.8999899999979 -7.237539999998756, -37.8499899999979 -7.237539999998756, -37.8499899999979 -7.287539999998756, -37.8999899999979 -7.287539999998756))
451;POINT (-37.8749899999979 -7.212539999998755);POLYGON ((-37.8999899999979 -7.237539999998756, -37.8999899999979 -7.187539999998755, -37.8499899999979 -7.187539999998755, -37.8499899999979 -7.237539999998756, -37.8999899999979 -7.237539999998756))
452;POINT (-37.8749899999979 -7.162539999998755);POLYGON ((-37.8999899999979 -7.187539999998755, -37.8999899999979 -7.137539999998754, -37.8499899999979 -7.137539999998754, -37.8499899999979 -7.187539999998755, -37.8999899999979 -7.187539999998755))
453;POINT (-37.8749899999979 -7.112539999998754);POLYGON ((-37.8999899999979 -7.137539999998754, -37.8999899999979 -7.087539999998754, -37.8499899999979 -7.087539999998754, -37.8499899999979 -7.137539999998754, -37.8999899999979 -7.137539999998754))
454;POINT (-37.8749899999979 -7.062539999998753);POLYGON ((-37.8999899999979 -7.087539999998754, -37.8999899999979 -7.037539999998753, -37.8499899999979 -7.037539999998753, -37.8499899999979 -7.087539999998754, -37.8999899999979 -7.087539999998754))
455;POINT (-37.8749899999979 -7.012539999998753);POLYGON ((-37.8999899999979 -7.037539999998753, -37.8999899999979 -6.987539999998752, -37.8499899999979 -6.987539999998752, -37.8499899999979 -7.037539999998753, -37.8999899999979 -7.037539999998753))
456;POINT (-37.8749899999979 -6.962539999998753);POLYGON ((-37.8999899999979 -6.987539999998752, -37.8999899999979 -6.937539999998751, -37.8499899999979 -6.937539999998751, -37.8499899999979 -6.987539999998752, -37.8999899999979 -6.987539999998752))
457;POINT (-37.8749899999979 -6.91253999999875);POLYGON ((-37.8999899999979 -6.937539999998751, -37.8999899999979 -6.887539999998751, -37.8499899999979 -6.887539999998751, -37.8499899999979 -6.937539999998751, -37.8999899999979 -6.937539999998751))
458;POINT (-37.8749899999979 -6.86253999999875);POLYGON ((-37.8999899999979 -6.887539999998751, -37.8999899999979 -6.83753999999875, -37.8499899999979 -6.83753999999875, -37.8499899999979 -6.887539999998751, -37.8999899999979 -6.887539999998751))
459;POINT (-37.8749899999979 -6.812539999998749);POLYGON ((-37.8999899999979 -6.83753999999875, -37.8999899999979 -6.787539999998749, -37.8499899999979 -6.787539999998749, -37.8499899999979 -6.83753999999875, -37.8999899999979 -6.83753999999875))
460;POINT (-37.8749899999979 -6.76253999999875);POLYGON ((-37.8999899999979 -6.787539999998749, -37.8999899999979 -6.737539999998749, -37.8499899999979 -6.737539999998749, -37.8499899999979 -6.787539999998749, -37.8999899999979 -6.787539999998749))
461;POINT (-37.8749899999979 -6.712539999998749);POLYGON ((-37.8999899999979 -6.737539999998749, -37.8999899999979 -6.687539999998748, -37.8499899999979 -6.687539999998748, -37.8499899999979 -6.737539999998749, -37.8999899999979 -6.737539999998749))
462;POINT (-37.8749899999979 -6.662539999998748);POLYGON ((-37.8999899999979 -6.687539999998748, -37.8999899999979 -6.637539999998747, -37.8499899999979 -6.637539999998747, -37.8499899999979 -6.687539999998748, -37.8999899999979 -6.687539999998748))
463;POINT (-37.8749899999979 -6.612539999998746);POLYGON ((-37.8999899999979 -6.637539999998747, -37.8999899999979 -6.587539999998747, -37.8499899999979 -6.587539999998747, -37.8499899999979 -6.637539999998747, -37.8999899999979 -6.637539999998747))
464;POINT (-37.8749899999979 -6.562539999998746);POLYGON ((-37.8999899999979 -6.587539999998747, -37.8999899999979 -6.537539999998746, -37.8499899999979 -6.537539999998746, -37.8499899999979 -6.587539999998747, -37.8999899999979 -6.587539999998747))
465;POINT (-37.8749899999979 -6.512539999998745);POLYGON ((-37.8999899999979 -6.537539999998746, -37.8999899999979 -6.487539999998745, -37.8499899999979 -6.487539999998745, -37.8499899999979 -6.537539999998746, -37.8999899999979 -6.537539999998746))
466;POINT (-37.8749899999979 -6.462539999998745);POLYGON ((-37.8999899999979 -6.487539999998745, -37.8999899999979 -6.437539999998744, -37.8499899999979 -6.437539999998744, -37.8499899999979 -6.487539999998745, -37.8999899999979 -6.487539999998745))
467;POINT (-37.87369202025295 -6.413935120136392);POLYGON ((-37.8999899999979 -6.399328936168176, -37.88990999999805 -6.399739999998928, -37.8859 -6.396599999998216, -37.8839199999984 -6.391279999998005, -37.88746756151924 -6.387539999998744, -37.8499899999979 -6.387539999998744, -37.8499899999979 -6.437539999998744, -37.8999899999979 -6.437539999998744, -37.8999899999979 -6.399328936168176))
468;POINT (-37.86970100834461 -6.377994674048104);POLYGON ((-37.88746756151924 -6.387539999998744, -37.88815999999861 -6.38680999999815, -37.8878799999984 -6.363969999998517, -37.85947999999917 -6.374479999998584, -37.85389999999825 -6.365919999998368, -37.8499899999979 -6.364488249998351, -37.8499899999979 -6.387539999998744, -37.88746756151924 -6.387539999998744))
469;POINT (-37.82957720105734 -7.641566445869176);POLYGON ((-37.80189364797113 -7.637539999998761, -37.80761999999777 -7.643549999998868, -37.84355999999934 -7.646759999997812, -37.8499899999979 -7.649089358488159, -37.8499899999979 -7.637539999998761, -37.80189364797113 -7.637539999998761))
470;POINT (-37.8250085483204 -7.612521475603756);POLYGON ((-37.7999899999979 -7.635542057108397, -37.80189364797113 -7.637539999998761, -37.8499899999979 -7.637539999998761, -37.8499899999979 -7.587539999998761, -37.7999899999979 -7.587539999998761, -37.7999899999979 -7.635542057108397))
471;POINT (-37.8249899999979 -7.562539999998759);POLYGON ((-37.8499899999979 -7.587539999998761, -37.8499899999979 -7.53753999999876, -37.7999899999979 -7.53753999999876, -37.7999899999979 -7.587539999998761, -37.8499899999979 -7.587539999998761))
472;POINT (-37.8249899999979 -7.51253999999876);POLYGON ((-37.8499899999979 -7.53753999999876, -37.8499899999979 -7.487539999998759, -37.7999899999979 -7.487539999998759, -37.7999899999979 -7.53753999999876, -37.8499899999979 -7.53753999999876))
473;POINT (-37.8249899999979 -7.462539999998759);POLYGON ((-37.8499899999979 -7.487539999998759, -37.8499899999979 -7.437539999998759, -37.7999899999979 -7.437539999998759, -37.7999899999979 -7.487539999998759, -37.8499899999979 -7.487539999998759))
474;POINT (-37.8249899999979 -7.412539999998758);POLYGON ((-37.8499899999979 -7.437539999998759, -37.8499899999979 -7.387539999998758, -37.7999899999979 -7.387539999998758, -37.7999899999979 -7.437539999998759, -37.8499899999979 -7.437539999998759))
475;POINT (-37.8249899999979 -7.362539999998758);POLYGON ((-37.8499899999979 -7.387539999998758, -37.8499899999979 -7.337539999998757, -37.7999899999979 -7.337539999998757, -37.7999899999979 -7.387539999998758, -37.8499899999979 -7.387539999998758))
476;POINT (-37.8249899999979 -7.312539999998757);POLYGON ((-37.8499899999979 -7.337539999998757, -37.8499899999979 -7.287539999998756, -37.7999899999979 -7.287539999998756, -37.7999899999979 -7.337539999998757, -37.8499899999979 -7.337539999998757))
477;POINT (-37.8249899999979 -7.262539999998756);POLYGON ((-37.8499899999979 -7.287539999998756, -37.8499899999979 -7.237539999998756, -37.7999899999979 -7.237539999998756, -37.7999899999979 -7.287539999998756, -37.8499899999979 -7.287539999998756))
478;POINT (-37.8249899999979 -7.212539999998755);POLYGON ((-37.8499899999979 -7.237539999998756, -37.8499899999979 -7.187539999998755, -37.7999899999979 -7.187539999998755, -37.7999899999979 -7.237539999998756, -37.8499899999979 -7.237539999998756))
479;POINT (-37.8249899999979 -7.162539999998755);POLYGON ((-37.8499899999979 -7.187539999998755, -37.8499899999979 -7.137539999998754, -37.7999899999979 -7.137539999998754, -37.7999899999979 -7.187539999998755, -37.8499899999979 -7.187539999998755))
480;POINT (-37.8249899999979 -7.112539999998754);POLYGON ((-37.8499899999979 -7.137539999998754, -37.8499899999979 -7.087539999998754, -37.7999899999979 -7.087539999998754, -37.7999899999979 -7.137539999998754, -37.8499899999979 -7.137539999998754))
481;POINT (-37.8249899999979 -7.062539999998753);POLYGON ((-37.8499899999979 -7.087539999998754, -37.8499899999979 -7.037539999998753, -37.7999899999979 -7.037539999998753, -37.7999899999979 -7.087539999998754, -37.8499899999979 -7.087539999998754))
482;POINT (-37.8249899999979 -7.012539999998753);POLYGON ((-37.8499899999979 -7.037539999998753, -37.8499899999979 -6.987539999998752, -37.7999899999979 -6.987539999998752, -37.7999899999979 -7.037539999998753, -37.8499899999979 -7.037539999998753))
483;POINT (-37.8249899999979 -6.962539999998753);POLYGON ((-37.8499899999979 -6.987539999998752, -37.8499899999979 -6.937539999998751, -37.7999899999979 -6.937539999998751, -37.7999899999979 -6.987539999998752, -37.8499899999979 -6.987539999998752))
484;POINT (-37.8249899999979 -6.91253999999875);POLYGON ((-37.8499899999979 -6.937539999998751, -37.8499899999979 -6.887539999998751, -37.7999899999979 -6.887539999998751, -37.7999899999979 -6.937539999998751, -37.8499899999979 -6.937539999998751))
485;POINT (-37.8249899999979 -6.86253999999875);POLYGON ((-37.8499899999979 -6.887539999998751, -37.8499899999979 -6.83753999999875, -37.7999899999979 -6.83753999999875, -37.7999899999979 -6.887539999998751, -37.8499899999979 -6.887539999998751))
486;POINT (-37.8249899999979 -6.812539999998749);POLYGON ((-37.8499899999979 -6.83753999999875, -37.8499899999979 -6.787539999998749, -37.7999899999979 -6.787539999998749, -37.7999899999979 -6.83753999999875, -37.8499899999979 -6.83753999999875))
487;POINT (-37.8249899999979 -6.76253999999875);POLYGON ((-37.8499899999979 -6.787539999998749, -37.8499899999979 -6.737539999998749, -37.7999899999979 -6.737539999998749, -37.7999899999979 -6.787539999998749, -37.8499899999979 -6.787539999998749))
488;POINT (-37.8249899999979 -6.712539999998749);POLYGON ((-37.8499899999979 -6.737539999998749, -37.8499899999979 -6.687539999998748, -37.7999899999979 -6.687539999998748, -37.7999899999979 -6.737539999998749, -37.8499899999979 -6.737539999998749))
489;POINT (-37.8249899999979 -6.662539999998748);POLYGON ((-37.8499899999979 -6.687539999998748, -37.8499899999979 -6.637539999998747, -37.7999899999979 -6.637539999998747, -37.7999899999979 -6.687539999998748, -37.8499899999979 -6.687539999998748))
490;POINT (-37.8249899999979 -6.612539999998746);POLYGON ((-37.8499899999979 -6.637539999998747, -37.8499899999979 -6.587539999998747, -37.7999899999979 -6.587539999998747, -37.7999899999979 -6.637539999998747, -37.8499899999979 -6.637539999998747))
491;POINT (-37.8249899999979 -6.562539999998746);POLYGON ((-37.8499899999979 -6.587539999998747, -37.8499899999979 -6.537539999998746, -37.7999899999979 -6.537539999998746, -37.7999899999979 -6.587539999998747, -37.8499899999979 -6.587539999998747))
492;POINT (-37.8249899999979 -6.512539999998745);POLYGON ((-37.8499899999979 -6.537539999998746, -37.8499899999979 -6.487539999998745, -37.7999899999979 -6.487539999998745, -37.7999899999979 -6.537539999998746, -37.8499899999979 -6.537539999998746))
493;POINT (-37.8249899999979 -6.462539999998745);POLYGON ((-37.8499899999979 -6.487539999998745, -37.8499899999979 -6.437539999998744, -37.7999899999979 -6.437539999998744, -37.7999899999979 -6.487539999998745, -37.8499899999979 -6.487539999998745))
494;POINT (-37.8249899999979 -6.412539999998744);POLYGON ((-37.8499899999979 -6.437539999998744, -37.8499899999979 -6.387539999998744, -37.7999899999979 -6.387539999998744, -37.7999899999979 -6.437539999998744, -37.8499899999979 -6.437539999998744))
495;POINT (-37.82266125630673 -6.364217236877822);POLYGON ((-37.8499899999979 -6.364488249998351, -37.84029999999802 -6.360939999998664, -37.84376999999768 -6.353959999998551, -37.83390999999938 -6.341989999998987, -37.83818774193509 -6.337539999998743, -37.7999899999979 -6.337539999998743, -37.7999899999979 -6.387539999998744, -37.8499899999979 -6.387539999998744, -37.8499899999979 -6.364488249998351))
496;POINT (-37.81493276873843 -6.319145469996938);POLYGON ((-37.83818774193509 -6.337539999998743, -37.84284999999909 -6.332689999999275, -37.83338999999796 -6.321379999999408, -37.82232999999906 -6.317379999998593, -37.81440999999904 -6.31474999999773, -37.81418999999914 -6.311909999998534, -37.82367999999769 -6.305639999998675, -37.81007999999929 -6.291259999998147, -37.7999899999979 -6.289598416088881, -37.7999899999979 -6.337539999998743, -37.83818774193509 -6.337539999998743))
497;POINT (-37.77021785026149 -7.643162097301635);POLYGON ((-37.76490706896423 -7.637539999998761, -37.76688999999897 -7.657069999999294, -37.76697999999851 -7.656139999999141, -37.76763999999821 -7.656189999997878, -37.76780999999937 -7.65549, -37.76704999999856 -7.655429999998887, -37.76773999999932 -7.648269999997865, -37.77156999999897 -7.647829999998066, -37.77577999999812 -7.646219999998721, -37.77594748321933 -7.637539999998761, -37.76490706896423 -7.637539999998761))
498;POINT (-37.77544341829775 -7.609132930087203);POLYGON ((-37.74998999999791 -7.613572830371858, -37.7554999999993 -7.619109999997818, -37.75762999999824 -7.633709999998246, -37.76423999999861 -7.630969999998342, -37.76490706896423 -7.637539999998761, -37.77594748321933 -7.637539999998761, -37.77600999999777 -7.634299999997893, -37.78060999999798 -7.626639999998588, -37.79045999999835 -7.625539999999091, -37.7999899999979 -7.635542057108397, -37.7999899999979 -7.587539999998761, -37.74998999999791 -7.587539999998761, -37.74998999999791 -7.613572830371858))
499;POINT (-37.77498999999791 -7.562539999998759);POLYGON ((-37.7999899999979 -7.587539999998761, -37.7999899999979 -7.53753999999876, -37.74998999999791 -7.53753999999876, -37.74998999999791 -7.587539999998761, -37.7999899999979 -7.587539999998761))
500;POINT (-37.77498999999791 -7.51253999999876);POLYGON ((-37.7999899999979 -7.53753999999876, -37.7999899999979 -7.487539999998759, -37.74998999999791 -7.487539999998759, -37.74998999999791 -7.53753999999876, -37.7999899999979 -7.53753999999876))
501;POINT (-37.77498999999791 -7.462539999998759);POLYGON ((-37.7999899999979 -7.487539999998759, -37.7999899999979 -7.437539999998759, -37.74998999999791 -7.437539999998759, -37.74998999999791 -7.487539999998759, -37.7999899999979 -7.487539999998759))
502;POINT (-37.77498999999791 -7.412539999998758);POLYGON ((-37.7999899999979 -7.437539999998759, -37.7999899999979 -7.387539999998758, -37.74998999999791 -7.387539999998758, -37.74998999999791 -7.437539999998759, -37.7999899999979 -7.437539999998759))
503;POINT (-37.77498999999791 -7.362539999998758);POLYGON ((-37.7999899999979 -7.387539999998758, -37.7999899999979 -7.337539999998757, -37.74998999999791 -7.337539999998757, -37.74998999999791 -7.387539999998758, -37.7999899999979 -7.387539999998758))
504;POINT (-37.77498999999791 -7.312539999998757);POLYGON ((-37.7999899999979 -7.337539999998757, -37.7999899999979 -7.287539999998756, -37.74998999999791 -7.287539999998756, -37.74998999999791 -7.337539999998757, -37.7999899999979 -7.337539999998757))
505;POINT (-37.77498999999791 -7.262539999998756);POLYGON ((-37.7999899999979 -7.287539999998756, -37.7999899999979 -7.237539999998756, -37.74998999999791 -7.237539999998756, -37.74998999999791 -7.287539999998756, -37.7999899999979 -7.287539999998756))
506;POINT (-37.77498999999791 -7.212539999998755);POLYGON ((-37.7999899999979 -7.237539999998756, -37.7999899999979 -7.187539999998755, -37.74998999999791 -7.187539999998755, -37.74998999999791 -7.237539999998756, -37.7999899999979 -7.237539999998756))
507;POINT (-37.77498999999791 -7.162539999998755);POLYGON ((-37.7999899999979 -7.187539999998755, -37.7999899999979 -7.137539999998754, -37.74998999999791 -7.137539999998754, -37.74998999999791 -7.187539999998755, -37.7999899999979 -7.187539999998755))
508;POINT (-37.77498999999791 -7.112539999998754);POLYGON ((-37.7999899999979 -7.137539999998754, -37.7999899999979 -7.087539999998754, -37.74998999999791 -7.087539999998754, -37.74998999999791 -7.137539999998754, -37.7999899999979 -7.137539999998754))
509;POINT (-37.77498999999791 -7.062539999998753);POLYGON ((-37.7999899999979 -7.087539999998754, -37.7999899999979 -7.037539999998753, -37.74998999999791 -7.037539999998753, -37.74998999999791 -7.087539999998754, -37.7999899999979 -7.087539999998754))
510;POINT (-37.77498999999791 -7.012539999998753);POLYGON ((-37.7999899999979 -7.037539999998753, -37.7999899999979 -6.987539999998752, -37.74998999999791 -6.987539999998752, -37.74998999999791 -7.037539999998753, -37.7999899999979 -7.037539999998753))
511;POINT (-37.77498999999791 -6.962539999998753);POLYGON ((-37.7999899999979 -6.987539999998752, -37.7999899999979 -6.937539999998751, -37.74998999999791 -6.937539999998751, -37.74998999999791 -6.987539999998752, -37.7999899999979 -6.987539999998752))
512;POINT (-37.77498999999791 -6.91253999999875);POLYGON ((-37.7999899999979 -6.937539999998751, -37.7999899999979 -6.887539999998751, -37.74998999999791 -6.887539999998751, -37.74998999999791 -6.937539999998751, -37.7999899999979 -6.937539999998751))
513;POINT (-37.77498999999791 -6.86253999999875);POLYGON ((-37.7999899999979 -6.887539999998751, -37.7999899999979 -6.83753999999875, -37.74998999999791 -6.83753999999875, -37.74998999999791 -6.887539999998751, -37.7999899999979 -6.887539999998751))
