;center_point;envelope
801;POINT (-37.22730431738821 -6.82982749643524);POLYGON ((-37.24998999999794 -6.813842434134084, -37.23425999999927 -6.824229999998352, -37.21355999999832 -6.824419999999009, -37.19998999999794 -6.824735445543056, -37.19998999999794 -6.83753999999875, -37.24998999999794 -6.83753999999875, -37.24998999999794 -6.813842434134084))
802;POINT (-37.22805562298455 -6.20045930670754);POLYGON ((-37.19998999999794 -6.204039564031389, -37.20123999999851 -6.205309999999372, -37.23392999999851 -6.212879999999132, -37.24998999999794 -6.225143661643664, -37.24998999999794 -6.187539999998741, -37.19998999999794 -6.187539999998741, -37.19998999999794 -6.204039564031389))
803;POINT (-37.22498999999794 -6.16253999999874);POLYGON ((-37.24998999999794 -6.187539999998741, -37.24998999999794 -6.13753999999874, -37.19998999999794 -6.13753999999874, -37.19998999999794 -6.187539999998741, -37.24998999999794 -6.187539999998741))
804;POINT (-37.22498999999794 -6.11253999999874);POLYGON ((-37.24998999999794 -6.13753999999874, -37.24998999999794 -6.087539999998739, -37.19998999999794 -6.087539999998739, -37.19998999999794 -6.13753999999874, -37.24998999999794 -6.13753999999874))
805;POINT (-37.22523047751706 -6.063071604569535);POLYGON ((-37.22500331271318 -6.037539999998739, -37.22234999999819 -6.041749999998501, -37.20405999999821 -6.037759999999253, -37.19998999999794 -6.04173740850608, -37.19998999999794 -6.087539999998739, -37.24998999999794 -6.087539999998739, -37.24998999999794 -6.037539999998739, -37.22500331271318 -6.037539999998739))
806;POINT (-37.23934940851953 -6.032247546907747);POLYGON ((-37.24998999999794 -6.025545087999287, -37.23151999999936 -6.027199999998629, -37.22500331271318 -6.037539999998739, -37.24998999999794 -6.037539999998739, -37.24998999999794 -6.025545087999287))
807;POINT (-37.15469182118759 -8.157746557311249);POLYGON ((-37.14998999999794 -8.173539590119733, -37.15987999999925 -8.169989999998506, -37.16307999999844 -8.158279999997831, -37.15065999999933 -8.149629999998069, -37.15826999999808 -8.138459999998304, -37.15783620508164 -8.137539999998769, -37.14998999999794 -8.137539999998769, -37.14998999999794 -8.173539590119733))
808;POINT (-37.15282820339302 -8.132973866434718);POLYGON ((-37.15783620508164 -8.137539999998769, -37.15288999999939 -8.127049999999144, -37.14998999999794 -8.126259381896746, -37.14998999999794 -8.137539999998769, -37.15783620508164 -8.137539999998769))
809;POINT (-37.15302738261742 -8.056143322315343);POLYGON ((-37.14998999999794 -8.074267096204398, -37.15649999999914 -8.064119999999093, -37.15774999999849 -8.050809999998819, -37.14998999999794 -8.037908699688961, -37.14998999999794 -8.074267096204398))
810;POINT (-37.16212526197131 -7.994141163702408);POLYGON ((-37.14998999999794 -8.018142056079707, -37.15144999999939 -8.008999999998196, -37.16007999999783 -7.996739999998681, -37.17496999999821 -7.996449999998731, -37.17804999999862 -7.990169999999125, -37.18512999999803 -7.990029999999024, -37.18606208555966 -7.987539999998766, -37.14998999999794 -7.987539999998766, -37.14998999999794 -8.018142056079707))
811;POINT (-37.17274501344386 -7.961291719730369);POLYGON ((-37.18606208555966 -7.987539999998766, -37.18792999999823 -7.98254999999881, -37.19304999999804 -7.982459999999264, -37.19232999999804 -7.960189999997965, -37.19998999999794 -7.955818804346778, -37.19998999999794 -7.937539999998766, -37.14998999999794 -7.937539999998766, -37.14998999999794 -7.987539999998766, -37.18606208555966 -7.987539999998766))
812;POINT (-37.17498999999793 -7.912539999998766);POLYGON ((-37.19998999999794 -7.937539999998766, -37.19998999999794 -7.887539999998765, -37.14998999999794 -7.887539999998765, -37.14998999999794 -7.937539999998766, -37.19998999999794 -7.937539999998766))
813;POINT (-37.17498999999793 -7.862539999998765);POLYGON ((-37.19998999999794 -7.887539999998765, -37.19998999999794 -7.837539999998764, -37.14998999999794 -7.837539999998764, -37.14998999999794 -7.887539999998765, -37.19998999999794 -7.887539999998765))
814;POINT (-37.17450900590747 -7.815090254955832);POLYGON ((-37.19998999999794 -7.799456781489321, -37.19761999999901 -7.798509999998714, -37.1911999999993 -7.790759999998045, -37.18268999999782 -7.790309999998499, -37.17539999999826 -7.795919999998659, -37.17032999999901 -7.799819999998363, -37.17101999999795 -7.79475999999886, -37.1679099999983 -7.794709999998304, -37.15946999999869 -7.792809999999008, -37.15637185489782 -7.787539999998764, -37.14998999999794 -7.787539999998764, -37.14998999999794 -7.837539999998764, -37.19998999999794 -7.837539999998764, -37.19998999999794 -7.799456781489321))
815;POINT (-37.15248533708105 -7.776181382341065);POLYGON ((-37.15637185489782 -7.787539999998764, -37.15160999999898 -7.779439999998431, -37.15643999999884 -7.776459999999133, -37.15668999999798 -7.772589999998672, -37.14998999999794 -7.762412222220357, -37.14998999999794 -7.787539999998764, -37.15637185489782 -7.787539999998764))
816;POINT (-37.15626709236243 -7.696269906495422);POLYGON ((-37.14998999999794 -7.729001843909672, -37.15025999999853 -7.728619999998045, -37.15015999999923 -7.715519999997923, -37.15419999999904 -7.705989999998565, -37.16069999999854 -7.697559999998703, -37.17024355522896 -7.687539999998762, -37.14998999999794 -7.687539999998762, -37.14998999999794 -7.729001843909672))
817;POINT (-37.16870103208588 -7.658909338875115);POLYGON ((-37.17024355522896 -7.687539999998762, -37.17371999999887 -7.683889999998428, -37.17976999999883 -7.666699999997945, -37.19478999999774 -7.651649999997971, -37.1969799999988 -7.64502999999786, -37.19667303278574 -7.637539999998761, -37.14998999999794 -7.637539999998761, -37.14998999999794 -7.687539999998762, -37.17024355522896 -7.687539999998762))
818;POINT (-37.16835616970847 -7.615593698064945);POLYGON ((-37.19667303278574 -7.637539999998761, -37.19632999999885 -7.629169999998339, -37.18375999999807 -7.615409999998519, -37.18021999999837 -7.601729999998497, -37.18017999999938 -7.601589999998396, -37.1729158510622 -7.587539999998761, -37.14998999999794 -7.587539999998761, -37.14998999999794 -7.637539999998761, -37.19667303278574 -7.637539999998761))
819;POINT (-37.15773605721755 -7.579020696194852);POLYGON ((-37.1729158510622 -7.587539999998761, -37.17288999999801 -7.58748999999807, -37.15542999999889 -7.567469999998139, -37.14998999999794 -7.563069128854245, -37.14998999999794 -7.587539999998761, -37.1729158510622 -7.587539999998761))
820;POINT (-37.15684505958505 -7.337629999998864);POLYGON ((-37.15569684542332 -7.337539999998757, -37.15672999999879 -7.337809999999081, -37.15810833333304 -7.337539999998757, -37.15569684542332 -7.337539999998757))
821;POINT (-37.16680116437424 -7.306561380288005);POLYGON ((-37.14998999999794 -7.336048598515103, -37.15569684542332 -7.337539999998757, -37.15810833333304 -7.337539999998757, -37.16499999999905 -7.336189999998169, -37.1677699999982 -7.331559999998717, -37.1681899999985 -7.319549999998344, -37.17657999999938 -7.309149999999136, -37.19632999999885 -7.294259999998758, -37.19998999999794 -7.293557279998803, -37.19998999999794 -7.287539999998756, -37.14998999999794 -7.287539999998756, -37.14998999999794 -7.336048598515103))
822;POINT (-37.17498999999793 -7.262539999998756);POLYGON ((-37.19998999999794 -7.287539999998756, -37.19998999999794 -7.237539999998756, -37.14998999999794 -7.237539999998756, -37.14998999999794 -7.287539999998756, -37.19998999999794 -7.287539999998756))
823;POINT (-37.17498999999793 -7.212539999998755);POLYGON ((-37.19998999999794 -7.237539999998756, -37.19998999999794 -7.187539999998755, -37.14998999999794 -7.187539999998755, -37.14998999999794 -7.237539999998756, -37.19998999999794 -7.237539999998756))
824;POINT (-37.17498999999793 -7.162539999998755);POLYGON ((-37.19998999999794 -7.187539999998755, -37.19998999999794 -7.137539999998754, -37.14998999999794 -7.137539999998754, -37.14998999999794 -7.187539999998755, -37.19998999999794 -7.187539999998755))
825;POINT (-37.17498999999793 -7.112539999998754);POLYGON ((-37.19998999999794 -7.137539999998754, -37.19998999999794 -7.087539999998754, -37.14998999999794 -7.087539999998754, -37.14998999999794 -7.137539999998754, -37.19998999999794 -7.137539999998754))
826;POINT (-37.17498999999793 -7.062539999998753);POLYGON ((-37.19998999999794 -7.087539999998754, -37.19998999999794 -7.037539999998753, -37.14998999999794 -7.037539999998753, -37.14998999999794 -7.087539999998754, -37.19998999999794 -7.087539999998754))
827;POINT (-37.17498999999793 -7.012539999998753);POLYGON ((-37.19998999999794 -7.037539999998753, -37.19998999999794 -6.987539999998752, -37.14998999999794 -6.987539999998752, -37.14998999999794 -7.037539999998753, -37.19998999999794 -7.037539999998753))
828;POINT (-37.17498999999793 -6.962539999998753);POLYGON ((-37.19998999999794 -6.987539999998752, -37.19998999999794 -6.937539999998751, -37.14998999999794 -6.937539999998751, -37.14998999999794 -6.987539999998752, -37.19998999999794 -6.987539999998752))
829;POINT (-37.17498999999793 -6.91253999999875);POLYGON ((-37.19998999999794 -6.937539999998751, -37.19998999999794 -6.887539999998751, -37.14998999999794 -6.887539999998751, -37.14998999999794 -6.937539999998751, -37.19998999999794 -6.937539999998751))
830;POINT (-37.17498999999793 -6.86253999999875);POLYGON ((-37.19998999999794 -6.887539999998751, -37.19998999999794 -6.83753999999875, -37.14998999999794 -6.83753999999875, -37.14998999999794 -6.887539999998751, -37.19998999999794 -6.887539999998751))
831;POINT (-37.16949509997122 -6.823732360253428);POLYGON ((-37.19998999999794 -6.824735445543056, -37.19032999999945 -6.8249599999981, -37.15188999999918 -6.797959999998056, -37.14998999999794 -6.795318437094011, -37.14998999999794 -6.83753999999875, -37.19998999999794 -6.83753999999875, -37.19998999999794 -6.824735445543056))
832;POINT (-37.19699048101126 -6.194182609464352);POLYGON ((-37.19301647989303 -6.187539999998741, -37.19389999999839 -6.197849999998652, -37.19998999999794 -6.204039564031389, -37.19998999999794 -6.187539999998741, -37.19301647989303 -6.187539999998741))
833;POINT (-37.18356952413941 -6.160480476350527);POLYGON ((-37.17367580270008 -6.13753999999874, -37.17475999999806 -6.141789999997854, -37.16603999999825 -6.153509999998278, -37.15657999999894 -6.15208999999777, -37.16533999999774 -6.169979999998759, -37.17387999999846 -6.179709999998522, -37.19259999999849 -6.182679999998072, -37.19301647989303 -6.187539999998741, -37.19998999999794 -6.187539999998741, -37.19998999999794 -6.13753999999874, -37.17367580270008 -6.13753999999874))
834;POINT (-37.18509268915436 -6.112433175531338);POLYGON ((-37.17086674698616 -6.087539999998739, -37.17230999999811 -6.098429999998189, -37.16663999999764 -6.109959999997955, -37.17367580270008 -6.13753999999874, -37.19998999999794 -6.13753999999874, -37.19998999999794 -6.087539999998739, -37.17086674698616 -6.087539999998739))
835;POINT (-37.18650935927833 -6.067867059077052);POLYGON ((-37.19998999999794 -6.04173740850608, -37.19394999999895 -6.047639999998864, -37.17358999999851 -6.04762, -37.17522999999892 -6.054539999999179, -37.17021999999815 -6.082659999998214, -37.17086674698616 -6.087539999998739, -37.19998999999794 -6.087539999998739, -37.19998999999794 -6.04173740850608))
836;POINT (-37.11049981363139 -8.204619271625635);POLYGON ((-37.09998999999794 -8.233265901326547, -37.10008999999809 -8.233289999998306, -37.12256999999772 -8.20864999999867, -37.12575999999899 -8.191079999998692, -37.12338724324184 -8.187539999998769, -37.09998999999794 -8.187539999998769, -37.09998999999794 -8.233265901326547))
837;POINT (-37.1232719499493 -8.159199680152529);POLYGON ((-37.12338724324184 -8.187539999998769, -37.11831999999777 -8.179979999998977, -37.11791999999878 -8.174939999998969, -37.12610999999924 -8.17327, -37.14084999999795 -8.17681999999877, -37.14998999999794 -8.173539590119733, -37.14998999999794 -8.137539999998769, -37.09998999999794 -8.137539999998769, -37.09998999999794 -8.187539999998769, -37.12338724324184 -8.187539999998769))
838;POINT (-37.12304788372097 -8.112908076867109);POLYGON ((-37.14998999999794 -8.126259381896746, -37.14383 -8.124579999997877, -37.14221999999791 -8.117529999997714, -37.14747999999781 -8.099679999999353, -37.14335999999821 -8.087549999998373, -37.14336313691317 -8.087539999998768, -37.09998999999794 -8.087539999998768, -37.09998999999794 -8.137539999998769, -37.14998999999794 -8.137539999998769, -37.14998999999794 -8.126259381896746))
839;POINT (-37.12451891660128 -8.062116858201044);POLYGON ((-37.14336313691317 -8.087539999998768, -37.14516999999796 -8.081779999998616, -37.14998999999794 -8.074267096204398, -37.14998999999794 -8.037908699688961, -37.14976823091053 -8.037539999998767, -37.09998999999794 -8.037539999998767, -37.09998999999794 -8.087539999998768, -37.14336313691317 -8.087539999998768))
840;POINT (-37.12478909724654 -8.01239699303852);POLYGON ((-37.14976823091053 -8.037539999998767, -37.14805999999771 -8.034699999998338, -37.14922999999908 -8.023329999998168, -37.14930999999888 -8.022399999998015, -37.14998999999794 -8.018142056079707, -37.14998999999794 -7.987539999998766, -37.09998999999794 -7.987539999998766, -37.09998999999794 -8.037539999998767, -37.14976823091053 -8.037539999998767))
841;POINT (-37.12498999999794 -7.962539999998766);POLYGON ((-37.14998999999794 -7.987539999998766, -37.14998999999794 -7.937539999998766, -37.09998999999794 -7.937539999998766, -37.09998999999794 -7.987539999998766, -37.14998999999794 -7.987539999998766))
842;POINT (-37.12498999999794 -7.912539999998766);POLYGON ((-37.14998999999794 -7.937539999998766, -37.14998999999794 -7.887539999998765, -37.09998999999794 -7.887539999998765, -37.09998999999794 -7.937539999998766, -37.14998999999794 -7.937539999998766))
843;POINT (-37.12498999999794 -7.862539999998765);POLYGON ((-37.14998999999794 -7.887539999998765, -37.14998999999794 -7.837539999998764, -37.09998999999794 -7.837539999998764, -37.09998999999794 -7.887539999998765, -37.14998999999794 -7.887539999998765))
844;POINT (-37.12498999999794 -7.812539999998763);POLYGON ((-37.14998999999794 -7.837539999998764, -37.14998999999794 -7.787539999998764, -37.09998999999794 -7.787539999998764, -37.09998999999794 -7.837539999998764, -37.14998999999794 -7.837539999998764))
845;POINT (-37.12351625700238 -7.763620288570194);POLYGON ((-37.14998999999794 -7.762412222220357, -37.13859999999841 -7.745109999998022, -37.14395271073172 -7.737539999998763, -37.09998999999794 -7.737539999998763, -37.09998999999794 -7.787539999998764, -37.14998999999794 -7.787539999998764, -37.14998999999794 -7.762412222220357))
846;POINT (-37.1247505417931 -7.712309225516954);POLYGON ((-37.14395271073172 -7.737539999998763, -37.14998999999794 -7.729001843909672, -37.14998999999794 -7.687539999998762, -37.09998999999794 -7.687539999998762, -37.09998999999794 -7.737539999998763, -37.14395271073172 -7.737539999998763))
847;POINT (-37.12498999999794 -7.662539999998763);POLYGON ((-37.14998999999794 -7.687539999998762, -37.14998999999794 -7.637539999998761, -37.09998999999794 -7.637539999998761, -37.09998999999794 -7.687539999998762, -37.14998999999794 -7.687539999998762))
848;POINT (-37.12498999999794 -7.612539999998762);POLYGON ((-37.14998999999794 -7.637539999998761, -37.14998999999794 -7.587539999998761, -37.09998999999794 -7.587539999998761, -37.09998999999794 -7.637539999998761, -37.14998999999794 -7.637539999998761))
849;POINT (-37.12224158231187 -7.565408152673793);POLYGON ((-37.14998999999794 -7.563069128854245, -37.13338999999905 -7.549639999999272, -37.12278404163543 -7.53753999999876, -37.09998999999794 -7.53753999999876, -37.09998999999794 -7.587539999998761, -37.14998999999794 -7.587539999998761, -37.14998999999794 -7.563069128854245))
850;POINT (-37.1081394309764 -7.53428973123741);POLYGON ((-37.12278404163543 -7.53753999999876, -37.12117999999828 -7.535709999998289, -37.10575999999855 -7.530719999998837, -37.09998999999794 -7.526856911098618, -37.09998999999794 -7.53753999999876, -37.12278404163543 -7.53753999999876))
851;POINT (-37.11639786413665 -7.344128335072369);POLYGON ((-37.09998999999794 -7.355317605319216, -37.10151999999835 -7.356219999997847, -37.10635999999795 -7.353479999997944, -37.12121999999908 -7.350509999998394, -37.12763999999879 -7.343599999998332, -37.13496999999916 -7.346259999998438, -37.13999999999942 -7.341719999998531, -37.14271581920759 -7.337539999998757, -37.09998999999794 -7.337539999998757, -37.09998999999794 -7.355317605319216))
852;POINT (-37.12486429738897 -7.312399946839622);POLYGON ((-37.14271581920759 -7.337539999998757, -37.14459999999781 -7.334639999999126, -37.14998999999794 -7.336048598515103, -37.14998999999794 -7.287539999998756, -37.09998999999794 -7.287539999998756, -37.09998999999794 -7.337539999998757, -37.14271581920759 -7.337539999998757))
853;POINT (-37.12498999999794 -7.262539999998756);POLYGON ((-37.14998999999794 -7.287539999998756, -37.14998999999794 -7.237539999998756, -37.09998999999794 -7.237539999998756, -37.09998999999794 -7.287539999998756, -37.14998999999794 -7.287539999998756))
854;POINT (-37.12498999999794 -7.212539999998755);POLYGON ((-37.14998999999794 -7.237539999998756, -37.14998999999794 -7.187539999998755, -37.09998999999794 -7.187539999998755, -37.09998999999794 -7.237539999998756, -37.14998999999794 -7.237539999998756))
855;POINT (-37.12498999999794 -7.162539999998755);POLYGON ((-37.14998999999794 -7.187539999998755, -37.14998999999794 -7.137539999998754, -37.09998999999794 -7.137539999998754, -37.09998999999794 -7.187539999998755, -37.14998999999794 -7.187539999998755))
856;POINT (-37.12498999999794 -7.112539999998754);POLYGON ((-37.14998999999794 -7.137539999998754, -37.14998999999794 -7.087539999998754, -37.09998999999794 -7.087539999998754, -37.09998999999794 -7.137539999998754, -37.14998999999794 -7.137539999998754))
857;POINT (-37.12498999999794 -7.062539999998753);POLYGON ((-37.14998999999794 -7.087539999998754, -37.14998999999794 -7.037539999998753, -37.09998999999794 -7.037539999998753, -37.09998999999794 -7.087539999998754, -37.14998999999794 -7.087539999998754))
858;POINT (-37.12498999999794 -7.012539999998753);POLYGON ((-37.14998999999794 -7.037539999998753, -37.14998999999794 -6.987539999998752, -37.09998999999794 -6.987539999998752, -37.09998999999794 -7.037539999998753, -37.14998999999794 -7.037539999998753))
859;POINT (-37.12498999999794 -6.962539999998753);POLYGON ((-37.14998999999794 -6.987539999998752, -37.14998999999794 -6.937539999998751, -37.09998999999794 -6.937539999998751, -37.09998999999794 -6.987539999998752, -37.14998999999794 -6.987539999998752))
860;POINT (-37.12498999999794 -6.91253999999875);POLYGON ((-37.14998999999794 -6.937539999998751, -37.14998999999794 -6.887539999998751, -37.09998999999794 -6.887539999998751, -37.09998999999794 -6.937539999998751, -37.14998999999794 -6.937539999998751))
861;POINT (-37.12498999999794 -6.86253999999875);POLYGON ((-37.14998999999794 -6.887539999998751, -37.14998999999794 -6.83753999999875, -37.09998999999794 -6.83753999999875, -37.09998999999794 -6.887539999998751, -37.14998999999794 -6.887539999998751))
862;POINT (-37.12478686975229 -6.812736739344714);POLYGON ((-37.14998999999794 -6.795318437094011, -37.14439519456361 -6.787539999998749, -37.09998999999794 -6.787539999998749, -37.09998999999794 -6.83753999999875, -37.14998999999794 -6.83753999999875, -37.14998999999794 -6.795318437094011))
863;POINT (-37.11794077574124 -6.776918750581686);POLYGON ((-37.14439519456361 -6.787539999998749, -37.12859999999819 -6.765579999999318, -37.11971999999878 -6.766889999998966, -37.09998999999794 -6.761073539425065, -37.09998999999794 -6.787539999998749, -37.14439519456361 -6.787539999998749))
864;POINT (-37.06513279324466 -8.251932039589908);POLYGON ((-37.04998999999795 -8.265967512775456, -37.08085999999821 -8.265959999998813, -37.08027999999831 -8.240669999999227, -37.07482186881013 -8.23753999999877, -37.04998999999795 -8.23753999999877, -37.04998999999795 -8.265967512775456))
865;POINT (-37.0740303903066 -8.209858743158994);POLYGON ((-37.07482186881013 -8.23753999999877, -37.06618999999773 -8.232589999997799, -37.0670799999989 -8.2296899999983, -37.08054999999877 -8.221479999998337, -37.08954999999878 -8.230749999998807, -37.09998999999794 -8.233265901326547, -37.09998999999794 -8.187539999998769, -37.04998999999795 -8.187539999998769, -37.04998999999795 -8.23753999999877, -37.07482186881013 -8.23753999999877))
866;POINT (-37.07498999999794 -8.162539999998769);POLYGON ((-37.09998999999794 -8.187539999998769, -37.09998999999794 -8.137539999998769, -37.04998999999795 -8.137539999998769, -37.04998999999795 -8.187539999998769, -37.09998999999794 -8.187539999998769))
867;POINT (-37.07498999999794 -8.112539999998768);POLYGON ((-37.09998999999794 -8.137539999998769, -37.09998999999794 -8.087539999998768, -37.04998999999795 -8.087539999998768, -37.04998999999795 -8.137539999998769, -37.09998999999794 -8.137539999998769))
868;POINT (-37.07498999999794 -8.062539999998767);POLYGON ((-37.09998999999794 -8.087539999998768, -37.09998999999794 -8.037539999998767, -37.04998999999795 -8.037539999998767, -37.04998999999795 -8.087539999998768, -37.09998999999794 -8.087539999998768))
869;POINT (-37.07498999999794 -8.012539999998767);POLYGON ((-37.09998999999794 -8.037539999998767, -37.09998999999794 -7.987539999998766, -37.04998999999795 -7.987539999998766, -37.04998999999795 -8.037539999998767, -37.09998999999794 -8.037539999998767))
870;POINT (-37.07498999999794 -7.962539999998766);POLYGON ((-37.09998999999794 -7.987539999998766, -37.09998999999794 -7.937539999998766, -37.04998999999795 -7.937539999998766, -37.04998999999795 -7.987539999998766, -37.09998999999794 -7.987539999998766))
871;POINT (-37.07498999999794 -7.912539999998766);POLYGON ((-37.09998999999794 -7.937539999998766, -37.09998999999794 -7.887539999998765, -37.04998999999795 -7.887539999998765, -37.04998999999795 -7.937539999998766, -37.09998999999794 -7.937539999998766))
872;POINT (-37.07498999999794 -7.862539999998765);POLYGON ((-37.09998999999794 -7.887539999998765, -37.09998999999794 -7.837539999998764, -37.04998999999795 -7.837539999998764, -37.04998999999795 -7.887539999998765, -37.09998999999794 -7.887539999998765))
873;POINT (-37.07498999999794 -7.812539999998763);POLYGON ((-37.09998999999794 -7.837539999998764, -37.09998999999794 -7.787539999998764, -37.04998999999795 -7.787539999998764, -37.04998999999795 -7.837539999998764, -37.09998999999794 -7.837539999998764))
874;POINT (-37.07498999999794 -7.762539999998762);POLYGON ((-37.09998999999794 -7.787539999998764, -37.09998999999794 -7.737539999998763, -37.04998999999795 -7.737539999998763, -37.04998999999795 -7.787539999998764, -37.09998999999794 -7.787539999998764))
875;POINT (-37.07498999999794 -7.712539999998763);POLYGON ((-37.09998999999794 -7.737539999998763, -37.09998999999794 -7.687539999998762, -37.04998999999795 -7.687539999998762, -37.04998999999795 -7.737539999998763, -37.09998999999794 -7.737539999998763))
876;POINT (-37.07498999999794 -7.662539999998763);POLYGON ((-37.09998999999794 -7.687539999998762, -37.09998999999794 -7.637539999998761, -37.04998999999795 -7.637539999998761, -37.04998999999795 -7.687539999998762, -37.09998999999794 -7.687539999998762))
877;POINT (-37.07498999999794 -7.612539999998762);POLYGON ((-37.09998999999794 -7.637539999998761, -37.09998999999794 -7.587539999998761, -37.04998999999795 -7.587539999998761, -37.04998999999795 -7.637539999998761, -37.09998999999794 -7.637539999998761))
878;POINT (-37.07498999999794 -7.562539999998759);POLYGON ((-37.09998999999794 -7.587539999998761, -37.09998999999794 -7.53753999999876, -37.04998999999795 -7.53753999999876, -37.04998999999795 -7.587539999998761, -37.09998999999794 -7.587539999998761))
879;POINT (-37.07123818218436 -7.525781731565613);POLYGON ((-37.09998999999794 -7.526856911098618, -37.08584999999766 -7.517389999999068, -37.06796999999824 -7.516699999998309, -37.05347999999867 -7.504159999998592, -37.04998999999795 -7.503947195120514, -37.04998999999795 -7.53753999999876, -37.09998999999794 -7.53753999999876, -37.09998999999794 -7.526856911098618))
880;POINT (-37.07028590146894 -7.354828129237236);POLYGON ((-37.04998999999795 -7.377383573664877, -37.05283999999847 -7.379089999998541, -37.06908999999905 -7.381979999998293, -37.07260999999926 -7.36786999999822, -37.08105999999862 -7.363129999997909, -37.08527999999933 -7.357849999998507, -37.09700999999768 -7.353559999997742, -37.09998999999794 -7.355317605319216, -37.09998999999794 -7.337539999998757, -37.04998999999795 -7.337539999998757, -37.04998999999795 -7.377383573664877))
881;POINT (-37.07498999999794 -7.312539999998757);POLYGON ((-37.09998999999794 -7.337539999998757, -37.09998999999794 -7.287539999998756, -37.04998999999795 -7.287539999998756, -37.04998999999795 -7.337539999998757, -37.09998999999794 -7.337539999998757))
882;POINT (-37.07498999999794 -7.262539999998756);POLYGON ((-37.09998999999794 -7.287539999998756, -37.09998999999794 -7.237539999998756, -37.04998999999795 -7.237539999998756, -37.04998999999795 -7.287539999998756, -37.09998999999794 -7.287539999998756))
883;POINT (-37.07498999999794 -7.212539999998755);POLYGON ((-37.09998999999794 -7.237539999998756, -37.09998999999794 -7.187539999998755, -37.04998999999795 -7.187539999998755, -37.04998999999795 -7.237539999998756, -37.09998999999794 -7.237539999998756))
884;POINT (-37.07498999999794 -7.162539999998755);POLYGON ((-37.09998999999794 -7.187539999998755, -37.09998999999794 -7.137539999998754, -37.04998999999795 -7.137539999998754, -37.04998999999795 -7.187539999998755, -37.09998999999794 -7.187539999998755))
885;POINT (-37.07498999999794 -7.112539999998754);POLYGON ((-37.09998999999794 -7.137539999998754, -37.09998999999794 -7.087539999998754, -37.04998999999795 -7.087539999998754, -37.04998999999795 -7.137539999998754, -37.09998999999794 -7.137539999998754))
886;POINT (-37.07498999999794 -7.062539999998753);POLYGON ((-37.09998999999794 -7.087539999998754, -37.09998999999794 -7.037539999998753, -37.04998999999795 -7.037539999998753, -37.04998999999795 -7.087539999998754, -37.09998999999794 -7.087539999998754))
887;POINT (-37.07498999999794 -7.012539999998753);POLYGON ((-37.09998999999794 -7.037539999998753, -37.09998999999794 -6.987539999998752, -37.04998999999795 -6.987539999998752, -37.04998999999795 -7.037539999998753, -37.09998999999794 -7.037539999998753))
888;POINT (-37.07498999999794 -6.962539999998753);POLYGON ((-37.09998999999794 -6.987539999998752, -37.09998999999794 -6.937539999998751, -37.04998999999795 -6.937539999998751, -37.04998999999795 -6.987539999998752, -37.09998999999794 -6.987539999998752))
889;POINT (-37.07498999999794 -6.91253999999875);POLYGON ((-37.09998999999794 -6.937539999998751, -37.09998999999794 -6.887539999998751, -37.04998999999795 -6.887539999998751, -37.04998999999795 -6.937539999998751, -37.09998999999794 -6.937539999998751))
890;POINT (-37.07498999999794 -6.86253999999875);POLYGON ((-37.09998999999794 -6.887539999998751, -37.09998999999794 -6.83753999999875, -37.04998999999795 -6.83753999999875, -37.04998999999795 -6.887539999998751, -37.09998999999794 -6.887539999998751))
891;POINT (-37.07498999999794 -6.812539999998749);POLYGON ((-37.09998999999794 -6.83753999999875, -37.09998999999794 -6.787539999998749, -37.04998999999795 -6.787539999998749, -37.04998999999795 -6.83753999999875, -37.09998999999794 -6.83753999999875))
892;POINT (-37.07301141031044 -6.770158688096378);POLYGON ((-37.09998999999794 -6.761073539425065, -37.07507999999871 -6.753729999998541, -37.05907999999908 -6.749019999999291, -37.04998999999795 -6.74327855132323, -37.04998999999795 -6.787539999998749, -37.09998999999794 -6.787539999998749, -37.09998999999794 -6.761073539425065))
893;POINT (-37.00781664709764 -8.291213367714834);POLYGON ((-36.99998999999795 -8.298411087225603, -37.01499999999942 -8.291659999998956, -37.02030999999806 -8.289259999997739, -37.02174714898833 -8.287539999998771, -36.99998999999795 -8.287539999998771, -36.99998999999795 -8.298411087225603))
894;POINT (-37.02206933098223 -8.25937693228596);POLYGON ((-37.02174714898833 -8.287539999998771, -37.03976999999941 -8.265969999998561, -37.04998999999795 -8.265967512775456, -37.04998999999795 -8.23753999999877, -36.99998999999795 -8.23753999999877, -36.99998999999795 -8.287539999998771, -37.02174714898833 -8.287539999998771))
895;POINT (-37.02498999999795 -8.21253999999877);POLYGON ((-37.04998999999795 -8.23753999999877, -37.04998999999795 -8.187539999998769, -36.99998999999795 -8.187539999998769, -36.99998999999795 -8.23753999999877, -37.04998999999795 -8.23753999999877))
896;POINT (-37.02498999999795 -8.162539999998769);POLYGON ((-37.04998999999795 -8.187539999998769, -37.04998999999795 -8.137539999998769, -36.99998999999795 -8.137539999998769, -36.99998999999795 -8.187539999998769, -37.04998999999795 -8.187539999998769))
897;POINT (-37.02498999999795 -8.112539999998768);POLYGON ((-37.04998999999795 -8.137539999998769, -37.04998999999795 -8.087539999998768, -36.99998999999795 -8.087539999998768, -36.99998999999795 -8.137539999998769, -37.04998999999795 -8.137539999998769))
