;date;center_point;envelope;QV2M;RH2M;PS;T2M;T2M_MIN;T2M_MAX;WS10M;WS50M;WS10M_MAX;WS50M_MAX;WS10M_MIN;WS50M_MIN;T2M_MIN_MINIMO;T2M_MAX_MAXIMO;WS10M_MAX_MAXIMO;WS50M_MAX_MAXIMO;WS10M_MIN_MINIMO;WS50M_MIN_MINIMO
0;20230530;POINT (-36.4625 -5.7625);POLYGON ((-36.425 -5.8, -36.5 -5.8, -36.5 -5.725, -36.425 -5.725, -36.425 -5.8));15.13012814088241;71.14319953658806;99.55257716316741;26.759017343205503;22.34706831561839;32.884716774816226;5.8235017239843305;7.656863116926183;7.567448894825492;9.293919034130809;4.0646548323151634;6.138117709789056;17.693917974266775;38.20672860203135;11.392368758916476;14.258559557787713;0.14052496433410475;0.04763124108352619
1;20230530;POINT (-36.4625 -5.65);POLYGON ((-36.5 -5.725, -36.5 -5.574999999999999, -36.425 -5.574999999999999, -36.425 -5.725, -36.5 -5.725));15.214646240205706;71.05417495029789;99.7723704829843;26.895758390831165;22.523145830896745;32.93964214711693;5.826669395392336;7.6582119050403605;7.563479125248543;9.289212957548832;4.058464507075193;6.125336217986215;17.9;38.080000000000005;11.39;14.209999999999999;0.15;0.05
2;20230530;POINT (-36.4625 -5.499999999999999);POLYGON ((-36.5 -5.574999999999999, -36.5 -5.424999999999999, -36.425 -5.424999999999999, -36.425 -5.574999999999999, -36.5 -5.574999999999999));15.372800993304688;71.42147956352245;99.88617626210029;26.943474032786618;22.773873618532658;32.68624604854431;5.919307984985532;7.704397399031862;7.596879181796621;9.305125469018472;4.213714902113267;6.200123040565339;18.278588032672157;37.612516987280515;11.455886867564491;14.24555799201893;0.14163341364260426;0.05418329317869787
3;20230530;POINT (-36.4625 -5.35);POLYGON ((-36.5 -5.424999999999999, -36.5 -5.274999999999999, -36.425 -5.274999999999999, -36.425 -5.424999999999999, -36.5 -5.424999999999999));16.252109538334693;73.46361916861642;100.51891345203396;27.208763383127945;24.167869573916608;31.277414822253483;6.434359868237152;7.9611794351540555;7.782576763132223;9.39359582500827;5.076875801810197;6.6159226979320165;20.38346117528572;35.01340567582122;11.822204569179558;14.443253259557222;0.09511688010418291;0.07744155994790854
4;20230530;POINT (-36.4625 -5.2375);POLYGON ((-36.5 -5.274999999999999, -36.5 -5.2, -36.425 -5.2, -36.425 -5.274999999999999, -36.5 -5.274999999999999));16.726897438896117;74.5662846450708;100.86056367676308;27.352007952286055;24.920566015670488;30.516707987369745;6.712465208747519;8.099830429189586;7.88284528125365;9.44136592211438;5.542944684832176;6.840436206291644;21.52;33.61;12.019999999999998;14.55;0.07;0.09
5;20230530;POINT (-36.34999999999999 -5.7625);POLYGON ((-36.275 -5.8, -36.425 -5.8, -36.425 -5.725, -36.275 -5.725, -36.275 -5.8));15.08262618433355;71.19323428729346;99.42904607561026;26.682164369052433;22.248106950574076;32.85384690588463;5.8217213882835885;7.656105053565716;7.569680036124964;9.296564004227184;4.068133999060827;6.145301329310903;17.578093085748698;38.27795425186718;11.393700079474154;14.285851629220137;0.13519968210338842;0.0462999205258471
6;20230530;POINT (-36.34999999999999 -5.65);POLYGON ((-36.425 -5.725, -36.425 -5.574999999999999, -36.275 -5.574999999999999, -36.275 -5.725, -36.425 -5.725));15.214646240205708;71.05417495029789;99.7723704829843;26.895758390831165;22.523145830896745;32.93964214711692;5.826669395392336;7.6582119050403605;7.563479125248542;9.28921295754883;4.058464507075193;6.125336217986214;17.900000000000002;38.08;11.39;14.21;0.15;0.05000000000000001
7;20230530;POINT (-36.34999999999999 -5.499999999999999);POLYGON ((-36.425 -5.574999999999999, -36.425 -5.424999999999999, -36.275 -5.424999999999999, -36.275 -5.574999999999999, -36.425 -5.574999999999999));15.475875613688077;71.66086398183009;99.9603472070132;26.9745718757824;22.9372811103958;32.52109953125528;5.979683580837496;7.734497994601153;7.618647090013217;9.315496172692827;4.314896657446954;6.248864056538465;18.525326224125397;37.30784303264074;11.498827492043922;14.268732297293546;0.13618063593093047;0.056909682034534774
8;20230530;POINT (-36.34999999999999 -5.35);POLYGON ((-36.425 -5.424999999999999, -36.425 -5.274999999999999, -36.275 -5.274999999999999, -36.275 -5.424999999999999, -36.425 -5.424999999999999));16.278661801855076;73.52528515519911;100.53802006108629;27.216774260287313;24.209963726376415;31.2348726927727;6.449912763074881;7.968933419041686;7.788184227250012;9.3962673425538;5.1029404588623635;6.628478497755058;20.447021511046763;34.934920951829;11.833266174574437;14.449223014849697;0.09371223180007157;0.07814388409996421
9;20230530;POINT (-36.35 -5.2375);POLYGON ((-36.425 -5.2, -36.275 -5.2, -36.275 -5.274999999999999, -36.425 -5.274999999999999, -36.425 -5.2));16.726897438896117;74.5662846450708;100.86056367676309;27.35200795228605;24.920566015670488;30.51670798736975;6.71246520874752;8.099830429189584;7.88284528125365;9.44136592211438;5.542944684832176;6.840436206291643;21.52;33.61;12.02;14.550000000000002;0.07;0.09
10;20230530;POINT (-36.2 -5.7625);POLYGON ((-36.125 -5.8, -36.27500000000001 -5.8, -36.27500000000001 -5.725, -36.125 -5.725, -36.125 -5.8));15.114360978666065;71.1598074005192;99.51157391113775;26.733507797950587;22.31422040767591;32.87447024464349;5.822910783235095;7.656611495543758;7.568189469937596;9.29479697002223;4.06580966025157;6.140502144084619;17.655472614567195;38.23037028874316;11.392810659602677;14.267618521854855;0.1387573615892964;0.04718934039732411
